time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.commanded,.measured
2018/07/18/15:57:20.603225,2666,1531943840,601675328,NED,29.8199996948,15.8634185791
2018/07/18/15:57:20.713187,2667,1531943840,711939185,NED,34.8099975586,15.8634185791
2018/07/18/15:57:20.752460,2668,1531943840,751956432,NED,34.7999992371,24.249124527
2018/07/18/15:57:20.800496,2669,1531943840,799980206,NED,34.4899978638,24.249124527
2018/07/18/15:57:20.895248,2670,1531943840,894579420,NED,35.3299980164,24.249124527
2018/07/18/15:57:20.944178,2671,1531943840,943813836,NED,35.3299980164,24.249124527
2018/07/18/15:57:21.010114,2672,1531943841,9226553,NED,34.9500007629,24.249124527
2018/07/18/15:57:21.038729,2673,1531943841,37354279,NED,34.9599990845,27.2059879303
2018/07/18/15:57:21.076316,2674,1531943841,74852773,NED,39.2599983215,27.2059879303
2018/07/18/15:57:21.118643,2675,1531943841,111440910,NED,39.2599983215,27.2059879303
2018/07/18/15:57:21.203714,2676,1531943841,201278999,NED,39.0900001526,27.2059879303
2018/07/18/15:57:21.224936,2677,1531943841,224445121,NED,39.0900001526,27.2059879303
2018/07/18/15:57:21.326696,2678,1531943841,326375129,NED,38.9300003052,27.2059879303
2018/07/18/15:57:21.386944,2679,1531943841,386212331,NED,40.8699989319,27.2059879303
2018/07/18/15:57:21.423835,2680,1531943841,423165391,NED,40.8699989319,27.2059879303
2018/07/18/15:57:21.462751,2681,1531943841,462417784,NED,40.8600006104,27.2059879303
2018/07/18/15:57:21.493738,2682,1531943841,493136423,NED,40.7299995422,32.4787940979
2018/07/18/15:57:21.557431,2683,1531943841,557015432,NED,40.719997406,32.4787940979
2018/07/18/15:57:21.613744,2684,1531943841,612291984,NED,43.3799972534,32.4787940979
2018/07/18/15:57:21.638609,2685,1531943841,637959772,NED,43.3899993896,32.4787940979
2018/07/18/15:57:21.723084,2686,1531943841,720934936,NED,43.0699996948,32.4787940979
2018/07/18/15:57:21.737161,2687,1531943841,736367743,NED,43.0699996948,32.4787940979
2018/07/18/15:57:21.835393,2688,1531943841,834936191,NED,44.3899993896,36.6181526184
2018/07/18/15:57:21.923093,2689,1531943841,922653570,NED,43.8999977112,36.6181526184
2018/07/18/15:57:21.943495,2690,1531943841,943134540,NED,43.8999977112,36.6181526184
2018/07/18/15:57:22.011333,2691,1531943842,10624674,NED,43.0400009155,36.6181526184
2018/07/18/15:57:22.038331,2692,1531943842,36863271,NED,43.0400009155,36.6181526184
2018/07/18/15:57:22.115682,2693,1531943842,107574040,NED,44.8799972534,36.6181526184
2018/07/18/15:57:22.167226,2694,1531943842,166460566,NED,44.8799972534,40.5522041321
2018/07/18/15:57:22.221503,2695,1531943842,220089460,NED,43.6100006104,40.5522041321
2018/07/18/15:57:22.236213,2696,1531943842,235081312,NED,43.6100006104,40.5522041321
2018/07/18/15:57:22.288480,2697,1531943842,288068613,NED,42.5799980164,40.5522041321
2018/07/18/15:57:22.343291,2698,1531943842,342845844,NED,42.5799980164,40.5522041321
2018/07/18/15:57:22.428969,2699,1531943842,427485150,NED,44.8799972534,40.5522041321
2018/07/18/15:57:22.575554,2700,1531943842,574880632,NED,44.8499984741,44.4411849976
2018/07/18/15:57:22.601360,2701,1531943842,600144297,NED,44.8400001526,44.4411849976
2018/07/18/15:57:22.642940,2702,1531943842,642570700,NED,44.8199996948,44.4411849976
2018/07/18/15:57:22.674712,2703,1531943842,674109138,NED,44.7999992371,44.4411849976
2018/07/18/15:57:22.743052,2704,1531943842,742438559,NED,44.7700004578,44.4411849976
2018/07/18/15:57:22.788933,2705,1531943842,788529623,NED,44.75,43.6072273254
2018/07/18/15:57:22.848324,2706,1531943842,847647635,NED,44.7099990845,43.6072273254
2018/07/18/15:57:22.865219,2707,1531943842,864800197,NED,44.7000007629,43.6072273254
2018/07/18/15:57:22.895834,2708,1531943842,895229496,NED,44.6800003052,43.6072273254
2018/07/18/15:57:22.953593,2709,1531943842,952634056,NED,44.6599998474,43.6072273254
2018/07/18/15:57:23.011629,2710,1531943843,7789972,NED,44.6699981689,43.6072273254
2018/07/18/15:57:23.053685,2711,1531943843,53139605,NED,44.6800003052,43.6072273254
2018/07/18/15:57:23.117640,2712,1531943843,114227962,NED,44.7000007629,43.6072273254
2018/07/18/15:57:23.147748,2713,1531943843,147401166,NED,44.7099990845,44.0508041382
2018/07/18/15:57:23.209882,2714,1531943843,209241130,NED,43.8400001526,44.0508041382
2018/07/18/15:57:23.231614,2715,1531943843,230418924,NED,43.8499984741,44.0508041382
2018/07/18/15:57:23.292570,2716,1531943843,292127914,NED,43.4599990845,44.0508041382
2018/07/18/15:57:23.343122,2717,1531943843,342572271,NED,43.4799995422,44.0508041382
2018/07/18/15:57:23.396183,2718,1531943843,395761779,NED,41.7299995422,44.0508041382
2018/07/18/15:57:23.436868,2719,1531943843,436210767,NED,41.7399978638,44.0508041382
2018/07/18/15:57:23.524343,2720,1531943843,523247582,NED,39.75,44.031288147
2018/07/18/15:57:23.553015,2721,1531943843,552565247,NED,39.75,44.031288147
2018/07/18/15:57:23.608142,2722,1531943843,607511758,NED,37.5299987793,44.031288147
2018/07/18/15:57:23.656818,2723,1531943843,655422609,NED,37.5299987793,44.031288147
2018/07/18/15:57:23.736439,2724,1531943843,735773519,NED,34.5099983215,44.031288147
2018/07/18/15:57:23.835836,2725,1531943843,835100619,NED,31.2299995422,44.031288147
2018/07/18/15:57:23.903545,2726,1531943843,902623108,NED,27.9499988556,44.031288147
2018/07/18/15:57:23.947547,2727,1531943843,946177787,NED,27.9499988556,39.2875862122
2018/07/18/15:57:23.999123,2728,1531943843,993902592,NED,24.6899986267,39.2875862122
2018/07/18/15:57:24.061911,2729,1531943844,47773884,NED,24.6899986267,39.2875862122
2018/07/18/15:57:24.112525,2730,1531943844,108870627,NED,21.7399997711,39.2875862122
2018/07/18/15:57:24.142339,2731,1531943844,139478837,NED,21.7399997711,39.2875862122
2018/07/18/15:57:24.212715,2732,1531943844,211847509,NED,19.1299991608,39.2875862122
2018/07/18/15:57:24.238920,2733,1531943844,238352505,NED,19.1199989319,39.2875862122
2018/07/18/15:57:24.288346,2734,1531943844,288045703,NED,16.5399990082,39.2875862122
2018/07/18/15:57:24.350166,2735,1531943844,349553641,NED,16.5399990082,39.2875862122
2018/07/18/15:57:24.407955,2736,1531943844,406954140,NED,13.3599996567,39.2875862122
2018/07/18/15:57:24.436009,2737,1531943844,435166571,NED,13.3499994278,34.8111457825
2018/07/18/15:57:24.472768,2738,1531943844,472416494,NED,9.77999973297,34.8111457825
2018/07/18/15:57:24.517484,2739,1531943844,516850460,NED,9.76999950409,34.8111457825
2018/07/18/15:57:24.572265,2740,1531943844,571842155,NED,6.35999965668,34.8111457825
2018/07/18/15:57:24.643808,2741,1531943844,642993689,NED,6.35999965668,34.8111457825
2018/07/18/15:57:24.673897,2742,1531943844,673644172,NED,3.17999982834,34.8111457825
2018/07/18/15:57:24.717396,2743,1531943844,716186288,NED,3.17999982834,34.8111457825
2018/07/18/15:57:24.752352,2744,1531943844,751902693,NED,3.17999982834,34.8111457825
2018/07/18/15:57:24.819538,2745,1531943844,818359500,NED,-0.119999997318,34.8111457825
2018/07/18/15:57:24.859570,2746,1531943844,847464944,NED,-0.119999997318,34.8111457825
2018/07/18/15:57:24.920106,2747,1531943844,919285335,NED,-3.39999985695,23.1371917725
2018/07/18/15:57:24.958814,2748,1531943844,956400955,NED,-3.39999985695,23.1371917725
2018/07/18/15:57:24.995623,2749,1531943844,994898960,NED,-6.32999992371,23.1371917725
2018/07/18/15:57:25.048650,2750,1531943845,48234324,NED,-6.31999969482,23.1371917725
2018/07/18/15:57:25.113648,2751,1531943845,112605685,NED,-8.8499994278,23.1371917725
2018/07/18/15:57:25.150977,2752,1531943845,149432254,NED,-8.84000015259,23.1371917725
2018/07/18/15:57:25.201621,2753,1531943845,199568361,NED,-10.6599998474,23.1371917725
2018/07/18/15:57:25.235169,2754,1531943845,234688518,NED,-10.6599998474,11.2768421173
2018/07/18/15:57:25.346640,2755,1531943845,344514601,NED,-11.9499998093,11.2768421173
2018/07/18/15:57:25.401047,2756,1531943845,400094451,NED,-12.9499998093,11.2768421173
2018/07/18/15:57:25.457742,2757,1531943845,457178091,NED,-12.9399995804,11.2768421173
2018/07/18/15:57:25.531461,2758,1531943845,530810621,NED,-13.6099996567,11.2768421173
2018/07/18/15:57:25.613410,2759,1531943845,606797939,NED,-14.0399999619,11.2768421173
2018/07/18/15:57:25.640567,2760,1531943845,638663832,NED,-14.0399999619,-0.661733210087
2018/07/18/15:57:25.725183,2761,1531943845,723998271,NED,-14.2599992752,-0.661733210087
2018/07/18/15:57:25.748242,2762,1531943845,745918298,NED,-14.2599992752,-0.661733210087
2018/07/18/15:57:25.817355,2763,1531943845,816637615,NED,-14.3899993896,-0.661733210087
2018/07/18/15:57:25.858127,2764,1531943845,857113196,NED,-14.3899993896,-0.661733210087
2018/07/18/15:57:25.926118,2765,1531943845,925291616,NED,-14.3400001526,-0.661733210087
2018/07/18/15:57:25.956228,2766,1531943845,955890739,NED,-14.3499994278,-0.661733210087
2018/07/18/15:57:25.993365,2767,1531943845,990482263,NED,-14.1499996185,-0.661733210087
2018/07/18/15:57:26.058086,2768,1531943846,57078975,NED,-14.1499996185,-0.661733210087
2018/07/18/15:57:26.118568,2769,1531943846,117757165,NED,-13.8199996948,-0.661733210087
2018/07/18/15:57:26.170205,2770,1531943846,169551813,NED,-13.8299999237,-9.25647354126
2018/07/18/15:57:26.207389,2771,1531943846,206959112,NED,-13.3999996185,-9.25647354126
2018/07/18/15:57:26.235716,2772,1531943846,233676394,NED,-13.3999996185,-9.25647354126
2018/07/18/15:57:26.319069,2773,1531943846,318567992,NED,-12.9499998093,-9.25647354126
2018/07/18/15:57:26.366569,2774,1531943846,366283009,NED,-12.9499998093,-9.25647354126
2018/07/18/15:57:26.435065,2775,1531943846,433396066,NED,-12.2899999619,-9.25647354126
2018/07/18/15:57:26.495222,2776,1531943846,494472812,NED,-11.4799995422,-9.25647354126
2018/07/18/15:57:26.537391,2777,1531943846,536856436,NED,-11.4799995422,-9.25647354126
2018/07/18/15:57:26.606429,2778,1531943846,605865247,NED,-10.5599994659,-9.25647354126
2018/07/18/15:57:26.641889,2779,1531943846,640566242,NED,-10.5599994659,-14.5642938614
2018/07/18/15:57:26.694972,2780,1531943846,694160836,NED,-9.47999954224,-14.5642938614
2018/07/18/15:57:26.714393,2781,1531943846,713471967,NED,-9.47999954224,-14.5642938614
2018/07/18/15:57:26.792810,2782,1531943846,792156791,NED,-8.36999988556,-14.5642938614
2018/07/18/15:57:26.814068,2783,1531943846,813633719,NED,-8.36999988556,-14.5642938614
2018/07/18/15:57:26.886234,2784,1531943846,885156613,NED,-7.15999984741,-14.5642938614
2018/07/18/15:57:26.965890,2785,1531943846,965416618,NED,-7.15999984741,-14.5642938614
2018/07/18/15:57:26.988259,2786,1531943846,987738816,NED,-5.90000009537,-14.4894351959
2018/07/18/15:57:27.037582,2787,1531943847,33246340,NED,-5.90000009537,-14.4894351959
2018/07/18/15:57:27.074047,2788,1531943847,73721667,NED,-4.61999988556,-14.4894351959
2018/07/18/15:57:27.133745,2789,1531943847,131112314,NED,-4.61999988556,-14.4894351959
2018/07/18/15:57:27.170223,2790,1531943847,169998380,NED,-3.23000001907,-14.4894351959
2018/07/18/15:57:27.209655,2791,1531943847,209109788,NED,-3.23000001907,-14.4894351959
2018/07/18/15:57:27.269500,2792,1531943847,269076724,NED,-1.95999991894,-14.4894351959
2018/07/18/15:57:27.339717,2793,1531943847,338889463,NED,-1.95999991894,-14.4894351959
2018/07/18/15:57:27.394559,2794,1531943847,390508594,NED,-0.810000002384,-11.9910259247
2018/07/18/15:57:27.458888,2795,1531943847,458268814,NED,-0.810000002384,-11.9910259247
2018/07/18/15:57:27.480777,2796,1531943847,477439178,NED,0.159999996424,-11.9910259247
2018/07/18/15:57:27.536622,2797,1531943847,536137809,NED,0.159999996424,-11.9910259247
2018/07/18/15:57:27.576500,2798,1531943847,575851514,NED,1.0,-11.9910259247
2018/07/18/15:57:27.630816,2799,1531943847,630043062,NED,1.0,-11.9910259247
2018/07/18/15:57:27.674485,2800,1531943847,673116951,NED,1.82999992371,-11.9910259247
2018/07/18/15:57:27.727470,2801,1531943847,726769018,NED,1.82999992371,-11.9910259247
2018/07/18/15:57:27.798366,2802,1531943847,797728143,NED,2.51999998093,-5.28755378723
2018/07/18/15:57:27.831542,2803,1531943847,829042172,NED,2.51999998093,-5.28755378723
2018/07/18/15:57:27.890416,2804,1531943847,890134758,NED,3.13999986649,-5.28755378723
2018/07/18/15:57:27.960187,2805,1531943847,956082071,NED,3.13999986649,-5.28755378723
2018/07/18/15:57:28.037220,2806,1531943848,35895812,NED,3.70999979973,-5.28755378723
2018/07/18/15:57:28.076359,2807,1531943848,75399344,NED,3.70999979973,-5.28755378723
2018/07/18/15:57:28.141324,2808,1531943848,134659442,NED,4.19999980927,-5.28755378723
2018/07/18/15:57:28.183398,2809,1531943848,181745251,NED,4.58999967575,-5.28755378723
2018/07/18/15:57:28.252141,2810,1531943848,251546728,NED,4.58999967575,-1.58143556118
2018/07/18/15:57:28.275011,2811,1531943848,274616950,NED,4.73000001907,-1.58143556118
2018/07/18/15:57:28.342490,2812,1531943848,338672543,NED,4.73000001907,-1.58143556118
2018/07/18/15:57:28.381638,2813,1531943848,380694253,NED,4.98999977112,-1.58143556118
2018/07/18/15:57:28.428063,2814,1531943848,427320452,NED,4.98999977112,-1.58143556118
2018/07/18/15:57:28.495162,2815,1531943848,494634918,NED,5.21000003815,-1.58143556118
2018/07/18/15:57:28.539845,2816,1531943848,539458099,NED,5.21000003815,1.18360042572
2018/07/18/15:57:28.584590,2817,1531943848,580220656,NED,5.34999990463,1.18360042572
2018/07/18/15:57:28.636660,2818,1531943848,635954395,NED,5.34999990463,1.18360042572
2018/07/18/15:57:28.675323,2819,1531943848,674655632,NED,5.44000005722,1.18360042572
2018/07/18/15:57:28.715897,2820,1531943848,715477389,NED,5.44000005722,1.18360042572
2018/07/18/15:57:28.788942,2821,1531943848,788381580,NED,5.31999969482,1.18360042572
2018/07/18/15:57:28.809348,2822,1531943848,808635100,NED,5.31999969482,1.18360042572
2018/07/18/15:57:28.876192,2823,1531943848,875043049,NED,5.13000011444,1.18360042572
2018/07/18/15:57:28.938340,2824,1531943848,935622331,NED,5.13000011444,1.18360042572
2018/07/18/15:57:29.003212,2825,1531943849,1598637,NED,5.0,4.22811746597
2018/07/18/15:57:29.016982,2826,1531943849,16543868,NED,5.0,4.22811746597
2018/07/18/15:57:29.064456,2827,1531943849,58811944,NED,5.0,4.22811746597
2018/07/18/15:57:29.113470,2828,1531943849,112995879,NED,4.80999994278,4.22811746597
2018/07/18/15:57:29.165399,2829,1531943849,162244640,NED,4.80999994278,4.22811746597
2018/07/18/15:57:29.197597,2830,1531943849,197182051,NED,4.63999986649,4.22811746597
2018/07/18/15:57:29.259913,2831,1531943849,258604460,NED,4.63999986649,4.22811746597
2018/07/18/15:57:29.293563,2832,1531943849,292910582,NED,4.44999980927,4.22811746597
2018/07/18/15:57:29.345640,2833,1531943849,345114988,NED,4.44999980927,4.22811746597
2018/07/18/15:57:29.399250,2834,1531943849,398867312,NED,4.32999992371,4.22811746597
2018/07/18/15:57:29.435151,2835,1531943849,434528491,NED,4.32999992371,4.22811746597
2018/07/18/15:57:29.498273,2836,1531943849,497575073,NED,4.00999975204,5.0621509552
2018/07/18/15:57:29.547758,2837,1531943849,547079927,NED,4.00999975204,5.0621509552
2018/07/18/15:57:29.587812,2838,1531943849,587231196,NED,3.59999990463,5.0621509552
2018/07/18/15:57:29.647179,2839,1531943849,646403648,NED,3.59999990463,5.0621509552
2018/07/18/15:57:29.695994,2840,1531943849,695299581,NED,2.88999986649,5.0621509552
2018/07/18/15:57:29.732713,2841,1531943849,731831693,NED,2.88999986649,5.0621509552
2018/07/18/15:57:29.792856,2842,1531943849,791854919,NED,1.95999991894,5.0621509552
2018/07/18/15:57:29.859013,2843,1531943849,858235349,NED,1.95999991894,5.0621509552
2018/07/18/15:57:29.902465,2844,1531943849,902051311,NED,1.12000000477,5.0621509552
2018/07/18/15:57:29.938873,2845,1531943849,936718677,NED,1.12000000477,6.97567462921
2018/07/18/15:57:30.023996,2846,1531943850,23410420,NED,0.359999984503,6.97567462921
2018/07/18/15:57:30.078425,2847,1531943850,77531860,NED,-0.199999988079,6.97567462921
2018/07/18/15:57:30.142083,2848,1531943850,140298607,NED,-0.199999988079,6.97567462921
2018/07/18/15:57:30.174097,2849,1531943850,173577318,NED,-0.729999959469,6.97567462921
2018/07/18/15:57:30.217657,2850,1531943850,216857511,NED,-0.729999959469,6.97567462921
2018/07/18/15:57:30.273217,2851,1531943850,272828466,NED,-0.729999959469,6.97567462921
2018/07/18/15:57:30.306783,2852,1531943850,306434437,NED,-1.13999998569,6.97567462921
2018/07/18/15:57:30.351250,2853,1531943850,347904540,NED,-1.13999998569,6.97567462921
2018/07/18/15:57:30.444942,2854,1531943850,443978029,NED,-1.40999996662,1.94172668457
2018/07/18/15:57:30.513086,2855,1531943850,512029193,NED,-1.73000001907,1.94172668457
2018/07/18/15:57:30.569756,2856,1531943850,565727279,NED,-1.73000001907,1.94172668457
2018/07/18/15:57:30.614704,2857,1531943850,614020405,NED,-2.1099998951,1.94172668457
2018/07/18/15:57:30.636716,2858,1531943850,636396685,NED,-2.1099998951,1.94172668457
2018/07/18/15:57:30.723016,2859,1531943850,721986458,NED,-2.44000005722,1.94172668457
2018/07/18/15:57:30.763386,2860,1531943850,762699321,NED,-2.44000005722,1.94172668457
2018/07/18/15:57:30.792408,2861,1531943850,792004607,NED,-2.65999984741,1.94172668457
2018/07/18/15:57:30.832973,2862,1531943850,832573728,NED,-2.65999984741,0.61792498827
2018/07/18/15:57:30.888307,2863,1531943850,887900083,NED,-2.80999994278,0.61792498827
2018/07/18/15:57:30.947198,2864,1531943850,946484735,NED,-2.80999994278,0.61792498827
2018/07/18/15:57:31.008109,2865,1531943851,6947093,NED,-2.9399998188,0.61792498827
2018/07/18/15:57:31.089205,2866,1531943851,87855195,NED,-2.70000004768,0.61792498827
2018/07/18/15:57:31.107990,2867,1531943851,107541331,NED,-2.70000004768,0.61792498827
2018/07/18/15:57:31.130058,2868,1531943851,129621070,NED,-2.70000004768,0.61792498827
2018/07/18/15:57:31.217706,2869,1531943851,217240357,NED,-2.61999988556,0.61792498827
2018/07/18/15:57:31.239700,2870,1531943851,236849854,NED,-2.61999988556,0.61792498827
2018/07/18/15:57:31.323662,2871,1531943851,322678762,NED,-2.45000004768,0.61792498827
2018/07/18/15:57:31.354122,2872,1531943851,353602685,NED,-2.45000004768,-3.48081731796
2018/07/18/15:57:31.429384,2873,1531943851,428921669,NED,-1.14999997616,-3.48081731796
2018/07/18/15:57:31.535907,2874,1531943851,533843632,NED,-0.709999978542,-3.48081731796
2018/07/18/15:57:31.605933,2875,1531943851,605410341,NED,-0.269999980927,-3.48081731796
2018/07/18/15:57:31.680123,2876,1531943851,678638661,NED,3.14999985695,-4.05784368515
2018/07/18/15:57:31.703231,2877,1531943851,702452492,NED,3.14999985695,-4.05784368515
2018/07/18/15:57:31.739216,2878,1531943851,737967146,NED,3.14999985695,-4.05784368515
2018/07/18/15:57:31.800380,2879,1531943851,799791665,NED,3.70999979973,-4.05784368515
2018/07/18/15:57:31.852708,2880,1531943851,852112680,NED,3.70999979973,-4.05784368515
2018/07/18/15:57:31.929620,2881,1531943851,927658829,NED,5.32999992371,-2.22891354561
2018/07/18/15:57:31.956251,2882,1531943851,949314318,NED,5.32999992371,-2.22891354561
2018/07/18/15:57:32.004527,2883,1531943852,4086504,NED,5.82999992371,-2.22891354561
2018/07/18/15:57:32.039014,2884,1531943852,38363157,NED,5.82999992371,-2.22891354561
2018/07/18/15:57:32.061640,2885,1531943852,59000674,NED,5.82999992371,-2.22891354561
2018/07/18/15:57:32.099588,2886,1531943852,98700942,NED,11.9299993515,-2.22891354561
2018/07/18/15:57:32.130116,2887,1531943852,129497508,NED,11.9299993515,-2.22891354561
2018/07/18/15:57:32.195604,2888,1531943852,195078368,NED,12.5599994659,-2.22891354561
2018/07/18/15:57:32.244603,2889,1531943852,243933025,NED,12.5599994659,0.548503994942
2018/07/18/15:57:32.317982,2890,1531943852,317223875,NED,13.0399999619,0.548503994942
2018/07/18/15:57:32.359073,2891,1531943852,358596828,NED,13.0399999619,0.548503994942
2018/07/18/15:57:32.399132,2892,1531943852,398592421,NED,15.0699996948,0.548503994942
2018/07/18/15:57:32.437085,2893,1531943852,436588070,NED,15.0699996948,0.548503994942
2018/07/18/15:57:32.513531,2894,1531943852,512819941,NED,15.2299995422,0.548503994942
2018/07/18/15:57:32.540612,2895,1531943852,539875623,NED,15.2299995422,0.548503994942
2018/07/18/15:57:32.613499,2896,1531943852,610733509,NED,22.2199993134,8.59261894226
2018/07/18/15:57:32.638565,2897,1531943852,638266561,NED,22.2199993134,8.59261894226
2018/07/18/15:57:32.729427,2898,1531943852,727496519,NED,22.3299999237,8.59261894226
2018/07/18/15:57:32.750596,2899,1531943852,749498788,NED,22.3400001526,8.59261894226
2018/07/18/15:57:32.808622,2900,1531943852,808063250,NED,25.5100002289,8.59261894226
2018/07/18/15:57:32.857617,2901,1531943852,856915540,NED,25.5100002289,8.59261894226
2018/07/18/15:57:32.874779,2902,1531943852,874488709,NED,25.5999984741,8.59261894226
2018/07/18/15:57:32.937366,2903,1531943852,936359661,NED,25.5999984741,8.59261894226
2018/07/18/15:57:33.041399,2904,1531943853,36275349,NED,25.6899986267,8.59261894226
2018/07/18/15:57:33.095381,2905,1531943853,94761638,NED,31.5,16.7229328156
2018/07/18/15:57:33.131041,2906,1531943853,130367332,NED,31.5,16.7229328156
2018/07/18/15:57:33.204671,2907,1531943853,204172033,NED,31.6899986267,16.7229328156
2018/07/18/15:57:33.248165,2908,1531943853,247707041,NED,31.6899986267,16.7229328156
2018/07/18/15:57:33.315098,2909,1531943853,314271027,NED,33.0400009155,16.7229328156
2018/07/18/15:57:33.392635,2910,1531943853,391151404,NED,33.0400009155,22.4250202179
2018/07/18/15:57:33.423203,2911,1531943853,421366217,NED,33.0400009155,22.4250202179
2018/07/18/15:57:33.469247,2912,1531943853,468740508,NED,32.9799995422,22.4250202179
2018/07/18/15:57:33.555277,2913,1531943853,554742378,NED,32.9799995422,22.4250202179
2018/07/18/15:57:33.602574,2914,1531943853,596480799,NED,37.7000007629,22.4250202179
2018/07/18/15:57:33.645450,2915,1531943853,644855079,NED,37.7000007629,22.4250202179
2018/07/18/15:57:33.694627,2916,1531943853,693231118,NED,37.2900009155,22.4250202179
2018/07/18/15:57:33.739276,2917,1531943853,733336951,NED,37.2900009155,30.6724739075
2018/07/18/15:57:33.771597,2918,1531943853,771169691,NED,38.9899978638,30.6724739075
2018/07/18/15:57:33.842157,2919,1531943853,841090341,NED,38.9899978638,30.6724739075
2018/07/18/15:57:33.865774,2920,1531943853,865306217,NED,38.9899978638,30.6724739075
2018/07/18/15:57:33.910724,2921,1531943853,909697855,NED,38.5400009155,30.6724739075
2018/07/18/15:57:33.970689,2922,1531943853,969920411,NED,38.5400009155,30.6724739075
2018/07/18/15:57:34.012590,2923,1531943854,11466963,NED,41.1699981689,30.6724739075
2018/07/18/15:57:34.035180,2924,1531943854,34577188,NED,41.1699981689,30.6724739075
2018/07/18/15:57:34.083302,2925,1531943854,82930893,NED,40.6699981689,34.4620742798
2018/07/18/15:57:34.142581,2926,1531943854,139113530,NED,40.6699981689,34.4620742798
2018/07/18/15:57:34.215694,2927,1531943854,213667184,NED,40.1800003052,34.4620742798
2018/07/18/15:57:34.231174,2928,1531943854,230538218,NED,40.1800003052,34.4620742798
2018/07/18/15:57:34.292052,2929,1531943854,290710185,NED,41.5699996948,34.4620742798
2018/07/18/15:57:34.346267,2930,1531943854,345246377,NED,41.5699996948,34.4620742798
2018/07/18/15:57:34.431893,2931,1531943854,431218937,NED,40.719997406,34.4620742798
2018/07/18/15:57:34.495056,2932,1531943854,494103095,NED,42.8899993896,38.5483589172
2018/07/18/15:57:34.532917,2933,1531943854,530125777,NED,42.8899993896,38.5483589172
2018/07/18/15:57:34.623171,2934,1531943854,621279620,NED,42.0699996948,38.5483589172
2018/07/18/15:57:34.645379,2935,1531943854,644278774,NED,42.0699996948,38.5483589172
2018/07/18/15:57:34.724788,2936,1531943854,722460929,NED,40.9199981689,38.5483589172
2018/07/18/15:57:34.751406,2937,1531943854,750725782,NED,40.9199981689,39.6769065857
2018/07/18/15:57:34.792441,2938,1531943854,792045169,NED,43.8999977112,39.6769065857
2018/07/18/15:57:34.842410,2939,1531943854,841793450,NED,43.8999977112,39.6769065857
2018/07/18/15:57:34.888116,2940,1531943854,887639888,NED,42.9899978638,39.6769065857
2018/07/18/15:57:34.917532,2941,1531943854,917128886,NED,42.9899978638,39.6769065857
2018/07/18/15:57:35.048134,2942,1531943855,46763271,NED,43.7299995422,39.6769065857
2018/07/18/15:57:35.076873,2943,1531943855,76411052,NED,43.7299995422,40.449306488
2018/07/18/15:57:35.152379,2944,1531943855,148536767,NED,42.6199989319,40.449306488
2018/07/18/15:57:35.192934,2945,1531943855,192427197,NED,41.1800003052,40.449306488
2018/07/18/15:57:35.217092,2946,1531943855,216259334,NED,41.1800003052,40.449306488
2018/07/18/15:57:35.271501,2947,1531943855,271064005,NED,43.0299987793,40.449306488
2018/07/18/15:57:35.318902,2948,1531943855,318197757,NED,43.0200004578,40.449306488
2018/07/18/15:57:35.366088,2949,1531943855,365764208,NED,43.0099983215,40.449306488
2018/07/18/15:57:35.407859,2950,1531943855,407107916,NED,41.5099983215,42.0433502197
2018/07/18/15:57:35.448951,2951,1531943855,445589801,NED,41.5099983215,42.0433502197
2018/07/18/15:57:35.504518,2952,1531943855,503573570,NED,40.6599998474,42.0433502197
2018/07/18/15:57:35.569858,2953,1531943855,568869798,NED,40.6499977112,42.0433502197
2018/07/18/15:57:35.609348,2954,1531943855,608745683,NED,39.0499992371,42.0433502197
2018/07/18/15:57:35.629122,2955,1531943855,627491031,NED,39.0499992371,42.0999794006
2018/07/18/15:57:35.745861,2956,1531943855,744370687,NED,37.219997406,42.0999794006
2018/07/18/15:57:35.827030,2957,1531943855,826265792,NED,37.8499984741,42.0999794006
2018/07/18/15:57:35.856576,2958,1531943855,855302860,NED,37.8499984741,42.0999794006
2018/07/18/15:57:35.939717,2959,1531943855,937263564,NED,36.0299987793,42.0999794006
2018/07/18/15:57:35.989992,2960,1531943855,989425578,NED,34.7900009155,41.7884750366
2018/07/18/15:57:36.030416,2961,1531943856,29616916,NED,34.7799987793,41.7884750366
2018/07/18/15:57:36.123630,2962,1531943856,122933361,NED,32.719997406,41.7884750366
2018/07/18/15:57:36.163626,2963,1531943856,161821802,NED,32.719997406,41.7884750366
2018/07/18/15:57:36.287994,2964,1531943856,286820053,NED,28.6899986267,41.7884750366
2018/07/18/15:57:36.350533,2965,1531943856,348894879,NED,28.6800003052,41.7884750366
2018/07/18/15:57:36.407229,2966,1531943856,406630588,NED,26.1599998474,41.7884750366
2018/07/18/15:57:36.444863,2967,1531943856,444418082,NED,26.1599998474,39.115650177
2018/07/18/15:57:36.484982,2968,1531943856,484350928,NED,23.4699993134,39.115650177
2018/07/18/15:57:36.542432,2969,1531943856,540793404,NED,23.4699993134,39.115650177
2018/07/18/15:57:36.586095,2970,1531943856,585456530,NED,20.3099994659,39.115650177
2018/07/18/15:57:36.656918,2971,1531943856,656348149,NED,20.3099994659,39.115650177
2018/07/18/15:57:36.694969,2972,1531943856,694435736,NED,17.1000003815,39.115650177
2018/07/18/15:57:36.739014,2973,1531943856,738678195,NED,17.1000003815,39.115650177
