%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1531943840232540888,2659,1531943840229925623,NED,-14.7399997711,8.99219512939,-6.37665843964,293
1531943840328304440,2660,1531943840327295140,NED,-14.6999998093,12.7245903015,-5.62064981461,294
1531943840345765414,2661,1531943840341846581,NED,-14.6999998093,12.7245903015,-5.62064981461,294
1531943840412159143,2662,1531943840411614734,NED,-14.6599998474,-0.233936309814,-6.50018548965,296
1531943840468204517,2663,1531943840467596236,NED,-14.6599998474,-0.233936309814,-6.50018548965,296
1531943840506622135,2664,1531943840498425690,NED,-14.6099996567,-4.319190979,-5.68839597702,297
1531943840541188535,2665,1531943840539102448,NED,-14.6099996567,-4.319190979,-5.68839597702,297
1531943840603632520,2666,1531943840601663648,NED,-14.5499992371,-5.91297149658,-4.90524768829,299
1531943840713331360,2667,1531943840711926065,NED,-14.5,-17.328453064,-7.26426124573,300
1531943840752607304,2668,1531943840751948304,NED,-14.5,-17.328453064,-7.26426124573,300
1531943840801443036,2669,1531943840799805616,NED,-14.4399995804,-29.3794631958,-6.30320358276,302
1531943840897137277,2670,1531943840894564604,NED,-14.3999996185,-44.7309494019,-6.17980527878,303
1531943840944416389,2671,1531943840943806412,NED,-14.3999996185,-44.7309494019,-6.17980527878,303
1531943841010510730,2672,1531943841009214937,NED,-14.3499994278,-50.2201080322,-5.23406791687,304
1531943841039797610,2673,1531943841037346088,NED,-14.3499994278,-50.2201080322,-5.23406791687,304
1531943841076382707,2674,1531943841074841861,NED,-14.3199996948,-50.6744384766,-7.52149486542,306
1531943841118774742,2675,1531943841111429902,NED,-14.3199996948,-50.6744384766,-7.52149486542,306
1531943841203882776,2676,1531943841201265719,NED,-14.279999733,-54.1042327881,-6.4274148941,307
1531943841224988123,2677,1531943841224436961,NED,-14.279999733,-54.1042327881,-6.4274148941,307
1531943841327012178,2678,1531943841326366841,NED,-14.2299995422,-53.9304733276,-5.41952419281,308
1531943841387100448,2679,1531943841386201483,NED,-14.1599998474,-56.6354751587,-5.96084594727,309
1531943841424068996,2680,1531943841423155887,NED,-14.1599998474,-56.6354751587,-5.96084594727,309
1531943841463033392,2681,1531943841462409112,NED,-14.1599998474,-56.6354751587,-5.96084594727,309
1531943841494073916,2682,1531943841493125543,NED,-14.0699996948,-51.9083023071,-4.84456634521,311
1531943841557874174,2683,1531943841557003592,NED,-14.0699996948,-51.9083023071,-4.84456634521,311
1531943841613793758,2684,1531943841612282256,NED,-13.9600000381,-64.9709701538,-6.17036390305,312
1531943841638760979,2685,1531943841637950556,NED,-13.9600000381,-64.9709701538,-6.17036390305,312
1531943841723579032,2686,1531943841720921560,NED,-13.8400001526,-78.1309127808,-4.97528505325,313
1531943841737218228,2687,1531943841736358399,NED,-13.8400001526,-78.1309127808,-4.97528505325,313
1531943841836144081,2688,1531943841834926431,NED,-13.7100000381,-95.415687561,-5.44793272018,314
1531943841923992018,2689,1531943841922643874,NED,-13.5799999237,-117.322731018,-4.26046514511,315
1531943841943614886,2690,1531943841943125804,NED,-13.5799999237,-117.322731018,-4.26046514511,315
1531943842011573046,2691,1531943842010612162,NED,-13.4499998093,-153.818695068,-3.09518361092,317
1531943842038518932,2692,1531943842036853736,NED,-13.4499998093,-153.818695068,-3.09518361092,317
1531943842115979731,2693,1531943842107561336,NED,-13.3599996567,-189.030075073,-4.40646934509,317
1531943842167439947,2694,1531943842166450070,NED,-13.3599996567,-189.030075073,-4.40646934509,317
1531943842221936253,2695,1531943842220077396,NED,-13.279999733,-223.828887939,-3.22560381889,318
1531943842236301105,2696,1531943842235072384,NED,-13.279999733,-223.828887939,-3.22560381889,318
1531943842291783128,2697,1531943842288059589,NED,-13.2299995422,-239.258956909,-2.12509846687,319
1531943842347611195,2698,1531943842342836116,NED,-13.2299995422,-239.258956909,-2.12509846687,319
1531943842429030508,2699,1531943842427472670,NED,-13.1799993515,-230.274581909,-4.04841899872,320
1531943842575747437,2700,1531943842574869176,NED,-13.1300001144,-208.154296875,-2.84775209427,321
1531943842601575896,2701,1531943842600134025,NED,-13.0399999619,-193.707458496,-3.67236185074,322
1531943842643368899,2702,1531943842642562380,NED,-13.0399999619,-193.707458496,-3.67236185074,322
1531943842676152666,2703,1531943842674098291,NED,-12.9299993515,-175.48046875,-2.42532157898,322
1531943842743570770,2704,1531943842742428096,NED,-12.9299993515,-175.48046875,-2.42532157898,322
1531943842789100592,2705,1531943842788520951,NED,-12.7999992371,-172.958190918,-2.77580308914,323
1531943842848973795,2706,1531943842847637555,NED,-12.7999992371,-172.958190918,-2.77580308914,323
1531943842865197664,2707,1531943842864791333,NED,-12.7999992371,-172.958190918,-2.77580308914,323
1531943842895952592,2708,1531943842895220760,NED,-12.6499996185,-176.122283936,-1.55596542358,323
1531943842953714875,2709,1531943842952623465,NED,-12.6499996185,-176.122283936,-1.55596542358,323
1531943843011893986,2710,1531943843007777236,NED,-12.5,-185.086242676,-0.365546345711,324
1531943843053938700,2711,1531943843053129333,NED,-12.5,-185.086242676,-0.365546345711,324
1531943843118062380,2712,1531943843114215418,NED,-12.3499994278,-204.623794556,0.380211353302,324
1531943843147836552,2713,1531943843147393166,NED,-12.3499994278,-204.623794556,0.380211353302,324
1531943843210062912,2714,1531943843209230122,NED,-12.1999998093,-229.280090332,1.45511865616,325
1531943843231735453,2715,1531943843230409421,NED,-12.1999998093,-229.280090332,1.45511865616,325
1531943843292749987,2716,1531943843292117450,NED,-12.0599994659,-243.879882812,1.65124452114,325
1531943843350127572,2717,1531943843342563023,NED,-12.0599994659,-243.879882812,1.65124452114,325
1531943843402553505,2718,1531943843395750739,NED,-11.9399995804,-273.398986816,2.59834742546,325
1531943843437059749,2719,1531943843436201135,NED,-11.9399995804,-273.398986816,2.59834742546,325
1531943843524443247,2720,1531943843523235358,NED,-11.8400001526,-294.237335205,3.43536496162,325
1531943843554333002,2721,1531943843552557087,NED,-11.8400001526,-294.237335205,3.43536496162,325
1531943843608748031,2722,1531943843607500334,NED,-11.7599992752,-313.612548828,4.08267354965,325
1531943843656920799,2723,1531943843655411153,NED,-11.7599992752,-313.612548828,4.08267354965,325
1531943843739530530,2724,1531943843735764399,NED,-11.7199993134,-348.410614014,4.71600866318,325
1531943843843546886,2725,1531943843835087115,NED,-11.7199993134,-360.232177734,5.24091863632,325
1531943843904248624,2726,1531943843902611268,NED,-11.7699995041,-360.385131836,5.65512037277,324
1531943843947666729,2727,1531943843946169275,NED,-11.7699995041,-360.385131836,5.65512037277,324
1531943843999565020,2728,1531943843993890656,NED,-11.8400001526,-334.931182861,5.98479127884,324
1531943844062441197,2729,1531943844047763132,NED,-11.8400001526,-334.931182861,5.98479127884,324
1531943844114397281,2730,1531943844108861219,NED,-11.9299993515,-285.878173828,6.21303033829,323
1531943844143901248,2731,1531943844139470805,NED,-11.9299993515,-285.878173828,6.21303033829,323
1531943844212781066,2732,1531943844211835861,NED,-12.0,-236.306381226,6.38209199905,323
1531943844239517867,2733,1531943844238342393,NED,-12.0,-236.306381226,6.38209199905,323
1531943844288664736,2734,1531943844288034760,NED,-12.0599994659,-201.296234131,6.4835319519,322
1531943844350208673,2735,1531943844349544585,NED,-12.0599994659,-201.296234131,6.4835319519,322
1531943844407998191,2736,1531943844406941852,NED,-12.0999994278,-173.106201172,6.53425073624,322
1531943844436841559,2737,1531943844435155563,NED,-12.0999994278,-173.106201172,6.53425073624,322
1531943844474900208,2738,1531943844472408366,NED,-12.1499996185,-174.896820068,6.51734972,321
1531943844518656230,2739,1531943844516839004,NED,-12.1499996185,-174.896820068,6.51734972,321
1531943844572602658,2740,1531943844571832203,NED,-12.1999998093,-161.283294678,6.44127225876,320
1531943844644335529,2741,1531943844642982202,NED,-12.1999998093,-161.283294678,6.44127225876,320
1531943844674071910,2742,1531943844673635660,NED,-12.2599992752,-152.95791626,6.29756879807,319
1531943844717463328,2743,1531943844716175248,NED,-12.2599992752,-152.95791626,6.29756879807,319
1531943844754951937,2744,1531943844751895333,NED,-12.3299999237,-153.777893066,6.10314893723,319
1531943844819811898,2745,1531943844818345836,NED,-12.3299999237,-153.777893066,6.10314893723,319
1531943844859703774,2746,1531943844847455728,NED,-12.3299999237,-153.777893066,6.10314893723,319
1531943844923633603,2747,1531943844919273143,NED,-12.4299993515,-164.734069824,5.8580083847,318
1531943844958881214,2748,1531943844956391036,NED,-12.4299993515,-164.734069824,5.8580083847,318
1531943844995795653,2749,1531943844994886512,NED,-12.5699996948,-175.468261719,5.57060670853,317
1531943845049056458,2750,1531943845048222868,NED,-12.5699996948,-175.468261719,5.57060670853,317
1531943845113812263,2751,1531943845112593813,NED,-12.75,-183.386230469,5.24093484879,316
1531943845151721699,2752,1531943845149423966,NED,-12.75,-183.386230469,5.24093484879,316
1531943845201791502,2753,1531943845199557321,NED,-12.9600000381,-173.479644775,4.87745380402,315
1531943845238858868,2754,1531943845234678406,NED,-12.9600000381,-173.479644775,4.87745380402,315
1531943845348504282,2755,1531943845344503113,NED,-13.1899995804,-148.405639648,4.51396942139,314
1531943845401126183,2756,1531943845400083635,NED,-13.4399995804,-115.650177002,4.13357830048,314
1531943845457943329,2757,1531943845455861178,NED,-13.4399995804,-115.650177002,4.13357830048,314
1531943845532032654,2758,1531943845530798525,NED,-13.6899995804,-76.8751144409,3.76164340973,313
1531943845613853983,2759,1531943845606785108,NED,-13.9299993515,-61.0950469971,3.38970565796,312
1531943845646688696,2760,1531943845638649560,NED,-13.9299993515,-61.0950469971,3.38970565796,312
1531943845725261072,2761,1531943845723985375,NED,-14.1700000763,-24.4178771973,3.03467416763,311
1531943845750557378,2762,1531943845745908410,NED,-14.1700000763,-24.4178771973,3.03467416763,311
1531943845817419461,2763,1531943845816625807,NED,-14.3800001144,11.1574172974,2.6880967617,310
1531943845858276415,2764,1531943845857101261,NED,-14.3800001144,11.1574172974,2.6880967617,310
1531943845926377299,2765,1531943845925280608,NED,-14.5799999237,37.98828125,2.35842466354,310
1531943845957073285,2766,1531943845955881683,NED,-14.5799999237,37.98828125,2.35842466354,310
1531943845994174699,2767,1531943845990470807,NED,-14.7599992752,55.4292678833,2.0456597805,309
1531943846058162834,2768,1531943846057067839,NED,-14.7599992752,55.4292678833,2.0456597805,309
1531943846118636194,2769,1531943846117500816,NED,-14.9200000763,80.5931091309,1.74979996681,308
1531943846170604472,2770,1531943846169543653,NED,-14.9200000763,80.5931091309,1.74979996681,308
1531943846208376759,2771,1531943846206948232,NED,-15.0699996948,103.41444397,1.47929954529,307
1531943846235836624,2772,1531943846233666890,NED,-15.0699996948,103.41444397,1.47929954529,307
1531943846320927868,2773,1531943846318555544,NED,-15.1999998093,125.19140625,1.20880007744,307
1531943846368310248,2774,1531943846366273793,NED,-15.1999998093,125.19140625,1.20880007744,307
1531943846435192301,2775,1531943846433381666,NED,-15.2999992371,149.97215271,0.972111940384,306
1531943846497111532,2776,1531943846494462156,NED,-15.3899993896,158.612640381,0.752330422401,306
1531943846537897831,2777,1531943846536845460,NED,-15.3899993896,158.612640381,0.752330422401,306
1531943846607013809,2778,1531943846605853311,NED,-15.4600000381,166.109939575,0.557907938957,305
1531943846641935794,2779,1531943846640557346,NED,-15.4600000381,166.109939575,0.557907938957,305
1531943846695030778,2780,1531943846694149509,NED,-15.5199995041,171.757217407,0.388844907284,305
1531943846714519058,2781,1531943846713461663,NED,-15.5199995041,171.757217407,0.388844907284,305
1531943846793268170,2782,1531943846792145431,NED,-15.5699996948,175.69140625,0.253594666719,304
1531943846821168222,2783,1531943846813623095,NED,-15.5699996948,175.69140625,0.253594666719,304
1531943846886310103,2784,1531943846885145157,NED,-15.6099996567,169.955154419,0.135250493884,304
1531943846965995907,2785,1531943846965407914,NED,-15.6099996567,169.955154419,0.135250493884,304
1531943846990377825,2786,1531943846987726464,NED,-15.6499996185,177.828308105,0.042265791446,303
1531943847038201193,2787,1531943847033232836,NED,-15.6499996185,177.828308105,0.042265791446,303
1531943847074219389,2788,1531943847073712899,NED,-15.6700000763,175.523468018,-0.0169063173234,303
1531943847134080087,2789,1531943847131099578,NED,-15.6700000763,175.523468018,-0.0169063173234,303
1531943847170441895,2790,1531943847169991020,NED,-15.6899995804,182.843963623,-0.0591721609235,302
1531943847209705141,2791,1531943847209099612,NED,-15.6899995804,182.843963623,-0.0591721609235,302
1531943847271646229,2792,1531943847269067444,NED,-15.6899995804,191.679962158,-0.0676253288984,302
1531943847339901707,2793,1531943847338878039,NED,-15.6899995804,191.679962158,-0.0676253288984,302
1531943847394681633,2794,1531943847390497938,NED,-15.6799993515,207.97366333,-0.0591721832752,302
1531943847461450728,2795,1531943847458258030,NED,-15.6799993515,207.97366333,-0.0591721832752,302
1531943847481984980,2796,1531943847477430506,NED,-15.6599998474,212.187667847,-0.0338126756251,302
1531943847536805225,2797,1531943847535958099,NED,-15.6599998474,212.187667847,-0.0338126756251,302
1531943847580130151,2798,1531943847575842554,NED,-15.6300001144,221.00038147,0.00845316890627,301
1531943847632550232,2799,1531943847630029622,NED,-15.6300001144,221.00038147,0.00845316890627,301
1531943847674549542,2800,1531943847673107959,NED,-15.5699996948,213.72795105,0.0591722205281,301
1531943847729229757,2801,1531943847726483997,NED,-15.5699996948,213.72795105,0.0591722205281,301
1531943847798816514,2802,1531943847797717327,NED,-15.5,223.47593689,0.118344441056,301
1531943847831759515,2803,1531943847829031932,NED,-15.5,223.47593689,0.118344441056,301
1531943847893570109,2804,1531943847890124070,NED,-15.4099998474,223.920623779,0.177516669035,301
1531943847960412548,2805,1531943847956071095,NED,-15.4099998474,223.920623779,0.177516669035,301
1531943848037518769,2806,1531943848035880708,NED,-15.3099994659,204.232879639,0.253595352173,300
1531943848076577890,2807,1531943848075389392,NED,-15.1999998093,201.006988525,0.329673945904,300
1531943848141596031,2808,1531943848134646162,NED,-15.1999998093,201.006988525,0.329673945904,300
1531943848183466287,2809,1531943848181735332,NED,-15.0799999237,200.845336914,0.405752927065,300
1531943848252277663,2810,1531943848251537256,NED,-15.0799999237,200.845336914,0.405752927065,300
1531943848275448621,2811,1531943848274606999,NED,-14.9600000381,177.053253174,0.4818315804,300
1531943848342982892,2812,1531943848338662271,NED,-14.9600000381,177.053253174,0.4818315804,300
1531943848382603606,2813,1531943848380684077,NED,-14.8299999237,168.976593018,0.557910263538,300
1531943848430336097,2814,1531943848427309636,NED,-14.8299999237,168.976593018,0.557910263538,300
1531943848495357150,2815,1531943848494624967,NED,-14.6999998093,145.778076172,0.633989036083,300
1531943848543523491,2816,1531943848539450195,NED,-14.6999998093,145.778076172,0.633989036083,300
1531943848587587673,2817,1531943848580212336,NED,-14.5799999237,130.168060303,0.701614558697,300
1531943848636708562,2818,1531943848635942747,NED,-14.5799999237,130.168060303,0.701614558697,300
1531943848675461415,2819,1531943848674645713,NED,-14.4600000381,105.648330688,0.769240558147,299
1531943848716334530,2820,1531943848715467501,NED,-14.4600000381,105.648330688,0.769240558147,299
1531943848789162275,2821,1531943848788371660,NED,-14.3599996567,85.5470657349,0.83686619997,299
1531943848809712367,2822,1531943848808624124,NED,-14.3599996567,85.5470657349,0.83686619997,299
1531943848876388857,2823,1531943848875031689,NED,-14.2699995041,58.474445343,0.88758534193,299
1531943848938384570,2824,1531943848935611579,NED,-14.2699995041,58.474445343,0.88758534193,299
1531943849003612149,2825,1531943849001587789,NED,-14.1700000763,72.2101211548,0.938305020332,299
1531943849020646795,2826,1531943849016534396,NED,-14.1700000763,72.2101211548,0.938305020332,299
1531943849066324335,2827,1531943849058802216,NED,-14.1700000763,72.2101211548,0.938305020332,299
1531943849113740414,2828,1531943849112985223,NED,-14.0900001526,65.4449462891,0.98057103157,299
1531943849165497498,2829,1531943849162232000,NED,-14.0900001526,65.4449462891,0.98057103157,299
1531943849197733404,2830,1531943849197172867,NED,-14.0,45.9623336792,1.01438450813,299
1531943849260838930,2831,1531943849258591980,NED,-14.0,45.9623336792,1.01438450813,299
1531943849293668237,2832,1531943849292901430,NED,-13.9299993515,29.5383453369,1.04819726944,299
1531943849346046817,2833,1531943849345104621,NED,-13.9299993515,29.5383453369,1.04819726944,299
1531943849399672423,2834,1531943849398856817,NED,-13.8699998856,7.54079818726,1.07355690002,299
1531943849435211682,2835,1531943849434518219,NED,-13.8699998856,7.54079818726,1.07355690002,299
1531943849498333464,2836,1531943849497566049,NED,-13.8199996948,1.35803222656,1.09046375751,299
1531943849548085675,2837,1531943849547070455,NED,-13.8199996948,1.35803222656,1.09046375751,299
1531943849588055986,2838,1531943849587221436,NED,-13.7999992371,-18.1314468384,1.10737013817,299
1531943849647482451,2839,1531943849646392352,NED,-13.7999992371,-18.1314468384,1.10737013817,299
1531943849696776428,2840,1531943849695287101,NED,-13.7999992371,-23.8306045532,1.10737073421,298
1531943849732823073,2841,1531943849731820429,NED,-13.7999992371,-23.8306045532,1.10737073421,298
1531943849792901146,2842,1531943849791845575,NED,-13.8199996948,-20.8765029907,1.09046435356,298
1531943849860035136,2843,1531943849858221654,NED,-13.8199996948,-20.8765029907,1.09046435356,298
1531943849902726855,2844,1531943849902040143,NED,-13.8800001144,-26.2550354004,1.04819917679,298
1531943849939042105,2845,1531943849936708053,NED,-13.8800001144,-26.2550354004,1.04819917679,298
1531943850024479751,2846,1531943850023397652,NED,-13.9499998093,-25.8617401123,0.997479915619,298
1531943850078533609,2847,1531943850077521365,NED,-14.0199995041,-16.1897659302,0.938307404518,298
1531943850142218425,2848,1531943850140286831,NED,-14.0199995041,-16.1897659302,0.938307404518,298
1531943850174514971,2849,1531943850173567622,NED,-14.1099996567,-10.3200912476,0.862228870392,298
1531943850217747549,2850,1531943850216846695,NED,-14.1099996567,-10.3200912476,0.862228870392,298
1531943850278231154,2851,1531943850272818066,NED,-14.1099996567,-10.3200912476,0.862228870392,298
1531943850307743638,2852,1531943850306425701,NED,-14.1999998093,-1.60236358643,0.786149799824,298
1531943850351316819,2853,1531943850347894172,NED,-14.1999998093,-1.60236358643,0.786149799824,298
1531943850445245566,2854,1531943850443964301,NED,-14.2899999619,12.9218101501,0.701618075371,298
1531943850513271835,2855,1531943850512015209,NED,-14.3599996567,38.2511138916,0.617085754871,298
1531943850569841343,2856,1531943850565716559,NED,-14.3599996567,38.2511138916,0.617085754871,298
1531943850614844651,2857,1531943850614010261,NED,-14.4099998474,53.6281585693,0.532553672791,298
1531943850637042437,2858,1531943850636386733,NED,-14.4099998474,53.6281585693,0.532553672791,298
1531943850723164012,2859,1531943850721973370,NED,-14.4499998093,54.9193382263,0.448021352291,298
1531943850770308031,2860,1531943850762689145,NED,-14.4499998093,54.9193382263,0.448021352291,298
1531943850795944272,2861,1531943850791995871,NED,-14.4699993134,44.9914932251,0.363489001989,298
1531943850833200473,2862,1531943850832565056,NED,-14.4699993134,44.9914932251,0.363489001989,298
1531943850888404365,2863,1531943850887890963,NED,-14.4699993134,41.0373687744,0.25833773613,297
1531943850947325557,2864,1531943850946473311,NED,-14.4699993134,41.0373687744,0.25833773613,297
1531943851008146823,2865,1531943851006934773,NED,-14.4799995422,41.547203064,0.166741624475,297
1531943851089577415,2866,1531943851087844635,NED,-14.4699993134,35.7556343079,-0.0123431384563,297
1531943851108103244,2867,1531943851107532819,NED,-14.4699993134,35.7556343079,-0.0123431384563,297
1531943851130495652,2868,1531943851129611471,NED,-14.4699993134,35.7556343079,-0.0123431384563,297
1531943851217783711,2869,1531943851217229509,NED,-14.4799995422,22.8848457336,-0.0800967738032,297
1531943851241593318,2870,1531943851236839806,NED,-14.4799995422,22.8848457336,-0.0800967738032,297
1531943851323872636,2871,1531943851322666154,NED,-14.4899997711,19.8285102844,-0.147695273161,297
1531943851354666321,2872,1531943851353592382,NED,-14.4899997711,19.8285102844,-0.147695273161,297
1531943851429563198,2873,1531943851428911398,NED,-14.5099992752,13.3590698242,-0.598315179348,297
1531943851536118454,2874,1531943851533830256,NED,-14.5399999619,14.6894454956,-0.619374573231,298
1531943851605985918,2875,1531943851605400933,NED,-14.5799999237,26.8472671509,-0.621602356434,298
1531943851680254802,2876,1531943851678625285,NED,-14.6099996567,42.2486305237,-1.90745317936,298
1531943851703281315,2877,1531943851702442636,NED,-14.6099996567,42.2486305237,-1.90745317936,298
1531943851746302887,2878,1531943851737957674,NED,-14.6099996567,42.2486305237,-1.90745317936,298
1531943851800518600,2879,1531943851799781745,NED,-14.6399993896,49.9166488647,-1.79444861412,298
1531943851852897566,2880,1531943851852101864,NED,-14.6399993896,49.9166488647,-1.79444861412,298
1531943851929680437,2881,1531943851927646701,NED,-14.6700000763,44.4072723389,-2.15396618843,298
1531943851956274460,2882,1531943851949301870,NED,-14.6700000763,44.4072723389,-2.15396618843,298
1531943852004645729,2883,1531943852004076904,NED,-14.6999998093,45.9092140198,-1.98838269711,298
1531943852039285002,2884,1531943852038351509,NED,-14.6999998093,45.9092140198,-1.98838269711,298
1531943852062091101,2885,1531943852058990082,NED,-14.6999998093,45.9092140198,-1.98838269711,298
1531943852101783722,2886,1531943852098691631,NED,-14.7399997711,50.3924369812,-4.42547798157,298
1531943852130285595,2887,1531943852129487332,NED,-14.7399997711,50.3924369812,-4.42547798157,298
1531943852195819448,2888,1531943852195069600,NED,-14.7899999619,55.0992965698,-4.06297445297,298
1531943852244711768,2889,1531943852243922625,NED,-14.7899999619,55.0992965698,-4.06297445297,298
1531943852318059161,2890,1531943852317213635,NED,-14.8399991989,58.5053443909,-3.71170639992,299
1531943852359143253,2891,1531943852358588156,NED,-14.8399991989,58.5053443909,-3.71170639992,299
1531943852399263165,2892,1531943852398582373,NED,-14.8999996185,55.4570198059,-4.08303546906,299
1531943852437382397,2893,1531943852436411304,NED,-14.8999996185,55.4570198059,-4.08303546906,299
1531943852513737210,2894,1531943852512808261,NED,-14.9600000381,55.8903694153,-3.67834091187,299
1531943852544951083,2895,1531943852539865607,NED,-14.9600000381,55.8903694153,-3.67834091187,299
1531943852613539972,2896,1531943852610724613,NED,-15.0099992752,66.272354126,-6.45198202133,299
1531943852638989240,2897,1531943852638255905,NED,-15.0099992752,66.272354126,-6.45198202133,299
1531943852729597518,2898,1531943852727484167,NED,-15.0599994659,76.9953765869,-5.83381032944,299
1531943852750550775,2899,1531943852749488452,NED,-15.0599994659,76.9953765869,-5.83381032944,299
1531943852808673227,2900,1531943852808054419,NED,-15.1099996567,70.1128997803,-6.90168857574,300
1531943852857819017,2901,1531943852856903476,NED,-15.1099996567,70.1128997803,-6.90168857574,300
1531943852875513465,2902,1531943852874479173,NED,-15.1499996185,74.044708252,-6.21687078476,300
1531943852937891323,2903,1531943852936349773,NED,-15.1499996185,74.044708252,-6.21687078476,300
1531943853043111973,2904,1531943853036263638,NED,-15.1799993515,75.8110961914,-5.54250001907,300
1531943853097686756,2905,1531943853094751238,NED,-15.1999998093,77.9247283936,-8.09864902496,300
1531943853135173419,2906,1531943853130356100,NED,-15.1999998093,77.9247283936,-8.09864902496,300
1531943853206228649,2907,1531943853204161249,NED,-15.1999998093,86.9819641113,-7.22520208359,300
1531943853248310842,2908,1531943853247695777,NED,-15.1999998093,86.9819641113,-7.22520208359,300
1531943853315189992,2909,1531943853314259507,NED,-15.1799993515,94.9782409668,-7.19559574127,300
1531943853399746375,2910,1531943853391139052,NED,-15.1300001144,104.561141968,-6.3142824173,301
1531943853423234867,2911,1531943853421356873,NED,-15.1300001144,104.561141968,-6.3142824173,301
1531943853472469008,2912,1531943853468730620,NED,-15.0399999619,108.81338501,-5.46079158783,301
1531943853555754526,2913,1531943853554730954,NED,-14.9200000763,104.757217407,-7.67847061157,301
1531943853602677558,2914,1531943853596470303,NED,-14.9200000763,104.757217407,-7.67847061157,301
1531943853645590366,2915,1531943853644844903,NED,-14.9200000763,104.757217407,-7.67847061157,301
1531943853694751133,2916,1531943853693218543,NED,-14.7699995041,73.5676727295,-6.68468284607,301
1531943853740237158,2917,1531943853733327351,NED,-14.7699995041,73.5676727295,-6.68468284607,301
1531943853775038445,2918,1531943853771160411,NED,-14.6099996567,43.5555458069,-7.30421686172,301
1531943853844670715,2919,1531943853841078629,NED,-14.6099996567,43.5555458069,-7.30421686172,301
1531943853868693217,2920,1531943853865294921,NED,-14.6099996567,43.5555458069,-7.30421686172,301
1531943853913106167,2921,1531943853909689439,NED,-14.4499998093,22.5423812866,-6.30223178864,301
1531943853970815761,2922,1531943853969908571,NED,-14.279999733,-0.703239440918,-7.72145557404,301
1531943854012652550,2923,1531943854011451764,NED,-14.279999733,-0.703239440918,-7.72145557404,301
1531943854036463214,2924,1531943854034567652,NED,-14.279999733,-0.703239440918,-7.72145557404,301
1531943854083612773,2925,1531943854082921549,NED,-14.1099996567,-23.251914978,-6.60944032669,300
1531943854145491664,2926,1531943854139104251,NED,-14.1099996567,-23.251914978,-6.60944032669,300
1531943854215797527,2927,1531943854213654672,NED,-13.9299993515,-38.8555526733,-5.53626966476,300
1531943854233914915,2928,1531943854230528970,NED,-13.9299993515,-38.8555526733,-5.53626966476,300
1531943854292282422,2929,1531943854290697481,NED,-13.75,-59.5708847046,-6.06955289841,300
1531943854346292285,2930,1531943854345234921,NED,-13.75,-59.5708847046,-6.06955289841,300
1531943854432345548,2931,1531943854431208057,NED,-13.5699996948,-90.4371261597,-4.96669530869,300
1531943854503043599,2932,1531943854494091799,NED,-13.3899993896,-119.818115234,-6.3108420372,299
1531943854533455338,2933,1531943854530116689,NED,-13.3899993896,-119.818115234,-6.3108420372,299
1531943854625746992,2934,1531943854621266532,NED,-13.2199993134,-152.857025146,-5.17896509171,299
1531943854645504264,2935,1531943854644269078,NED,-13.2199993134,-152.857025146,-5.17896509171,299
1531943854724852389,2936,1531943854722449825,NED,-13.0499992371,-185.675231934,-4.09771251678,298
1531943854751527020,2937,1531943854750715606,NED,-13.0499992371,-185.675231934,-4.09771251678,298
1531943854792624331,2938,1531943854792034417,NED,-12.8899993896,-202.280807495,-6.23785305023,298
1531943854842432866,2939,1531943854841784266,NED,-12.8899993896,-202.280807495,-6.23785305023,298
1531943854892040125,2940,1531943854887628720,NED,-12.7399997711,-212.532989502,-5.06100463867,297
1531943854919980149,2941,1531943854917119703,NED,-12.7399997711,-212.532989502,-5.06100463867,297
1531943855048355796,2942,1531943855046750119,NED,-12.5900001526,-228.015319824,-5.5576915741,296
1531943855077525535,2943,1531943855076402764,NED,-12.4499998093,-249.950027466,-4.38950157166,296
1531943855152425106,2944,1531943855148528639,NED,-12.4499998093,-249.950027466,-4.38950157166,296
1531943855193046198,2945,1531943855192416254,NED,-12.3199996948,-274.702453613,-3.30038356781,295
1531943855217682070,2946,1531943855216250502,NED,-12.3199996948,-274.702453613,-3.30038356781,295
1531943855276488453,2947,1531943855271053157,NED,-12.2100000381,-297.590057373,-5.02643585205,294
1531943855318930260,2948,1531943855318187229,NED,-12.2100000381,-297.590057373,-5.02643585205,294
1531943855366250474,2949,1531943855365756080,NED,-12.1199998856,-317.451477051,-3.91515040398,293
1531943855408250654,2950,1531943855407096620,NED,-12.1199998856,-317.451477051,-3.91515040398,293
1531943855449004097,2951,1531943855445579785,NED,-12.1199998856,-317.451477051,-3.91515040398,293
1531943855507956079,2952,1531943855503560834,NED,-12.0500001907,-315.901367188,-3.44652175903,292
1531943855569996185,2953,1531943855568858854,NED,-12.0500001907,-315.901367188,-3.44652175903,292
1531943855610240385,2954,1531943855608735635,NED,-11.9899997711,-320.352539062,-2.45206546783,291
1531943855629199811,2955,1531943855627483895,NED,-11.9899997711,-320.352539062,-2.45206546783,291
1531943855749229734,2956,1531943855744352671,NED,-11.9499998093,-323.020751953,-1.55133879185,289
1531943855827130486,2957,1531943855826255712,NED,-11.9099998474,-318.623931885,-2.28816437721,288
1531943855859137151,2958,1531943855855291148,NED,-11.9099998474,-318.623931885,-2.28816437721,288
