%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.latitude,field.longitude,field.altitude,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1531943838493595899,2579,1531943838491251991,,5,65528,40.5914654,-79.89959,380.350006104,15.9996795654,-0.101274006069,1.97179812474e-15,18.1226177216,0.764853596687,0.412126868963,-16.0,-15.6990880966
1531943838528234873,2580,1531943838527603168,,5,65528,40.5914654,-79.89959,380.350006104,15.9996795654,-0.101274006069,1.97179812474e-15,18.0904960632,0.767003953457,0.30614221096,-16.0,-15.6990880966
1531943838584434578,2581,1531943838583505981,,5,65528,40.5914654,-79.89959,380.350006104,15.9975500107,-0.279970020056,1.99342127935e-15,18.0788097382,0.76007682085,0.249007701874,-16.0,-15.5553646088
1531943838619794183,2582,1531943838618608214,,5,65528,40.5914654,-79.89959,380.350006104,15.9975500107,-0.279970020056,1.99342127935e-15,18.065076828,0.747936606407,0.215539425611,-16.0,-15.5553646088
1531943838717859719,2583,1531943838715915775,,5,65528,40.5914654,-79.89959,380.350006104,15.9975500107,-0.279970020056,1.99342127935e-15,18.0351295471,0.670451700687,0.171053141356,-15.9899997711,-15.4972896576
1531943838798035423,2584,1531943838797676131,,5,65528,40.5914654,-79.89959,380.350006104,15.9975500107,-0.279970020056,1.99342127935e-15,18.0204544067,0.598371326923,0.198991045356,-15.9899997711,-15.4812698364
1531943838824058149,2585,1531943838823819752,,5,65528,40.5914654,-79.89959,380.350006104,15.9975500107,-0.279970020056,1.99342127935e-15,18.0227184296,0.578161239624,0.230414643884,-15.9899997711,-15.4812698364
1531943838897979816,2586,1531943838897586413,,5,65528,40.5914654,-79.89959,380.350006104,15.964682579,-1.06249594688,2.08522797872e-15,17.9991264343,0.527534782887,0.268818944693,-15.9899997711,-15.5282793045
1531943838964162057,2587,1531943838963741774,,5,65528,40.5914654,-79.89959,380.350006104,15.964682579,-1.06249594688,2.08522797872e-15,17.9808063507,0.459032744169,0.309019893408,-15.9899997711,-15.5282793045
1531943839019066195,2588,1531943839018025951,,5,65528,40.5914654,-79.89959,380.350006104,15.964682579,-1.06249594688,2.08522797872e-15,17.9763851166,0.393503844738,0.338622391224,-15.9899997711,-15.4743680954
1531943839079614617,2589,1531943839078188874,,5,65528,40.5914654,-79.89959,380.350006104,15.964682579,-1.06249594688,2.08522797872e-15,17.9659862518,0.348626732826,0.373270690441,-15.9899997711,-15.4743680954
1531943839136507596,2590,1531943839134570883,,5,65528,40.5914654,-79.89959,380.350006104,15.9088554382,-1.70538306236,2.15712207062e-15,17.9483776093,0.219012215734,0.470308721066,-15.9899997711,-15.5077476501
1531943839213385389,2591,1531943839211986878,,5,65528,40.5914654,-79.89959,380.350006104,15.9088554382,-1.70538306236,2.15712207062e-15,17.9445457458,0.12417832762,0.508807778358,-16.0,-15.7904291153
1531943839233993621,2592,1531943839233689304,,5,65528,40.5914654,-79.89959,380.350006104,15.9088554382,-1.70538306236,2.15712207062e-15,17.9393844604,0.0624735765159,0.549381613731,-16.0,-15.7904291153
1531943839301128844,2593,1531943839297981874,,5,65528,40.5914654,-79.89959,380.350006104,15.7202835083,-2.97870612144,2.28996576757e-15,17.9414672852,-0.0198427829891,0.542571306229,-16.0,-16.0467395782
1531943839375757576,2594,1531943839375217327,,5,65528,40.5914654,-79.89959,380.350006104,15.7202835083,-2.97870612144,2.28996576757e-15,17.9460163116,-0.102493815124,0.423610925674,-16.0,-16.0467395782
1531943839415326955,2595,1531943839413897181,,5,65528,40.5914654,-79.89959,380.350006104,15.7202835083,-2.97870612144,2.28996576757e-15,17.9560546875,-0.165668740869,0.186787635088,-16.0,-16.0585231781
1531943839451712181,2596,1531943839450640834,,5,65528,40.5914654,-79.89959,380.350006104,15.7202835083,-2.97870612144,2.28996576757e-15,17.9427566528,-0.176375463605,0.116879597306,-16.0,-16.0585231781
1531943839544113147,2597,1531943839542969833,,5,65528,40.5914654,-79.89959,380.350006104,15.4948444366,-3.98870706558,2.38604685931e-15,17.937122345,-0.226514086127,-0.181139141321,-16.0,-15.8623313904
1531943839647107170,2598,1531943839645464918,,5,65528,40.5914654,-79.89959,380.350006104,15.4948444366,-3.98870706558,2.38604685931e-15,17.936920166,-0.343520581722,-0.141099259257,-16.0,-15.7835454941
1531943839705039784,2599,1531943839704369552,,5,65528,40.5914654,-79.89959,380.350006104,15.4948444366,-3.98870706558,2.38604685931e-15,17.9252109528,-0.415134698153,-0.0227142758667,-16.0,-15.8843564987
1531943839742073994,2600,1531943839741795885,,5,65528,40.5914654,-79.89959,380.350006104,15.4948444366,-3.98870706558,2.38604685931e-15,17.9220275879,-0.461644649506,0.00248817633838,-16.0,-15.8843564987
1531943839827845376,2601,1531943839825499228,,5,65528,40.5914654,-79.89959,380.350006104,14.9903917313,-5.59358167648,2.52080971604e-15,17.9117717743,-0.543545246124,-0.0462726280093,-16.0,-16.0708827972
1531943839854697756,2602,1531943839851264742,,5,65528,40.5914654,-79.89959,380.350006104,14.9903917313,-5.59358167648,2.52080971604e-15,17.9013080597,-0.559857845306,-0.079229965806,-16.0,-16.0708827972
1531943839923613054,2603,1531943839923268418,,5,65528,40.5914654,-79.89959,380.350006104,14.9903917313,-5.59358167648,2.52080971604e-15,17.8922615051,-0.636551737785,-0.18782119453,-16.0,-16.0034332275
1531943839947688028,2604,1531943839947265249,,5,65528,40.5914654,-79.89959,380.350006104,14.9903917313,-5.59358167648,2.52080971604e-15,17.9034576416,-0.664444863796,-0.207564473152,-16.0,-16.0034332275
1531943839997377125,2605,1531943839996125908,,5,65528,40.5914654,-79.89959,380.350006104,14.9903917313,-5.59358167648,2.52080971604e-15,17.898973465,-0.733088195324,-0.267074763775,-16.0,-15.8928174973
1531943840034161930,2606,1531943840032761531,,5,65528,40.5914654,-79.89959,380.350006104,14.0510015488,-7.65306091309,2.65798108131e-15,17.9011592865,-0.792163729668,-0.301845997572,-16.0,-15.8928174973
1531943840134758224,2607,1531943840134015353,,5,65528,40.5914654,-79.89959,380.350006104,14.0510015488,-7.65306091309,2.65798108131e-15,17.9162063599,-0.998234331608,-0.34598621726,-15.9899997711,-15.8984127045
1531943840232845844,2608,1531943840232287131,,5,65528,40.5914654,-79.89959,380.350006104,14.0510015488,-7.65306091309,2.65798108131e-15,17.9068717957,-1.22011435032,-0.50742316246,-15.9899997711,-15.9000778198
1531943840330503549,2609,1531943840330100642,,5,65528,40.5914654,-79.89959,380.350006104,13.4744434357,-8.62782478333,2.70674722974e-15,17.8963088989,-1.44357442856,-0.5718703866,-15.9899997711,-15.8627538681
1531943840345902916,2610,1531943840343792158,,5,65528,40.5914654,-79.89959,380.350006104,13.4744434357,-8.62782478333,2.70674722974e-15,17.9035682678,-1.51678419113,-0.586602807045,-15.9899997711,-15.8627538681
1531943840418181215,2611,1531943840417746180,,5,65528,40.5914654,-79.89959,380.350006104,13.4744434357,-8.62782478333,2.70674722974e-15,17.9032993317,-1.77797281742,-0.61099755764,-15.9899997711,-15.9923391342
1531943840475032691,2612,1531943840473966432,,5,65528,40.5914654,-79.89959,380.350006104,13.4744434357,-8.62782478333,2.70674722974e-15,17.9029846191,-1.91062879562,-0.633015215397,-15.9899997711,-15.9923391342
1531943840516507648,2613,1531943840515963271,,5,65528,40.5914654,-79.89959,380.350006104,13.4744434357,-8.62782478333,2.70674722974e-15,17.8861427307,-2.11062097549,-0.665150403976,-15.9899997711,-16.0331916809
1531943840546118812,2614,1531943840545453444,,5,65528,40.5914654,-79.89959,380.350006104,13.4744434357,-8.62782478333,2.70674722974e-15,17.8954734802,-2.19001030922,-0.683552026749,-15.9899997711,-16.0331916809
1531943840606469126,2615,1531943840604739931,,5,65528,40.5914654,-79.89959,380.350006104,12.1220293045,-10.4430074692,2.76342001625e-15,17.8804225922,-2.42103552818,-0.68680280447,-15.9899997711,-16.0491294861
1531943840713888602,2616,1531943840712772743,,5,65528,40.5914654,-79.89959,380.350006104,12.1220293045,-10.4430074692,2.76342001625e-15,17.8644199371,-2.82433867455,-0.672176837921,-16.0,-16.1632843018
1531943840757518605,2617,1531943840756194301,,5,65528,40.5914654,-79.89959,380.350006104,12.1220293045,-10.4430074692,2.76342001625e-15,17.8574638367,-2.99137878418,-0.648275315762,-16.0,-16.1632843018
1531943840811065385,2618,1531943840810273298,,5,65528,40.5914654,-79.89959,380.350006104,12.1220293045,-10.4430074692,2.76342001625e-15,17.8535442352,-3.26239180565,-0.612225174904,-16.0,-16.293794632
1531943840908722354,2619,1531943840907862364,,5,65528,40.5914654,-79.89959,380.350006104,11.7448472977,-10.8654756546,2.76896605608e-15,17.8156967163,-3.70634961128,-0.5438991189,-16.0,-16.447309494
1531943840946507819,2620,1531943840945256347,,5,65528,40.5914654,-79.89959,380.350006104,11.7448472977,-10.8654756546,2.76896605608e-15,17.8003940582,-3.87835335732,-0.543006777763,-16.0,-16.447309494
1531943841017754867,2621,1531943841017360152,,5,65528,40.5914654,-79.89959,380.350006104,11.7448472977,-10.8654756546,2.76896605608e-15,17.7669391632,-4.14333343506,-0.523645758629,-16.0,-16.5022010803
1531943841042410955,2622,1531943841038672856,,5,65528,40.5914654,-79.89959,380.350006104,11.7448472977,-10.8654756546,2.76896605608e-15,17.7495803833,-4.32733154297,-0.525763988495,-16.0,-16.5022010803
1531943841081814194,2623,1531943841079834473,,5,65528,40.5914654,-79.89959,380.350006104,10.0939626694,-12.414182663,2.7564527927e-15,17.7318439484,-4.50109577179,-0.540296196938,-16.0,-16.5067443848
1531943841118902676,2624,1531943841114151021,,5,65528,40.5914654,-79.89959,380.350006104,10.0939626694,-12.414182663,2.7564527927e-15,17.7107372284,-4.67264795303,-0.552807629108,-16.0,-16.5067443848
1531943841206552696,2625,1531943841206095805,,5,65528,40.5914654,-79.89959,380.350006104,10.0939626694,-12.414182663,2.7564527927e-15,17.6666030884,-5.01297807693,-0.631814062595,-16.0,-16.5410423279
1531943841235426013,2626,1531943841234892068,,5,65528,40.5914654,-79.89959,380.350006104,10.0939626694,-12.414182663,2.7564527927e-15,17.6468143463,-5.1786441803,-0.692016661167,-16.0,-16.5410423279
1531943841331095201,2627,1531943841330811876,,5,65528,40.5914654,-79.89959,380.350006104,9.19052600861,-13.0971078873,2.72944794448e-15,17.5964736938,-5.53268861771,-0.82831287384,-16.0,-16.5393047333
1531943841393354613,2628,1531943841393036217,,5,65528,40.5914654,-79.89959,380.350006104,9.19052600861,-13.0971078873,2.72944794448e-15,17.5425491333,-5.90147256851,-0.974950909615,-16.0,-16.5663547516
1531943841442881922,2629,1531943841441365557,,5,65528,40.5914654,-79.89959,380.350006104,9.19052600861,-13.0971078873,2.72944794448e-15,17.5150699615,-6.07992506027,-1.0705126524,-16.0,-16.5663547516
1531943841469026120,2630,1531943841467103488,,5,65528,40.5914654,-79.89959,380.350006104,9.19052600861,-13.0971078873,2.72944794448e-15,17.4955501556,-6.15633106232,-1.11378896236,-16.0,-16.5663547516
1531943841499493435,2631,1531943841498813219,,5,65528,40.5914654,-79.89959,380.350006104,9.19052600861,-13.0971078873,2.72944794448e-15,17.4576854706,-6.35070466995,-1.19387161732,-16.0,-16.5190830231
1531943841568384384,2632,1531943841559926341,,5,65528,40.5914654,-79.89959,380.350006104,7.75051498413,-13.9974822998,2.66336155739e-15,17.3930835724,-6.66652154922,-1.28435575962,-16.0,-16.5190830231
1531943841614009020,2633,1531943841612792394,,5,65528,40.5914654,-79.89959,380.350006104,7.75051498413,-13.9974822998,2.66336155739e-15,17.3449325562,-6.89354991913,-1.31483542919,-16.0,-16.6497097015
1531943841642679011,2634,1531943841641574225,,5,65528,40.5914654,-79.89959,380.350006104,7.75051498413,-13.9974822998,2.66336155739e-15,17.2950057983,-7.12862491608,-1.34505581856,-16.0,-16.6497097015
1531943841723907284,2635,1531943841722746466,,5,65528,40.5914654,-79.89959,380.350006104,7.75051498413,-13.9974822998,2.66336155739e-15,17.1654129028,-7.64347171783,-1.35631871223,-16.0,-16.7813091278
1531943841741604608,2636,1531943841739583960,,5,65528,40.5914654,-79.89959,380.350006104,7.75051498413,-13.9974822998,2.66336155739e-15,17.1372947693,-7.75756835938,-1.37307274342,-16.0,-16.7813091278
1531943841839060110,2637,1531943841837939803,,5,65528,40.5914654,-79.89959,380.350006104,6.74095010757,-14.5106716156,2.60257313916e-15,16.9476261139,-8.43550205231,-1.38415694237,-16.0,-16.9541568756
1531943841925555679,2638,1531943841924188847,,5,65528,40.5914654,-79.89959,380.350006104,6.74095010757,-14.5106716156,2.60257313916e-15,16.7516174316,-8.99962997437,-1.33411288261,-16.0,-17.1732273102
1531943841955227035,2639,1531943841954894559,,5,65528,40.5914654,-79.89959,380.350006104,6.74095010757,-14.5106716156,2.60257313916e-15,16.6214351654,-9.37720584869,-1.23947000504,-16.0,-17.1732273102
1531943842018211719,2640,1531943842017797484,,5,65528,40.5914654,-79.89959,380.350006104,5.16793394089,-15.1424055099,2.48729924259e-15,16.4291801453,-9.87598896027,-1.11469304562,-16.0,-17.538187027
1531943842067462777,2641,1531943842066070345,,5,65528,40.5914654,-79.89959,380.350006104,5.16793394089,-15.1424055099,2.48729924259e-15,16.2854366302,-10.232170105,-1.02522325516,-16.0,-17.538187027
1531943842119241996,2642,1531943842116695851,,5,65528,40.5914654,-79.89959,380.350006104,5.16793394089,-15.1424055099,2.48729924259e-15,16.0281620026,-10.8110961914,-0.857965528965,-15.9899997711,-17.8903007507
1531943842171827862,2643,1531943842171467418,,5,65528,40.5914654,-79.89959,380.350006104,5.16793394089,-15.1424055099,2.48729924259e-15,15.7480506897,-11.3995571136,-0.688591361046,-15.9899997711,-18.2282886505
1531943842226706340,2644,1531943842226086188,,5,65528,40.5914654,-79.89959,380.350006104,5.16793394089,-15.1424055099,2.48729924259e-15,15.5843238831,-11.7029857635,-0.658726215363,-15.9899997711,-18.2282886505
1531943842267395357,2645,1531943842267023905,,5,65528,40.5914654,-79.89959,380.350006104,5.16793394089,-15.1424055099,2.48729924259e-15,15.4166116714,-11.978767395,-0.641297340393,-15.9899997711,-18.2282886505
1531943842324436753,2646,1531943842322642055,,5,65528,40.5914654,-79.89959,380.350006104,3.11829900742,-15.693189621,2.30374291945e-15,15.1729850769,-12.4111213684,-0.610212266445,-15.9899997711,-18.3825893402
1531943842347795705,2647,1531943842345044410,,5,65528,40.5914654,-79.89959,380.350006104,3.11829900742,-15.693189621,2.30374291945e-15,15.086016655,-12.5419006348,-0.609404683113,-15.9899997711,-18.3825893402
1531943842437063307,2648,1531943842436703088,,5,65528,40.5914654,-79.89959,380.350006104,3.11829900742,-15.693189621,2.30374291945e-15,14.7351493835,-13.1276378632,-0.777412474155,-15.9899997711,-18.2927455902
1531943842578473197,2649,1531943842577678678,,5,65528,40.5914654,-79.89959,380.350006104,1.81253504753,-15.8970031738,2.16879289743e-15,14.3612184525,-13.6890106201,-1.12519276142,-15.9899997711,-18.0715427399
1531943842603534112,2650,1531943842602535756,,5,65528,40.5914654,-79.89959,380.350006104,1.81253504753,-15.8970031738,2.16879289743e-15,14.2200889587,-13.8923044205,-1.22826516628,-16.0,-17.9270744324
1531943842645608712,2651,1531943842645099950,,5,65528,40.5914654,-79.89959,380.350006104,1.81253504753,-15.8970031738,2.16879289743e-15,14.0617818832,-14.1092329025,-1.31129622459,-16.0,-17.9270744324
1531943842688127946,2652,1531943842687787982,,5,65528,40.5914654,-79.89959,380.350006104,1.81253504753,-15.8970031738,2.16879289743e-15,13.8067836761,-14.4306297302,-1.40207707882,-16.0,-17.7548046112
1531943842767424468,2653,1531943842766562462,,5,65528,40.5914654,-79.89959,380.350006104,0.840991973877,-15.9778823853,2.05971817742e-15,13.5263710022,-14.7883682251,-1.50387573242,-16.0,-17.7548046112
1531943842795541187,2654,1531943842794315474,,5,65528,40.5914654,-79.89959,380.350006104,0.840991973877,-15.9778823853,2.05971817742e-15,13.3339748383,-15.0165348053,-1.5384554863,-16.0,-17.7295818329
1531943842856853732,2655,1531943842852365050,,5,65528,40.5914654,-79.89959,380.350006104,0.840991973877,-15.9778823853,2.05971817742e-15,13.119562149,-15.2551574707,-1.57957613468,-16.0,-17.7295818329
1531943842869260528,2656,1531943842868954643,,5,65528,40.5914654,-79.89959,380.350006104,0.840991973877,-15.9778823853,2.05971817742e-15,13.0030183792,-15.3755092621,-1.5882986784,-16.0,-17.7295818329
1531943842901395438,2657,1531943842900005247,,5,65528,40.5914654,-79.89959,380.350006104,0.840991973877,-15.9778823853,2.05971817742e-15,12.7756471634,-15.6185998917,-1.62304115295,-16.0,-17.7612228394
1531943842954742223,2658,1531943842954297524,,5,65528,40.5914654,-79.89959,380.350006104,0.840991973877,-15.9778823853,2.05971817742e-15,12.5413188934,-15.8555660248,-1.65578138828,-16.0,-17.7612228394
1531943843012026465,2659,1531943843010534003,,5,65528,40.5914654,-79.89959,380.350006104,0.603082001209,-15.9886302948,2.03189868621e-15,12.0404100418,-16.3329257965,-1.70565783978,-16.0,-17.8508625031
1531943843059018799,2660,1531943843058799921,,5,65528,40.5914654,-79.89959,380.350006104,0.603082001209,-15.9886302948,2.03189868621e-15,11.7615365982,-16.5786247253,-1.69063043594,-16.0,-17.8508625031
1531943843124026757,2661,1531943843123100656,,5,65528,40.5914654,-79.89959,380.350006104,0.603082001209,-15.9886302948,2.03189868621e-15,11.4577789307,-16.8371105194,-1.66506636143,-16.0,-18.0462379456
1531943843150630023,2662,1531943843150483849,,5,65528,40.5914654,-79.89959,380.350006104,0.603082001209,-15.9886302948,2.03189868621e-15,11.1311779022,-17.0913829803,-1.60895597935,-16.0,-18.0462379456
1531943843211862794,2663,1531943843211207858,,5,65528,40.5914654,-79.89959,380.350006104,0.603082001209,-15.9886302948,2.03189868621e-15,10.6441507339,-17.4600601196,-1.5490680933,-16.0,-18.2928009033
1531943843236063465,2664,1531943843235696461,,5,65528,40.5914654,-79.89959,380.350006104,0.603082001209,-15.9886302948,2.03189868621e-15,10.3328456879,-17.6783027649,-1.5271217823,-16.0,-18.2928009033
1531943843298903993,2665,1531943843298570845,,5,65528,40.5914654,-79.89959,380.350006104,0.070669002831,-15.9998435974,1.96807015095e-15,9.80963230133,-18.0114898682,-1.45489490032,-15.9899997711,-18.4387989044
1531943843355710002,2666,1531943843355270423,,5,65528,40.5914654,-79.89959,380.350006104,0.070669002831,-15.9998435974,1.96807015095e-15,9.26125240326,-18.3348484039,-1.35507881641,-15.9899997711,-18.4387989044
1531943843402776671,2667,1531943843399440071,,5,65528,40.5914654,-79.89959,380.350006104,0.070669002831,-15.9998435974,1.96807015095e-15,8.89395427704,-18.5374164581,-1.28576254845,-15.9899997711,-18.7239894867
1531943843439649318,2668,1531943843438219223,,5,65528,40.5914654,-79.89959,380.350006104,0.070669002831,-15.9998435974,1.96807015095e-15,8.51939201355,-18.7353057861,-1.22193598747,-15.9899997711,-18.7239894867
1531943843528081764,2669,1531943843527091600,,5,65528,40.5914654,-79.89959,380.350006104,0.00552899995818,-15.9999990463,1.96011185959e-15,7.7659444809,-19.0924911499,-1.05734229088,-15.9899997711,-18.9323730469
1531943843554925539,2670,1531943843554515912,,5,65528,40.5914654,-79.89959,380.350006104,0.00552899995818,-15.9999990463,1.96011185959e-15,7.34323167801,-19.2690525055,-0.927119970322,-16.0,-19.1261253357
1531943843615249393,2671,1531943843614704760,,5,65528,40.5914654,-79.89959,380.350006104,0.00552899995818,-15.9999990463,1.96011185959e-15,6.68759679794,-19.531835556,-0.673538148403,-16.0,-19.1261253357
1531943843662514204,2672,1531943843660826544,,5,65528,40.5914654,-79.89959,380.350006104,0.00552899995818,-15.9999990463,1.96011185959e-15,6.45292043686,-19.6127033234,-0.569737434387,-16.0,-19.1261253357
1531943843739907422,2673,1531943843739114471,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,5.38508367538,-19.9733104706,-0.147255718708,-16.0,-19.4841060638
1531943843843826275,2674,1531943843841789371,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,4.35600709915,-20.226732254,0.219523653388,-16.0,-19.6023216248
1531943843914815634,2675,1531943843910449446,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,3.81071853638,-20.3420791626,0.320581883192,-16.0,-19.6038513184
1531943843949604338,2676,1531943843948994137,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,3.45321965218,-20.3920974731,0.382335573435,-16.0,-19.6038513184
1531943844004784957,2677,1531943843997526260,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,2.9534060955,-20.4472751617,0.402452796698,-16.0,-19.3493118286
1531943844062624587,2678,1531943844052429765,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,2.65425825119,-20.4577865601,0.381843745708,-16.0,-19.3493118286
1531943844128019838,2679,1531943844127667298,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,2.15206861496,-20.4681797028,0.214657902718,-16.0,-18.8587818146
1531943844149891257,2680,1531943844149159970,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,2.02260804176,-20.4541168213,0.193889960647,-16.0,-18.8587818146
1531943844218715907,2681,1531943844218003372,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,1.53875124454,-20.4065437317,0.0672426149249,-16.0,-18.3630638123
1531943844247450892,2682,1531943844245480452,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,1.43209218979,-20.3956489563,0.0325016714633,-16.0,-18.3630638123
1531943844325198476,2683,1531943844323088805,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,0.9119130373,-20.331867218,-0.0398513488472,-16.0,-18.0129623413
1531943844413362927,2684,1531943844412407835,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,0.349812865257,-20.2273654938,-0.0149271022528,-16.0,-17.7310619354
1531943844444004993,2685,1531943844442891119,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,0.0683504492044,-20.1821250916,0.0221427679062,-16.0,-17.7310619354
1531943844491316396,2686,1531943844491044880,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-0.355862289667,-20.1022052765,0.0751855447888,-16.0,-17.7489681244
1531943844526454857,2687,1531943844524193092,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-0.489456981421,-20.0692062378,0.0811865478754,-16.0,-17.7489681244
1531943844590390190,2688,1531943844590066577,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-0.956831395626,-19.9305820465,0.0973836779594,-16.0,-17.6128330231
1531943844648675254,2689,1531943844646983434,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-1.1882352829,-19.860502243,0.113017857075,-16.0,-17.6128330231
1531943844699636213,2690,1531943844698315973,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-1.5373570919,-19.7579917908,0.183559417725,-16.0,-17.5295791626
1531943844722054186,2691,1531943844718803568,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-1.65093684196,-19.7137413025,0.226629063487,-16.0,-17.5295791626
1531943844767575818,2692,1531943844766785875,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-2.00929737091,-19.581451416,0.388039112091,-16.0,-17.5377788544
1531943844827805755,2693,1531943844825837362,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-2.22727942467,-19.492647171,0.495549649,-16.0,-17.5377788544
1531943844859944571,2694,1531943844853228971,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-2.3291053772,-19.4415283203,0.543006420135,-16.0,-17.5377788544
1531943844928440841,2695,1531943844926844412,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-2.73000121117,-19.2663555145,0.812739253044,-16.0,-17.6473407745
1531943844958985309,2696,1531943844956841654,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-2.91921234131,-19.1621074677,0.996814668179,-16.0,-17.6473407745
1531943845022942209,2697,1531943845021174967,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.17173361778,-19.0243797302,1.23315095901,-16.0,-17.7546825409
1531943845051948552,2698,1531943845048991371,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.23790240288,-18.9676876068,1.31572818756,-16.0,-17.7546825409
1531943845121701961,2699,1531943845120862963,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.48114776611,-18.784412384,1.58289694786,-16.0,-17.8338623047
1531943845173399104,2700,1531943845173099172,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.60767531395,-18.6465740204,1.72150564194,-16.0,-17.734796524
1531943845206251769,2701,1531943845205997436,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.63149952888,-18.5946483612,1.76616704464,-16.0,-17.734796524
1531943845240936252,2702,1531943845237167784,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.6833615303,-18.5114631653,1.82229244709,-16.0,-17.734796524
1531943845355833250,2703,1531943845353099139,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.77705097198,-18.3206233978,1.88342237473,-16.0,-17.4840564728
1531943845406738980,2704,1531943845406214570,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.80898785591,-18.2111797333,1.85189378262,-16.0,-17.15650177
1531943845464600850,2705,1531943845464277782,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.81107831001,-18.1369495392,1.8623906374,-16.0,-17.15650177
1531943845542804526,2706,1531943845542279732,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.80121564865,-17.9679660797,1.85113132,-16.0,-16.7687511444
1531943845614565879,2707,1531943845610550023,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.77117133141,-17.86287117,1.82764363289,-16.0,-16.61095047
1531943845648938109,2708,1531943845647603117,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.74044084549,-17.8073310852,1.809669137,-16.0,-16.61095047
1531943845728209453,2709,1531943845727818705,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.67564320564,-17.6994056702,1.69657111168,-16.0,-16.244178772
1531943845757686349,2710,1531943845757057205,,5,65528,40.5914654,-79.89959,380.350006104,-6.00000021578e-06,-16.0,1.95943422935e-15,-3.64133024216,-17.6432857513,1.62287724018,-16.0,-16.244178772
