%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1531943824332942489,660,1531943824332260193,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824353106751,661,1531943824352367848,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824373170790,662,1531943824372642892,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824391868862,663,1531943824390820619,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824410087643,664,1531943824409718912,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824431819150,665,1531943824431439154,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824452818665,666,1531943824452419822,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824472442933,667,1531943824471946236,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824499655044,668,1531943824499193449,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824509280460,669,1531943824508917809,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824529555153,670,1531943824528578525,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824550294223,671,1531943824549959699,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824571238731,672,1531943824570799953,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824592752864,673,1531943824592170343,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824616564056,674,1531943824616197661,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824628882912,675,1531943824628553476,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824652230558,676,1531943824651221546,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824671177107,677,1531943824670777464,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824692359756,678,1531943824691835282,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824710960805,679,1531943824709747732,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824730468691,680,1531943824730113527,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824754502984,681,1531943824753971727,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824771881809,682,1531943824770993340,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824792902636,683,1531943824792474833,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824813837288,684,1531943824813120689,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824828330452,685,1531943824828036088,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824852267339,686,1531943824851888719,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824875028848,687,1531943824874169819,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824892010941,688,1531943824891073929,1,1,1472,-103.972623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824901260203,689,1531943824900443605,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824929673450,690,1531943824929071569,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824950037005,691,1531943824949636946,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824971848574,692,1531943824970994569,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943824993185846,693,1531943824992845370,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825010404320,694,1531943825010063204,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825033180902,695,1531943825032393296,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825053564649,696,1531943825053150607,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825069714337,697,1531943825069189064,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825099524240,698,1531943825092340745,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825109584659,699,1531943825109173113,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825130534096,700,1531943825130121845,1,1,1472,-100.772623,199.99995,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825140853296,701,1531943825140500629,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825173111233,702,1531943825172751909,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825197279669,703,1531943825196913658,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825211947904,704,1531943825211387878,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825231584268,705,1531943825231086994,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825254132949,706,1531943825253746490,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825274562712,707,1531943825274019743,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825292570265,708,1531943825291983392,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825317825440,709,1531943825317067273,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825329686125,710,1531943825329202131,1,1,1472,-97.572623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825340864547,711,1531943825340438472,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825361104456,712,1531943825360471408,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825381024465,713,1531943825380491512,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825401312054,714,1531943825400540223,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825420853316,715,1531943825420420873,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825441004682,716,1531943825440569104,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825461244112,717,1531943825460494649,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825481212792,718,1531943825480644991,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825502822029,719,1531943825500658215,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825522047998,720,1531943825520697871,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825541013107,721,1531943825540550745,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825561376663,722,1531943825560627489,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825582688303,723,1531943825580688072,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825603026483,724,1531943825600811151,1,1,1472,-95.972623,199.999951,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825621980073,725,1531943825621240594,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825641836819,726,1531943825640449124,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825661918650,727,1531943825660534347,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825681724421,728,1531943825680578995,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825702465380,729,1531943825700599483,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825722063601,730,1531943825720494596,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825741436513,731,1531943825740461773,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825760929199,732,1531943825760492149,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825781333075,733,1531943825780591612,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825801273788,734,1531943825800585924,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825821031079,735,1531943825820497838,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825841565449,736,1531943825840525302,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825861132374,737,1531943825860470974,1,1,1472,-89.572623,199.999952,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825881052096,738,1531943825880587813,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825901214630,739,1531943825900544814,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825922309632,740,1531943825920490007,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825941113560,741,1531943825940469984,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825961984181,742,1531943825960520423,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943825980999913,743,1531943825980543887,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826001415885,744,1531943826000595863,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826021330198,745,1531943826020519136,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826041216161,746,1531943826040596744,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826062635224,747,1531943826060661104,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826081671213,748,1531943826080528123,1,1,1472,-87.972623,199.999953,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826101904210,749,1531943826100625890,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826122323350,750,1531943826120531244,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826140849617,751,1531943826140454902,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826160903001,752,1531943826160492830,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826180939458,753,1531943826180527975,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826201685889,754,1531943826200592655,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826221420941,755,1531943826220537048,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826240982907,756,1531943826240486081,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826261531997,757,1531943826260589033,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826281171243,758,1531943826280660753,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826301856235,759,1531943826300661594,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826321487480,760,1531943826320511236,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826341314051,761,1531943826340498285,1,1,1472,-81.572623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826361411723,762,1531943826360539286,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826381226934,763,1531943826380607805,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826403986845,764,1531943826400563143,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826424795771,765,1531943826420489809,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826441491981,766,1531943826440491353,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826460966524,767,1531943826460490882,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826481002213,768,1531943826480520363,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826501078476,769,1531943826500546547,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826526482706,770,1531943826520585755,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826541698582,771,1531943826540515013,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826561214725,772,1531943826560554317,1,1,1472,-79.972623,199.999954,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826581131247,773,1531943826580604885,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826601190487,774,1531943826600617342,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826621221567,775,1531943826620515272,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826641200616,776,1531943826640593648,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826664361674,777,1531943826660878293,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826681788243,778,1531943826680607777,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826701667549,779,1531943826701127204,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826721029774,780,1531943826720558931,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826741307283,781,1531943826740710970,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826761855701,782,1531943826760669764,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826781218022,783,1531943826780547278,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826801565642,784,1531943826800553911,1,1,1472,-73.572623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826821227191,785,1531943826820652702,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826840832165,786,1531943826840457481,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826861344807,787,1531943826860527313,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826882661472,788,1531943826880845686,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826901060764,789,1531943826900595522,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826921370241,790,1531943826920637738,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826941542856,791,1531943826940599508,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826961394259,792,1531943826960666428,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943826984553812,793,1531943826981194910,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827001604354,794,1531943827000830667,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827021115825,795,1531943827020473465,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827040825406,796,1531943827040479586,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827064019872,797,1531943827060561962,1,1,1472,-71.972623,199.999955,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827080893072,798,1531943827080487701,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827100909657,799,1531943827100530077,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827121679832,800,1531943827120528839,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827140991370,801,1531943827140462129,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827161159377,802,1531943827160569849,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827181875250,803,1531943827180649633,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827201229475,804,1531943827200596011,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827222425534,805,1531943827220887889,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827241215382,806,1531943827240526815,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827261628538,807,1531943827260597799,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827281255432,808,1531943827280541425,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827301188178,809,1531943827300527770,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827322200719,810,1531943827320556323,1,1,1472,-65.572623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827340947304,811,1531943827340493645,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827360868722,812,1531943827360470327,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827380975866,813,1531943827380501952,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827401268544,814,1531943827400595880,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827421467015,815,1531943827420626257,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827441777932,816,1531943827440558651,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827461098718,817,1531943827460606500,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827480991912,818,1531943827480545326,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827501354029,819,1531943827500565079,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827521218712,820,1531943827520513761,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827541790811,821,1531943827540831302,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827561391401,822,1531943827560598323,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827581295155,823,1531943827580604604,1,1,1472,-63.972623,199.999957,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827601888405,824,1531943827600561606,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827622714996,825,1531943827620488144,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827642208132,826,1531943827640455674,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827663072163,827,1531943827660496322,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827680873479,828,1531943827680494668,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827700958863,829,1531943827700525973,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827721636976,830,1531943827720587037,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827741046977,831,1531943827740508903,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827760985163,832,1531943827760470961,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827780996340,833,1531943827780532250,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827802420396,834,1531943827800661185,1,1,1472,-57.572623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827820840361,835,1531943827820478733,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827840872594,836,1531943827840439287,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827861852527,837,1531943827860593470,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827880969923,838,1531943827880507753,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827904077062,839,1531943827900550801,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827921695437,840,1531943827920542171,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827941120957,841,1531943827940564996,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827961692447,842,1531943827960655564,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943827981456459,843,1531943827980543895,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943828001110137,844,1531943828000548512,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943828021635196,845,1531943828020550250,1,1,1472,-55.972623,199.999958,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
1531943828040935087,846,1531943828040453717,1,1,1472,-51.172623,199.999959,50.0,16.0,3e-06,-0.0,0.0,0.0,0.0,0.0,0.0
