%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1531943855765255402,2759,1531943855764214423,base_link,56.51,0.0
1531943855864385282,2760,1531943855864055462,base_link,56.5,0.0
1531943855973319622,2761,1531943855971918327,base_link,56.5,0.0
1531943856069986268,2762,1531943856069397027,base_link,56.48,0.0
1531943856170272327,2763,1531943856170033162,base_link,56.48,0.0
1531943856313575356,2764,1531943856306929386,base_link,56.47,0.0
1531943856373829500,2765,1531943856373016485,base_link,56.47,0.0
1531943856456616276,2766,1531943856456216793,base_link,56.47,0.0
1531943856564559238,2767,1531943856559234276,base_link,56.46,0.0
1531943856667751536,2768,1531943856667294229,base_link,56.45,0.0
1531943856762142688,2769,1531943856760912847,base_link,56.45,0.0
1531943856890730017,2770,1531943856890388197,base_link,56.43,0.0
1531943856976842482,2771,1531943856976488279,base_link,56.43,0.0
1531943857097584721,2772,1531943857097023256,base_link,56.42,0.0
1531943857158202734,2773,1531943857157558325,base_link,56.42,0.0
1531943857251105618,2774,1531943857250903988,base_link,56.41,0.0
1531943857367616482,2775,1531943857366922858,base_link,56.41,0.0
1531943857465762537,2776,1531943857464249467,base_link,56.4,0.0
1531943857553727399,2777,1531943857553444522,base_link,56.4,0.0
1531943857675491482,2778,1531943857674979104,base_link,56.39,0.0
1531943857769887629,2779,1531943857769519793,base_link,56.39,0.0
1531943857889298236,2780,1531943857888922784,base_link,56.37,0.0
1531943857974850229,2781,1531943857974347355,base_link,56.37,0.0
1531943858106493783,2782,1531943858106173723,base_link,56.36,0.0
1531943858180678775,2783,1531943858180381595,base_link,56.35,0.0
1531943858265129823,2784,1531943858264542918,base_link,56.35,0.0
1531943858380273058,2785,1531943858379726024,base_link,56.34,0.0
1531943858451184616,2786,1531943858450984010,base_link,56.34,0.0
1531943858570042207,2787,1531943858569795906,base_link,56.34,0.0
1531943858720458375,2788,1531943858716923632,base_link,56.33,0.0
1531943858755296433,2789,1531943858754642457,base_link,56.33,0.0
1531943858873656655,2790,1531943858873100853,base_link,56.31,0.0
1531943858975935591,2791,1531943858975259759,base_link,56.31,0.0
1531943859055874181,2792,1531943859055584968,base_link,56.31,0.0
1531943859165642600,2793,1531943859159197107,base_link,56.3,0.0
1531943859293718743,2794,1531943859292934176,base_link,56.29,0.0
1531943859350189958,2795,1531943859349805642,base_link,56.29,0.0
1531943859472629462,2796,1531943859472297402,base_link,56.28,0.0
1531943859556003628,2797,1531943859554806042,base_link,56.28,0.0
1531943859668927339,2798,1531943859668665358,base_link,56.27,0.0
1531943859759095794,2799,1531943859758888532,base_link,56.27,0.0
1531943859895305282,2800,1531943859895026661,base_link,56.26,0.0
1531943859978884534,2801,1531943859978106591,base_link,56.26,0.0
1531943860073475563,2802,1531943860073155087,base_link,56.24,0.0
1531943860200877028,2803,1531943860200468424,base_link,56.24,0.0
1531943860257883214,2804,1531943860257331348,base_link,56.24,0.0
1531943860391743995,2805,1531943860390892069,base_link,56.23,0.0
1531943860456702697,2806,1531943860456427116,base_link,56.23,0.0
1531943860582769169,2807,1531943860582220312,base_link,56.22,0.0
1531943860679012852,2808,1531943860678242941,base_link,56.21,0.0
1531943860764358901,2809,1531943860762881286,base_link,56.21,0.0
1531943860853967876,2810,1531943860853684615,base_link,56.21,0.0
1531943860956352607,2811,1531943860955948740,base_link,56.2,0.0
1531943861090320910,2812,1531943861085424038,base_link,56.19,0.0
1531943861153109366,2813,1531943861152798105,base_link,56.19,0.0
1531943861265493407,2814,1531943861264655241,base_link,56.19,0.0
1531943861349531857,2815,1531943861348445534,base_link,56.18,0.0
1531943861458754816,2816,1531943861458499619,base_link,56.17,0.0
1531943861559545295,2817,1531943861559044309,base_link,56.17,0.0
1531943861660547741,2818,1531943861660037443,base_link,56.16,0.0
1531943861758121938,2819,1531943861757509273,base_link,56.16,0.0
1531943861827957513,2820,1531943861827666700,base_link,56.16,0.0
1531943861952374663,2821,1531943861947709213,base_link,56.15,0.0
1531943862074441857,2822,1531943862074237412,base_link,56.14,0.0
1531943862143694304,2823,1531943862142596781,base_link,56.14,0.0
1531943862254494110,2824,1531943862253817606,base_link,56.13,0.0
1531943862369819240,2825,1531943862369472876,base_link,56.12,0.0
1531943862440235225,2826,1531943862439869181,base_link,56.12,0.0
1531943862558700350,2827,1531943862558414241,base_link,56.12,0.0
1531943862664267225,2828,1531943862663021703,base_link,56.11,0.0
1531943862776550405,2829,1531943862776293672,base_link,56.11,0.0
1531943862890252770,2830,1531943862889987589,base_link,56.1,0.0
1531943862972517418,2831,1531943862972101519,base_link,56.1,0.0
1531943863055860135,2832,1531943863055542730,base_link,56.09,0.0
1531943863156841240,2833,1531943863156499036,base_link,56.08,0.0
1531943863263680166,2834,1531943863262969966,base_link,56.07,0.0
1531943863372410046,2835,1531943863372203904,base_link,56.07,0.0
1531943863484972585,2836,1531943863484533614,base_link,56.06,0.0
1531943863571658112,2837,1531943863571418147,base_link,56.06,0.0
1531943863678560237,2838,1531943863678100178,base_link,56.05,0.0
1531943863767269068,2839,1531943863766716627,base_link,56.04,0.0
1531943863873429890,2840,1531943863870148168,base_link,56.04,0.0
1531943863945093510,2841,1531943863943563160,base_link,56.04,0.0
1531943864063696557,2842,1531943864063410800,base_link,56.04,0.0
1531943864152295599,2843,1531943864151908660,base_link,56.03,0.0
1531943864289104677,2844,1531943864287593047,base_link,56.02,0.0
1531943864375884988,2845,1531943864375658591,base_link,56.01,0.0
1531943864454592113,2846,1531943864454231669,base_link,56.01,0.0
1531943864549402091,2847,1531943864549110734,base_link,56.01,0.0
1531943864678969045,2848,1531943864677700739,base_link,56.0,0.0
1531943864767777588,2849,1531943864767558327,base_link,55.99,0.0
1531943864857295340,2850,1531943864856668947,base_link,55.99,0.0
1531943864971186090,2851,1531943864970870190,base_link,55.98,0.0
1531943865058701786,2852,1531943865058248159,base_link,55.98,0.0
1531943865148971275,2853,1531943865148770285,base_link,55.97,0.0
1531943865285616869,2854,1531943865285261353,base_link,55.97,0.0
1531943865354510156,2855,1531943865354160336,base_link,55.97,0.0
1531943865451807755,2856,1531943865451475439,base_link,55.96,0.0
1531943865570753266,2857,1531943865570416342,base_link,55.95,0.0
1531943865681089467,2858,1531943865680407843,base_link,55.94,0.0
1531943865789065184,2859,1531943865788876642,base_link,55.94,0.0
1531943865879982185,2860,1531943865879561486,base_link,55.93,0.0
1531943865971291790,2861,1531943865970984177,base_link,55.93,0.0
1531943866074369548,2862,1531943866074094799,base_link,55.93,0.0
1531943866193609809,2863,1531943866192633436,base_link,55.92,0.0
1531943866253304707,2864,1531943866252445389,base_link,55.92,0.0
1531943866354435000,2865,1531943866354230139,base_link,55.91,0.0
1531943866479024352,2866,1531943866478594373,base_link,55.91,0.0
1531943866556828929,2867,1531943866556573252,base_link,55.91,0.0
1531943866645469702,2868,1531943866645004428,base_link,55.9,0.0
1531943866819715347,2869,1531943866819278104,base_link,55.89,0.0
1531943866860483582,2870,1531943866859622312,base_link,55.89,0.0
1531943866953727727,2871,1531943866953502449,base_link,55.88,0.0
1531943867068943107,2872,1531943867068661830,base_link,55.87,0.0
1531943867195175322,2873,1531943867194955101,base_link,55.87,0.0
1531943867259111197,2874,1531943867258868479,base_link,55.87,0.0
1531943867338666827,2875,1531943867338467758,base_link,55.86,0.0
1531943867437321791,2876,1531943867436976963,base_link,55.85,0.0
1531943867567326219,2877,1531943867567144397,base_link,55.85,0.0
1531943867672051545,2878,1531943867671777756,base_link,55.84,0.0
1531943867768856034,2879,1531943867768555877,base_link,55.84,0.0
1531943867876824715,2880,1531943867875619160,base_link,55.83,0.0
1531943867968303249,2881,1531943867968082419,base_link,55.82,0.0
1531943868062405433,2882,1531943868062124573,base_link,55.82,0.0
1531943868167228328,2883,1531943868166978123,base_link,55.82,0.0
1531943868306374509,2884,1531943868306111120,base_link,55.81,0.0
1531943868367414225,2885,1531943868367166292,base_link,55.81,0.0
1531943868455661406,2886,1531943868453650389,base_link,55.81,0.0
1531943868548041211,2887,1531943868547783966,base_link,55.8,0.0
1531943868652686443,2888,1531943868651859413,base_link,55.8,0.0
1531943868781485095,2889,1531943868780900365,base_link,55.79,0.0
1531943868871664765,2890,1531943868869735827,base_link,55.79,0.0
1531943868952593085,2891,1531943868952273665,base_link,55.78,0.0
1531943869075859962,2892,1531943869075308800,base_link,55.77,0.0
1531943869168981424,2893,1531943869167845437,base_link,55.77,0.0
1531943869269730095,2894,1531943869269388819,base_link,55.76,0.0
1531943869398723691,2895,1531943869398420270,base_link,55.75,0.0
1531943869497096805,2896,1531943869496073073,base_link,55.75,0.0
1531943869551116987,2897,1531943869550629120,base_link,55.75,0.0
1531943869664830181,2898,1531943869663058202,base_link,55.75,0.0
1531943869775956206,2899,1531943869775654545,base_link,55.74,0.0
1531943869845452338,2900,1531943869845070455,base_link,55.74,0.0
1531943869960019379,2901,1531943869959756182,base_link,55.73,0.0
1531943870084379334,2902,1531943870083703053,base_link,55.72,0.0
1531943870143087335,2903,1531943870142878569,base_link,55.72,0.0
1531943870247168290,2904,1531943870246636840,base_link,55.72,0.0
1531943870379281276,2905,1531943870378316583,base_link,55.7,0.0
1531943870458497459,2906,1531943870458227574,base_link,55.7,0.0
1531943870571722181,2907,1531943870568693416,base_link,55.7,0.0
1531943870656047842,2908,1531943870655704550,base_link,55.7,0.0
1531943870757245790,2909,1531943870756995329,base_link,55.69,0.0
1531943870857351206,2910,1531943870857102953,base_link,55.68,0.0
1531943870956086206,2911,1531943870955757986,base_link,55.68,0.0
1531943871056874111,2912,1531943871056217991,base_link,55.67,0.0
1531943871148633289,2913,1531943871145020850,base_link,55.67,0.0
1531943871286199879,2914,1531943871285797068,base_link,55.66,0.0
1531943871366119576,2915,1531943871365678653,base_link,55.66,0.0
1531943871461433113,2916,1531943871460525923,base_link,55.65,0.0
1531943871559193469,2917,1531943871558859457,base_link,55.65,0.0
1531943871675822507,2918,1531943871675550830,base_link,55.65,0.0
1531943871768018319,2919,1531943871767545813,base_link,55.64,0.0
1531943871860786637,2920,1531943871860389618,base_link,55.64,0.0
1531943872000643346,2921,1531943871994878292,base_link,55.63,0.0
1531943872064861494,2922,1531943872063861314,base_link,55.63,0.0
1531943872150451112,2923,1531943872150237546,base_link,55.62,0.0
1531943872260459235,2924,1531943872258311739,base_link,55.61,0.0
1531943872349825225,2925,1531943872349251888,base_link,55.61,0.0
1531943872453948519,2926,1531943872453676650,base_link,55.61,0.0
1531943872636746310,2927,1531943872636427529,base_link,55.6,0.0
1531943872657568472,2928,1531943872657220220,base_link,55.6,0.0
1531943872756276436,2929,1531943872754007150,base_link,55.59,0.0
1531943872878846336,2930,1531943872877786893,base_link,55.59,0.0
1531943872973653033,2931,1531943872973348780,base_link,55.58,0.0
1531943873075983773,2932,1531943873075682944,base_link,55.57,0.0
1531943873206517072,2933,1531943873205846712,base_link,55.57,0.0
1531943873253138974,2934,1531943873252791010,base_link,55.57,0.0
1531943873378551787,2935,1531943873378307150,base_link,55.56,0.0
1531943873456933808,2936,1531943873456308791,base_link,55.56,0.0
1531943873584595204,2937,1531943873581585798,base_link,55.55,0.0
1531943873691113736,2938,1531943873690410256,base_link,55.55,0.0
1531943873775248268,2939,1531943873774485876,base_link,55.55,0.0
1531943873873460559,2940,1531943873872943924,base_link,55.54,0.0
1531943873966180112,2941,1531943873965735573,base_link,55.53,0.0
1531943874057373508,2942,1531943874057136679,base_link,55.53,0.0
1531943874150107207,2943,1531943874149810090,base_link,55.53,0.0
1531943874248228845,2944,1531943874247947600,base_link,55.52,0.0
1531943874405490259,2945,1531943874402988783,base_link,55.51,0.0
1531943874465320236,2946,1531943874464998735,base_link,55.51,0.0
1531943874549872556,2947,1531943874549602415,base_link,55.51,0.0
1531943874658211229,2948,1531943874657699203,base_link,55.5,0.0
1531943874745715260,2949,1531943874741407245,base_link,55.5,0.0
1531943874848155953,2950,1531943874845667949,base_link,55.49,0.0
1531943875032876928,2951,1531943875032353894,base_link,55.49,0.0
1531943875065433198,2952,1531943875065217521,base_link,55.49,0.0
1531943875156301960,2953,1531943875155593520,base_link,55.48,0.0
1531943875281926487,2954,1531943875280758949,base_link,55.47,0.0
1531943875373963716,2955,1531943875372449269,base_link,55.47,0.0
1531943875451140377,2956,1531943875450723389,base_link,55.47,0.0
1531943875622641504,2957,1531943875612301781,base_link,55.46,0.0
1531943875666897290,2958,1531943875666639437,base_link,55.45,0.0
1531943875776084084,2959,1531943875775810871,base_link,55.45,0.0
1531943875854817239,2960,1531943875854137823,base_link,55.45,0.0
1531943875964281662,2961,1531943875963240745,base_link,55.45,0.0
1531943876070387020,2962,1531943876069749523,base_link,55.44,0.0
1531943876188128215,2963,1531943876187684156,base_link,55.43,0.0
1531943876266989850,2964,1531943876265419916,base_link,55.43,0.0
1531943876361257839,2965,1531943876359836191,base_link,55.43,0.0
1531943876459331096,2966,1531943876458923453,base_link,55.43,0.0
1531943876567212307,2967,1531943876566831031,base_link,55.42,0.0
1531943876650398565,2968,1531943876650037161,base_link,55.42,0.0
1531943876750375417,2969,1531943876750075357,base_link,55.41,0.0
1531943876853540073,2970,1531943876850455884,base_link,55.41,0.0
1531943876964689727,2971,1531943876964443106,base_link,55.4,0.0
1531943877082324781,2972,1531943877080276644,base_link,55.39,0.0
1531943877152211383,2973,1531943877151938970,base_link,55.39,0.0
1531943877252483530,2974,1531943877252098638,base_link,55.39,0.0
1531943877353684946,2975,1531943877352509567,base_link,55.39,0.0
1531943877471757787,2976,1531943877471070403,base_link,55.38,0.0
1531943877576941046,2977,1531943877576711513,base_link,55.37,0.0
1531943877669155588,2978,1531943877668486252,base_link,55.37,0.0
1531943877756882884,2979,1531943877756059310,base_link,55.37,0.0
1531943877857157495,2980,1531943877856834907,base_link,55.37,0.0
1531943877970462902,2981,1531943877969938140,base_link,55.36,0.0
1531943878085409669,2982,1531943878084958314,base_link,55.35,0.0
1531943878153384709,2983,1531943878152457104,base_link,55.35,0.0
1531943878264239810,2984,1531943878263637961,base_link,55.35,0.0
1531943878374979072,2985,1531943878374621092,base_link,55.34,0.0
1531943878474298847,2986,1531943878473604135,base_link,55.33,0.0
1531943878608304726,2987,1531943878608044985,base_link,55.33,0.0
1531943878679995437,2988,1531943878679281877,base_link,55.32,0.0
1531943878797315585,2989,1531943878796714983,base_link,55.32,0.0
1531943878868355455,2990,1531943878865959514,base_link,55.32,0.0
1531943878960178418,2991,1531943878959196381,base_link,55.32,0.0
1531943879088902407,2992,1531943879088655434,base_link,55.3,0.0
1531943879164216150,2993,1531943879161616596,base_link,55.3,0.0
1531943879273076396,2994,1531943879272767631,base_link,55.3,0.0
1531943879370584481,2995,1531943879370306340,base_link,55.29,0.0
1531943879470009792,2996,1531943879469463750,base_link,55.29,0.0
1531943879570551635,2997,1531943879563395108,base_link,55.29,0.0
1531943879663790776,2998,1531943879662950242,base_link,55.28,0.0
1531943879766253910,2999,1531943879764428842,base_link,55.28,0.0
1531943879887835996,3000,1531943879887438016,base_link,55.27,0.0
1531943879983023307,3001,1531943879982329587,base_link,55.27,0.0
1531943880074284520,3002,1531943880074050986,base_link,55.27,0.0
1531943880161075223,3003,1531943880160408126,base_link,55.26,0.0
1531943880273755779,3004,1531943880271866968,base_link,55.26,0.0
1531943880367993374,3005,1531943880367299494,base_link,55.25,0.0
1531943880464349794,3006,1531943880463317421,base_link,55.25,0.0
1531943880573147513,3007,1531943880572398786,base_link,55.24,0.0
1531943880659171633,3008,1531943880658387162,base_link,55.24,0.0
1531943880755676403,3009,1531943880755421142,base_link,55.23,0.0
1531943880851675227,3010,1531943880851415422,base_link,55.23,0.0
1531943880967026601,3011,1531943880966455727,base_link,55.22,0.0
1531943881053240799,3012,1531943881052552839,base_link,55.22,0.0
1531943881197029807,3013,1531943881195075685,base_link,55.22,0.0
1531943881246634625,3014,1531943881246086440,base_link,55.22,0.0
1531943881354927456,3015,1531943881354430982,base_link,55.21,0.0
1531943881473100240,3016,1531943881472783988,base_link,55.2,0.0
1531943881594385565,3017,1531943881594042465,base_link,55.19,0.0
1531943881685089442,3018,1531943881684551688,base_link,55.19,0.0
1531943881766792779,3019,1531943881765865686,base_link,55.19,0.0
1531943881850615357,3020,1531943881844501858,base_link,55.19,0.0
1531943881962598611,3021,1531943881961749116,base_link,55.19,0.0
1531943882051630795,3022,1531943882050805492,base_link,55.18,0.0
1531943882208312045,3023,1531943882207927025,base_link,55.17,0.0
1531943882267753362,3024,1531943882267455573,base_link,55.17,0.0
1531943882365400746,3025,1531943882364811697,base_link,55.17,0.0
1531943882450800300,3026,1531943882450116948,base_link,55.16,0.0
1531943882562715940,3027,1531943882561760463,base_link,55.16,0.0
1531943882683401082,3028,1531943882682918495,base_link,55.14,0.0
1531943882779423716,3029,1531943882776840705,base_link,55.14,0.0
1531943882857086525,3030,1531943882856785152,base_link,55.14,0.0
1531943882991701111,3031,1531943882986672303,base_link,55.13,0.0
1531943883070710945,3032,1531943883070252934,base_link,55.13,0.0
1531943883159254465,3033,1531943883159056963,base_link,55.13,0.0
1531943883270856126,3034,1531943883270454179,base_link,55.12,0.0
1531943883378082061,3035,1531943883377700753,base_link,55.12,0.0
1531943883468569175,3036,1531943883468258586,base_link,55.12,0.0
1531943883591200473,3037,1531943883590784733,base_link,55.11,0.0
1531943883656546076,3038,1531943883655642662,base_link,55.11,0.0
1531943883782813365,3039,1531943883782434426,base_link,55.1,0.0
1531943883871323542,3040,1531943883871075352,base_link,55.1,0.0
1531943883942225211,3041,1531943883941992894,base_link,55.1,0.0
1531943884075324905,3042,1531943884075001804,base_link,55.09,0.0
1531943884176779833,3043,1531943884176391102,base_link,55.08,0.0
1531943884270905948,3044,1531943884270555840,base_link,55.08,0.0
1531943884352866919,3045,1531943884352559114,base_link,55.08,0.0
1531943884469851882,3046,1531943884469343119,base_link,55.07,0.0
1531943884577190744,3047,1531943884576837948,base_link,55.06,0.0
1531943884657165881,3048,1531943884656751838,base_link,55.06,0.0
1531943884749995019,3049,1531943884744132268,base_link,55.06,0.0
1531943884847854179,3050,1531943884846670193,base_link,55.06,0.0
1531943884959760927,3051,1531943884959116134,base_link,55.06,0.0
1531943885051153249,3052,1531943885050879524,base_link,55.05,0.0
1531943885156067469,3053,1531943885154558526,base_link,55.05,0.0
1531943885274869086,3054,1531943885274536962,base_link,55.04,0.0
1531943885358552887,3055,1531943885358333625,base_link,55.04,0.0
1531943885468846887,3056,1531943885466897180,base_link,55.03,0.0
1531943885551856423,3057,1531943885551563691,base_link,55.03,0.0
1531943885661204962,3058,1531943885656542326,base_link,55.02,0.0
1531943885760031025,3059,1531943885759788212,base_link,55.02,0.0
1531943885867579936,3060,1531943885860557454,base_link,55.02,0.0
1531943885935997828,3061,1531943885935452586,base_link,55.01,0.0
1531943886080583317,3062,1531943886078572844,base_link,55.0,0.0
1531943886153228651,3063,1531943886152859951,base_link,55.0,0.0
1531943886261589042,3064,1531943886260877882,base_link,55.0,0.0
1531943886392570268,3065,1531943886391983299,base_link,54.99,0.0
1531943886458049090,3066,1531943886457719846,base_link,54.99,0.0
1531943886567254431,3067,1531943886566827652,base_link,54.99,0.0
1531943886661715521,3068,1531943886660354545,base_link,54.98,0.0
1531943886764625253,3069,1531943886764274889,base_link,54.98,0.0
1531943886888597950,3070,1531943886888058308,base_link,54.97,0.0
1531943886972761587,3071,1531943886970489452,base_link,54.97,0.0
1531943887078934676,3072,1531943887078687798,base_link,54.96,0.0
1531943887149179109,3073,1531943887148662219,base_link,54.96,0.0
1531943887271760239,3074,1531943887271251637,base_link,54.95,0.0
1531943887371283034,3075,1531943887370937694,base_link,54.95,0.0
1531943887458034804,3076,1531943887457092510,base_link,54.95,0.0
1531943887555203033,3077,1531943887553371245,base_link,54.94,0.0
1531943887657128937,3078,1531943887656869580,base_link,54.94,0.0
1531943887762788720,3079,1531943887762523475,base_link,54.94,0.0
1531943887869169390,3080,1531943887868916049,base_link,54.93,0.0
1531943887955852201,3081,1531943887955588908,base_link,54.93,0.0
1531943888056327146,3082,1531943888052966447,base_link,54.92,0.0
1531943888166605823,3083,1531943888165695529,base_link,54.92,0.0
1531943888246470182,3084,1531943888246098154,base_link,54.92,0.0
1531943888449004536,3085,1531943888448703516,base_link,54.91,0.0
1531943888564833903,3086,1531943888561807153,base_link,54.91,0.0
1531943888643199143,3087,1531943888642249938,base_link,54.9,0.0
1531943888756882102,3088,1531943888756496731,base_link,54.89,0.0
1531943888906698355,3089,1531943888906287832,base_link,54.89,0.0
1531943888996505196,3090,1531943888996151184,base_link,54.89,0.0
1531943889055039489,3091,1531943889054547591,base_link,54.89,0.0
1531943889169678056,3092,1531943889169307820,base_link,54.88,0.0
1531943889243898863,3093,1531943889243072696,base_link,54.88,0.0
1531943889393389490,3094,1531943889393013686,base_link,54.87,0.0
1531943889472555970,3095,1531943889472298149,base_link,54.87,0.0
1531943889584214313,3096,1531943889584010155,base_link,54.86,0.0
1531943889649565939,3097,1531943889649247382,base_link,54.86,0.0
1531943889772599867,3098,1531943889771772133,base_link,54.86,0.0
1531943889842758960,3099,1531943889842365396,base_link,54.85,0.0
1531943889977883026,3100,1531943889977387384,base_link,54.84,0.0
1531943890066770616,3101,1531943890066397724,base_link,54.84,0.0
1531943890157674151,3102,1531943890153598900,base_link,54.84,0.0
1531943890253844412,3103,1531943890253495456,base_link,54.84,0.0
1531943890358754992,3104,1531943890358457844,base_link,54.83,0.0
1531943890461395678,3105,1531943890461132929,base_link,54.83,0.0
1531943890564889730,3106,1531943890564613221,base_link,54.82,0.0
1531943890649707957,3107,1531943890649183642,base_link,54.82,0.0
1531943890777329837,3108,1531943890776513462,base_link,54.82,0.0
1531943890868828438,3109,1531943890868550041,base_link,54.81,0.0
1531943890978876945,3110,1531943890978620724,base_link,54.81,0.0
1531943891045757163,3111,1531943891044866805,base_link,54.81,0.0
1531943891176197414,3112,1531943891173931903,base_link,54.8,0.0
1531943891255898003,3113,1531943891255433528,base_link,54.8,0.0
1531943891366148750,3114,1531943891365897041,base_link,54.79,0.0
1531943891493829703,3115,1531943891493536554,base_link,54.78,0.0
1531943891558593722,3116,1531943891558219358,base_link,54.78,0.0
1531943891649470891,3117,1531943891649271917,base_link,54.78,0.0
1531943891755851216,3118,1531943891755477684,base_link,54.78,0.0
1531943891846378629,3119,1531943891845793260,base_link,54.77,0.0
1531943892010271566,3120,1531943892009928049,base_link,54.77,0.0
1531943892075139648,3121,1531943892074820259,base_link,54.76,0.0
1531943892164902943,3122,1531943892164675521,base_link,54.76,0.0
1531943892262289193,3123,1531943892260086402,base_link,54.76,0.0
1531943892352702625,3124,1531943892352425188,base_link,54.76,0.0
1531943892506366717,3125,1531943892505274313,base_link,54.75,0.0
1531943892580942724,3126,1531943892580392266,base_link,54.74,0.0
1531943892650547329,3127,1531943892650394179,base_link,54.74,0.0
1531943892776949003,3128,1531943892776612015,base_link,54.74,0.0
1531943892852208042,3129,1531943892851880654,base_link,54.73,0.0
1531943892951028997,3130,1531943892950580778,base_link,54.73,0.0
1531943893057545195,3131,1531943893056743156,base_link,54.72,0.0
1531943893172080794,3132,1531943893170949638,base_link,54.72,0.0
1531943893271756172,3133,1531943893270001376,base_link,54.72,0.0
1531943893371985881,3134,1531943893371111651,base_link,54.71,0.0
1531943893454385354,3135,1531943893454043150,base_link,54.71,0.0
1531943893557012028,3136,1531943893553713281,base_link,54.71,0.0
1531943893644750419,3137,1531943893644431511,base_link,54.7,0.0
1531943893778402158,3138,1531943893777468761,base_link,54.7,0.0
1531943893828078601,3139,1531943893827803212,base_link,54.69,0.0
1531943893982220962,3140,1531943893980948816,base_link,54.68,0.0
1531943894077314793,3141,1531943894075778234,base_link,54.68,0.0
1531943894157800337,3142,1531943894157147032,base_link,54.68,0.0
1531943894259209842,3143,1531943894258743223,base_link,54.68,0.0
1531943894353508225,3144,1531943894352092753,base_link,54.68,0.0
1531943894433148850,3145,1531943894432628728,base_link,54.67,0.0
1531943894606287612,3146,1531943894605882592,base_link,54.66,0.0
1531943894664380123,3147,1531943894663780673,base_link,54.66,0.0
1531943894755541773,3148,1531943894755168561,base_link,54.66,0.0
1531943894852011812,3149,1531943894851078575,base_link,54.66,0.0
1531943894955164530,3150,1531943894954907381,base_link,54.65,0.0
1531943895059978382,3151,1531943895059073336,base_link,54.64,0.0
1531943895148291905,3152,1531943895147445515,base_link,54.64,0.0
1531943895268103897,3153,1531943895267577983,base_link,54.63,0.0
1531943895346033278,3154,1531943895345769601,base_link,54.63,0.0
1531943895433225373,3155,1531943895432986080,base_link,54.63,0.0
1531943895629572906,3156,1531943895629123823,base_link,54.62,0.0
1531943895689125881,3157,1531943895688006182,base_link,54.62,0.0
1531943895752034980,3158,1531943895751831782,base_link,54.62,0.0
1531943895866678837,3159,1531943895865694752,base_link,54.61,0.0
1531943895954053170,3160,1531943895953781621,base_link,54.61,0.0
1531943896054788957,3161,1531943896053467115,base_link,54.61,0.0
1531943896173365827,3162,1531943896172744970,base_link,54.6,0.0
1531943896252169600,3163,1531943896251535111,base_link,54.6,0.0
1531943896388425860,3164,1531943896385473828,base_link,54.59,0.0
1531943896505120671,3165,1531943896503915660,base_link,54.58,0.0
1531943896548924381,3166,1531943896548618272,base_link,54.58,0.0
1531943896662744216,3167,1531943896662520859,base_link,54.58,0.0
1531943896751723109,3168,1531943896751218602,base_link,54.58,0.0
1531943896872883311,3169,1531943896868590398,base_link,54.57,0.0
1531943896990905180,3170,1531943896988888978,base_link,54.56,0.0
1531943897093701233,3171,1531943897093107960,base_link,54.56,0.0
1531943897193609959,3172,1531943897185234211,base_link,54.55,0.0
1531943897261858969,3173,1531943897259602066,base_link,54.55,0.0
1531943897348781469,3174,1531943897348544480,base_link,54.55,0.0
1531943897458783108,3175,1531943897458428808,base_link,54.55,0.0
1531943897562032373,3176,1531943897561739480,base_link,54.54,0.0
1531943897695695255,3177,1531943897694893760,base_link,54.54,0.0
1531943897778207436,3178,1531943897777809489,base_link,54.54,0.0
1531943897872167715,3179,1531943897871706920,base_link,54.53,0.0
1531943897953083082,3180,1531943897952608207,base_link,54.53,0.0
1531943898082952247,3181,1531943898081095404,base_link,54.52,0.0
1531943898176876848,3182,1531943898176633459,base_link,54.52,0.0
1531943898255000374,3183,1531943898254404893,base_link,54.52,0.0
1531943898352382793,3184,1531943898351724081,base_link,54.51,0.0
1531943898453093496,3185,1531943898452603421,base_link,54.51,0.0
1531943898548251875,3186,1531943898548051269,base_link,54.5,0.0
1531943898714311332,3187,1531943898713435053,base_link,54.5,0.0
1531943898745891145,3188,1531943898745477326,base_link,54.5,0.0
1531943898837312734,3189,1531943898836383496,base_link,54.49,0.0
1531943898987532108,3190,1531943898987166960,base_link,54.49,0.0
1531943899051051796,3191,1531943899050723415,base_link,54.49,0.0
1531943899177902181,3192,1531943899176377814,base_link,54.47,0.0
1531943899257762745,3193,1531943899257375262,base_link,54.47,0.0
1531943899346192944,3194,1531943899345951731,base_link,54.47,0.0
1531943899443802626,3195,1531943899442082229,base_link,54.47,0.0
1531943899584476251,3196,1531943899584143615,base_link,54.46,0.0
1531943899643915856,3197,1531943899643284215,base_link,54.46,0.0
1531943899770316966,3198,1531943899770003113,base_link,54.45,0.0
1531943899867468861,3199,1531943899866718373,base_link,54.45,0.0
1531943899959264910,3200,1531943899958483095,base_link,54.45,0.0
1531943900055386193,3201,1531943900054335773,base_link,54.45,0.0
1531943900155412874,3202,1531943900154928112,base_link,54.45,0.0
1531943900249166056,3203,1531943900248340625,base_link,54.44,0.0
1531943900348644679,3204,1531943900348170252,base_link,54.43,0.0
1531943900458798769,3205,1531943900458422133,base_link,54.43,0.0
1531943900557726965,3206,1531943900557390809,base_link,54.43,0.0
1531943900668890036,3207,1531943900668597943,base_link,54.42,0.0
1531943900790440385,3208,1531943900789921351,base_link,54.42,0.0
