%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1531943856573073506,1169,1531943856572557705,map,142.109924316,-51.9581680298,47.3171348572,0.00677412518526,-0.336287664045,-0.932821227093,0.129264366797
1531943856857143626,1170,1531943856856212949,map,137.209121704,-52.5221977234,47.44789505,0.00677412518526,-0.336287664045,-0.932821227093,0.129264366797
1531943857105610451,1171,1531943857104952315,map,133.093032837,-52.6151428223,47.6276435852,-0.0412121037984,-0.262828677585,-0.96376134311,0.019665255306
1531943857323373127,1172,1531943857321000802,map,129.380508423,-52.4608230591,47.844493866,-0.0412121037984,-0.262828677585,-0.96376134311,0.019665255306
1531943857570326789,1173,1531943857568348508,map,125.15145874,-52.0807723999,48.2110366821,-0.0728975341721,-0.149119732494,-0.985041375607,-0.0462897746189
1531943857867184638,1174,1531943857866358791,map,120.719108582,-51.5422935486,48.7441368103,-0.0728975341721,-0.149119732494,-0.985041375607,-0.0462897746189
1531943858133848185,1175,1531943858132698150,map,116.416282654,-50.9891967773,49.3587188721,-0.077468322771,-0.0505185742453,-0.992455526937,-0.0804895004033
1531943858304223416,1176,1531943858303284867,map,114.018714905,-50.6937904358,49.695186615,-0.077468322771,-0.0505185742453,-0.992455526937,-0.0804895004033
1531943858575066469,1177,1531943858574576939,map,109.868431091,-50.2118263245,50.2166137695,-0.0631867617752,-0.00372643007731,-0.992339980128,-0.106089163892
1531943858813663753,1178,1531943858812961874,map,106.358734131,-49.8208312988,50.5412750244,-0.0631867617752,-0.00372643007731,-0.992339980128,-0.106089163892
1531943859058954465,1179,1531943859058526214,map,102.873725891,-49.4679069519,50.7321853638,-0.0410172624326,0.0334458298258,-0.992628742223,-0.109028164996
1531943859325792674,1180,1531943859324407154,map,99.1300354004,-49.1650772095,50.8075561523,-0.0207997481973,0.0718575029504,-0.992615646211,-0.0954884738636
1531943859561993030,1181,1531943859560794004,map,95.680847168,-48.9843978882,50.7684860229,-0.0207997481973,0.0718575029504,-0.992615646211,-0.0954884738636
1531943859803588557,1182,1531943859802805750,map,91.84715271,-48.8915786743,50.6736450195,-0.00463550563367,0.0856285234897,-0.9928589393,-0.0829300591099
1531943860076014286,1183,1531943860075631826,map,88.2534103394,-48.8921279907,50.5269088745,0.0156584658495,0.0547121701932,-0.997486985785,-0.0422031286736
1531943860304949035,1184,1531943860302541959,map,84.6329345703,-48.9516181946,50.2256278992,0.0156584658495,0.0547121701932,-0.997486985785,-0.0422031286736
1531943860590592374,1185,1531943860587894038,map,80.2372589111,-49.1010246277,49.6917724609,0.0301977343507,0.0501588405497,-0.997970967978,-0.0250226822586
1531943860814168754,1186,1531943860813360796,map,76.3739547729,-49.3055419922,49.179145813,0.0301977343507,0.0501588405497,-0.997970967978,-0.0250226822586
1531943861080231202,1187,1531943861079314317,map,72.3664169312,-49.5945472717,48.6745071411,0.0306526316443,0.0589885776298,-0.99769860122,-0.0133515919308
1531943861285478584,1188,1531943861284950942,map,68.6143112183,-49.9387626648,48.2625007629,0.0233807550011,0.0372192497712,-0.999028627284,0.00314159344928
1531943861557350633,1189,1531943861556492563,map,64.0471496582,-50.4176902771,47.8755455017,0.0233807550011,0.0372192497712,-0.999028627284,0.00314159344928
1531943861790841783,1190,1531943861790293373,map,59.4671401978,-50.9340629578,47.7573242188,-0.0222211322494,-0.0101789988521,-0.999676047492,0.00709995307976
1531943862072560279,1191,1531943862072145212,map,54.9026489258,-51.4058303833,47.8614120483,-0.0222211322494,-0.0101789988521,-0.999676047492,0.00709995307976
1531943862297922120,1192,1531943862297233200,map,50.7401733398,-51.7717247009,48.0660018921,-0.0446301299267,-0.0509782014076,-0.997693339345,0.00416834620092
1531943862515750895,1193,1531943862515176598,map,46.9537773132,-52.0502281189,48.2873535156,-0.040312903006,-0.0682780365752,-0.996828291416,-0.00680712901134
1531943862782608383,1194,1531943862780891635,map,42.5131988525,-52.3029785156,48.4980049133,-0.040312903006,-0.0682780365752,-0.996828291416,-0.00680712901134
1531943863011530471,1195,1531943863010579570,map,38.4246520996,-52.4317207336,48.6530418396,-0.0466028042903,-0.0959486241977,-0.993632999619,-0.0362698527015
1531943863270018205,1196,1531943863269450851,map,33.9992904663,-52.4649047852,48.8002586365,-0.0466028042903,-0.0959486241977,-0.993632999619,-0.0362698527015
1531943863504517960,1197,1531943863503956974,map,30.0504016876,-52.4283676147,48.9381484985,-0.0468541456785,-0.0696423695017,-0.995180615172,-0.0506968696182
1531943863770478183,1198,1531943863769927469,map,25.6274280548,-52.3361282349,49.1115837097,-0.0468541456785,-0.0696423695017,-0.995180615172,-0.0506968696182
1531943864015602456,1199,1531943864014645251,map,21.547958374,-52.2046737671,49.3080177307,-0.0466029651004,-0.0480625958173,-0.994327949148,-0.0826442984766
1531943864295236862,1200,1531943864294694373,map,17.2386016846,-52.0391998291,49.5294113159,-0.0473253689252,-0.0189430722762,-0.99472705471,-0.0889918878165
1531943864513578536,1201,1531943864512436309,map,13.2003479004,-51.8842468262,49.7405128479,-0.0473253689252,-0.0189430722762,-0.99472705471,-0.0889918878165
1531943864808954425,1202,1531943864808398880,map,8.15159511566,-51.6725540161,49.9704551697,-0.0379363075495,-0.0113924593189,-0.994593408036,-0.0959947974201
1531943865001079314,1203,1531943865000622327,map,4.88914728165,-51.5203514099,50.1083717346,-0.0379363075495,-0.0113924593189,-0.994593408036,-0.0959947974201
1531943865280202243,1204,1531943865278168763,map,0.886119425297,-51.3668899536,50.2351951599,-0.030085386332,0.00281910762915,-0.996587664302,-0.0768111289036
1531943865473373715,1205,1531943865472215392,map,-2.7722966671,-51.2830047607,50.2661972046,-0.0147735612291,0.0350223418362,-0.996000167991,-0.080863111629
1531943865707754440,1206,1531943865707301133,map,-6.75493907928,-51.247215271,50.2028274536,-0.0147735612291,0.0350223418362,-0.996000167991,-0.080863111629
1531943865977300104,1207,1531943865976350323,map,-10.7644519806,-51.2339286804,50.1106567383,-0.0164237892495,0.021461307747,-0.994929195822,-0.0968791345849
1531943866207586256,1208,1531943866207203189,map,-15.164937973,-51.2109832764,50.0157318115,-0.0164237892495,0.021461307747,-0.994929195822,-0.0968791345849
1531943866477001015,1209,1531943866475871108,map,-19.5183238983,-51.1957511902,49.9584503174,-0.0257545034292,-0.00329826632337,-0.997339734821,-0.0681122627699
1531943866705108601,1210,1531943866704741565,map,-23.5756225586,-51.1960830688,49.9545631409,-0.026528597407,-0.00179640313107,-0.998135337958,-0.0549440949956
1531943866926305450,1211,1531943866925931086,map,-27.0004882813,-51.2104759216,49.9708786011,-0.026528597407,-0.00179640313107,-0.998135337958,-0.0549440949956
1531943867205673602,1212,1531943867204801132,map,-31.7367401123,-51.2397003174,50.0160217285,-0.0315723910382,0.00345879418192,-0.997764461684,-0.0587988083892
1531943867434569151,1213,1531943867434002917,map,-35.7365455627,-51.2750740051,50.1245193481,-0.0315723910382,0.00345879418192,-0.997764461684,-0.0587988083892
1531943867675597840,1214,1531943867675051126,map,-39.7715492249,-51.3515510559,50.3379898071,-0.0354323985875,0.0109484463837,-0.998682202593,-0.0354758351037
1531943867914449627,1215,1531943867911291135,map,-43.7711029053,-51.4769592285,50.4855957031,-0.0354323985875,0.0109484463837,-0.998682202593,-0.0354758351037
1531943868170813983,1216,1531943868170109671,map,-48.0006065369,-51.6409225464,50.6398086548,-0.0263681143207,0.00430816553848,-0.998782341002,-0.0414728532935
1531943868407427847,1217,1531943868404616743,map,-51.701084137,-51.7976913452,50.797039032,-0.0263681143207,0.00430816553848,-0.998782341002,-0.0414728532935
1531943868669115311,1218,1531943868668640692,map,-56.3980560303,-51.9851074219,51.0846328735,-0.0243668849095,-0.0226090034271,-0.997784868281,-0.0576232983496
1531943868928027991,1219,1531943868927541469,map,-60.3645401001,-52.1047134399,51.3800315857,-0.0249418807664,-0.0481936543345,-0.996476807184,-0.0639472205067
1531943869174390546,1220,1531943869173465789,map,-64.2886734009,-52.1661300659,51.7128982544,-0.0249418807664,-0.0481936543345,-0.996476807184,-0.0639472205067
1531943869430714461,1221,1531943869429979269,map,-68.893447876,-52.1779060364,52.0971565247,-0.0246834845194,-0.061210402488,-0.995495444846,-0.0680649065923
1531943869672019027,1222,1531943869671013087,map,-72.7997817993,-52.1519622803,52.3866081238,-0.0191887060208,-0.055011607836,-0.994737099292,-0.0842829748914
1531943869928214527,1223,1531943869927010317,map,-76.6765365601,-52.0944328308,52.6434936523,-0.0191887060208,-0.055011607836,-0.994737099292,-0.0842829748914
1531943870169674135,1224,1531943870169091422,map,-80.8221588135,-51.9698219299,52.7985649109,-0.00791917788566,-0.0619751274707,-0.990947786737,-0.118822784674
1531943870431138956,1225,1531943870430511475,map,-84.9651947021,-51.7801437378,52.8253135681,0.00173129994243,-0.0612782165821,-0.991287052923,-0.116584567936
1531943870663611884,1226,1531943870662782997,map,-88.4305114746,-51.6020965576,52.7139587402,0.00173129994243,-0.0612782165821,-0.991287052923,-0.116584567936
1531943870884212915,1227,1531943870883716985,map,-92.2306671143,-51.3952636719,52.4892311096,0.0191689904437,-0.0281860852871,-0.991046215508,-0.129094899702
1531943871148414699,1228,1531943871141522010,map,-96.0272293091,-51.1833877563,52.1975479126,0.0191689904437,-0.0281860852871,-0.991046215508,-0.129094899702
1531943871397121942,1229,1531943871395459433,map,-100.187332153,-50.9449043274,51.9247627258,0.0177402097848,-0.00534637077213,-0.991100033504,-0.131823460979
1531943871616971754,1230,1531943871616308914,map,-103.736335754,-50.7506256104,51.7991867065,0.0177402097848,-0.00534637077213,-0.991100033504,-0.131823460979
1531943871871788528,1231,1531943871871213558,map,-107.942604065,-50.5531959534,51.7917823792,0.0104615015902,0.019100585244,-0.992274341323,-0.122136629152
1531943872130619594,1232,1531943872129860914,map,-111.786399841,-50.4120903015,51.8071708679,0.00585855934196,0.0249645315917,-0.993870326355,-0.107537081217
1531943872341708326,1233,1531943872341100877,map,-114.953147888,-50.3445739746,51.8315696716,0.00585855934196,0.0249645315917,-0.993870326355,-0.107537081217
1531943872644137265,1234,1531943872643548888,map,-120.039070129,-50.3508224487,52.0054969788,-0.00157803348997,0.044960529077,-0.994924840525,-0.090003457393
1531943872809596309,1235,1531943872808641408,map,-122.879577637,-50.3958625793,52.145198822,-0.00157803348997,0.044960529077,-0.994924840525,-0.090003457393
1531943873080304331,1236,1531943873079569652,map,-126.588172913,-50.5056343079,52.3419342041,-0.00566936887168,0.0403540602803,-0.997075963276,-0.0646446558767
1531943873345200455,1237,1531943873344662349,map,-130.919128418,-50.6918411255,52.5224342346,-0.00660215873637,0.00964736191471,-0.998798416658,-0.0475926758031
1531943873592119054,1238,1531943873588173915,map,-134.560684204,-50.8881988525,52.659324646,-0.00660215873637,0.00964736191471,-0.998798416658,-0.0475926758031
1531943873825046549,1239,1531943873824196543,map,-138.130371094,-51.1076202393,52.7582511902,0.00364500632679,0.0100173442228,-0.998799788887,-0.0478053183635
1531943874063251041,1240,1531943874062663720,map,-141.747070312,-51.3208847046,52.7417488098,0.0150249214703,-0.0244228060635,-0.998126645115,-0.0540460784072
1531943874295394805,1241,1531943874294714781,map,-145.357406616,-51.5020561218,52.5401191711,0.0150249214703,-0.0244228060635,-0.998126645115,-0.0540460784072
1531943874546245269,1242,1531943874545748474,map,-148.957214355,-51.6483535767,52.2292709351,0.0150249214703,-0.0244228060635,-0.998126645115,-0.0540460784072
1531943874773997019,1243,1531943874773169828,map,-152.597732544,-51.7512550354,51.8698654175,0.0302169050606,-0.0552994746458,-0.996407758772,-0.0565728292716
1531943875056464020,1244,1531943875056001913,map,-156.6534729,-51.8133430481,51.5393753052,0.0338985215548,-0.0531959494665,-0.995235410939,-0.0743475487777
1531943875293252567,1245,1531943875292596126,map,-160.763687134,-51.8128089905,51.1945419312,0.0338985215548,-0.0531959494665,-0.995235410939,-0.0743475487777
1531943875514125742,1246,1531943875513666036,map,-164.222717285,-51.7473106384,50.853717804,0.0254290105238,-0.105573541276,-0.98942567132,-0.0961479783438
1531943875780416931,1247,1531943875779008563,map,-168.38659668,-51.5522689819,50.4516983032,0.0254290105238,-0.105573541276,-0.98942567132,-0.0961479783438
1531943876057798138,1248,1531943876055866096,map,-172.577011108,-51.2219734192,50.051071167,0.0117713341983,-0.127655598593,-0.983302322143,-0.129158921901
1531943876276507534,1249,1531943876272193119,map,-176.401550293,-50.7543106079,49.7710609436,0.0117713341983,-0.127655598593,-0.983302322143,-0.129158921901
1531943876491731114,1250,1531943876491098609,map,-179.907485962,-50.0923805237,49.6183280945,-0.0268385141093,-0.193238506186,-0.962319080929,-0.18942164704
1531943876726672454,1251,1531943876726085516,map,-183.313339233,-49.1891746521,49.5624656677,-0.0268385141093,-0.193238506186,-0.962319080929,-0.18942164704
1531943877009069417,1252,1531943877008452752,map,-187.773757935,-47.6082801819,49.6592254639,-0.0608664910477,-0.189767884932,-0.956654904529,-0.212355394931
1531943877247733759,1253,1531943877240525105,map,-190.62890625,-46.3821487427,49.8335838318,-0.0608664910477,-0.189767884932,-0.956654904529,-0.212355394931
1531943877474504796,1254,1531943877473909091,map,-193.947860718,-44.7445755005,50.0540428162,-0.0796290859124,-0.195424978469,-0.947242677151,-0.241245926496
1531943877734306628,1255,1531943877733781802,map,-197.356796265,-42.7657470703,50.2648735046,-0.083628977579,-0.213069820014,-0.930928931246,-0.284567691204
1531943877976967597,1256,1531943877976303252,map,-200.598220825,-40.6242904663,50.3502655029,-0.083628977579,-0.213069820014,-0.930928931246,-0.284567691204
1531943878233393246,1257,1531943878232469385,map,-203.510635376,-38.5159683228,50.2375183105,-0.0833027355038,-0.250038234322,-0.896136888219,-0.357043713302
1531943878479272231,1258,1531943878478422768,map,-206.516342163,-36.0268783569,49.9748420715,-0.0833027355038,-0.250038234322,-0.896136888219,-0.357043713302
1531943878731475976,1259,1531943878730548562,map,-209.239776611,-33.3068351746,49.6766853333,-0.0948799345581,-0.247115393912,-0.845093030229,-0.464488482493
1531943878967635806,1260,1531943878966973382,map,-211.515319824,-30.4746227264,49.4822845459,-0.127727468377,-0.229585101552,-0.831752931226,-0.489043389041
1531943879236192843,1261,1531943879235580946,map,-213.641387939,-27.1713600159,49.4463348389,-0.127727468377,-0.229585101552,-0.831752931226,-0.489043389041
1531943879473682359,1262,1531943879470967893,map,-215.209442139,-24.2618961334,49.5070533752,-0.140809620351,-0.193842493365,-0.817285399816,-0.524063272736
1531943879731457982,1263,1531943879730384778,map,-216.818069458,-20.7405433655,49.6331863403,-0.131083511193,-0.161532244013,-0.790938681268,-0.575448042583
1531943879996935374,1264,1531943879991031505,map,-218.131561279,-17.4730567932,49.6832695007,-0.131083511193,-0.161532244013,-0.790938681268,-0.575448042583
1531943880240385722,1265,1531943880231137826,map,-219.381072998,-13.9211616516,49.6340789795,-0.12587968233,-0.147406607724,-0.758167341863,-0.622581624615
1531943880480059281,1266,1531943880471628304,map,-220.294677734,-10.3229017258,49.6457519531,-0.162424035618,-0.163634522182,-0.715467968975,-0.659505694573
1531943880723704763,1267,1531943880723144961,map,-220.756225586,-6.9546918869,49.8359489441,-0.162424035618,-0.163634522182,-0.715467968975,-0.659505694573
1531943880972416268,1268,1531943880971509974,map,-220.885665894,-3.31674623489,50.3004646301,-0.16599425452,-0.10822079479,-0.705790855307,-0.680142217191
1531943881242260915,1269,1531943881235855163,map,-220.862884521,0.256827265024,50.7185325623,-0.16599425452,-0.10822079479,-0.705790855307,-0.680142217191
1531943881468426949,1270,1531943881467759084,map,-220.798995972,3.25267481804,50.9953308105,-0.0977429780742,-0.0552618177952,-0.689464187824,-0.715563816469
1531943881759317567,1271,1531943881757419381,map,-220.673095703,7.32459926605,51.2727127075,-0.0504759914954,-0.041329546783,-0.66280522099,-0.745944556836
1531943881931264307,1272,1531943881930777720,map,-220.572418213,9.74347114563,51.391960144,-0.0504759914954,-0.041329546783,-0.66280522099,-0.745944556836
1531943882213560658,1273,1531943882213027224,map,-220.387115479,13.5518703461,51.4208869934,-0.0182306890482,-0.0364258876683,-0.644552792322,-0.763473964582
1531943882409568315,1274,1531943882408093675,map,-220.241210938,16.3301353455,51.3860244751,0.00574604136849,-0.0280569930906,-0.645051587455,-0.763602146192
1531943882697033601,1275,1531943882696298505,map,-220.037139893,20.2538394928,51.2942733765,0.00574604136849,-0.0280569930906,-0.645051587455,-0.763602146192
1531943882947953889,1276,1531943882947433191,map,-219.869171143,23.9832744598,51.130115509,0.040722931055,-0.0101968791114,-0.654600009609,-0.754808912217
1531943883189727563,1277,1531943883188884021,map,-219.784332275,27.4759540558,50.925655365,0.0688198490408,0.016163305182,-0.671533889358,-0.737593933942
1531943883457592562,1278,1531943883456880186,map,-219.781707764,31.0016002655,50.6779251099,0.0688198490408,0.016163305182,-0.671533889358,-0.737593933942
1531943883658338248,1279,1531943883657631216,map,-219.809249878,33.9258460999,50.4862365723,0.0239119152371,-0.00873767590206,-0.675230493563,-0.737167317434
1531943883898150697,1280,1531943883891982414,map,-219.8462677,37.5276832581,50.3152961731,0.0239119152371,-0.00873767590206,-0.675230493563,-0.737167317434
1531943884168243257,1281,1531943884165708661,map,-219.96043396,41.7956390381,50.2972793579,0.0299037633166,0.0096962129266,-0.68868781488,-0.724376174394
1531943884420258293,1282,1531943884418877060,map,-220.174499512,45.469078064,50.3710403442,0.063127472285,0.0469966970794,-0.692404041466,-0.717204905217
1531943884653546402,1283,1531943884652543437,map,-220.473052979,49.4202461243,50.504322052,0.0131512917513,0.0112408582762,-0.698635105402,-0.715268953702
1531943884870305960,1284,1531943884869946700,map,-220.734375,52.7581062317,50.6601676941,0.0131512917513,0.0112408582762,-0.698635105402,-0.715268953702
1531943885097543227,1285,1531943885096859171,map,-220.974121094,56.0266609192,50.8072967529,-0.0204617223427,-0.0145854665288,-0.70085385047,-0.712862162249
1531943885305127276,1286,1531943885304607314,map,-221.177688599,59.3239402771,50.9681625366,-0.0204617223427,-0.0145854665288,-0.70085385047,-0.712862162249
1531943885566610178,1287,1531943885565947434,map,-221.346740723,63.2170448303,51.1024742126,-0.0426558006993,-0.0387822083623,-0.693860222314,-0.717798310719
1531943885813570299,1288,1531943885812918307,map,-221.438522339,66.7851333618,51.1492996216,-0.0426558006993,-0.0387822083623,-0.693860222314,-0.717798310719
1531943886025066497,1289,1531943886020128344,map,-221.467880249,69.7467193604,51.1345901489,-0.0431958542686,-0.0513737941079,-0.684163609029,-0.726233438732
1531943886270216978,1290,1531943886269523705,map,-221.436569214,73.6741714478,51.0271148682,-0.0421407325833,-0.0593130972761,-0.67291759752,-0.736130438235
1531943886538723550,1291,1531943886537723817,map,-221.300872803,77.6184005737,50.8684272766,-0.0421407325833,-0.0593130972761,-0.67291759752,-0.736130438235
1531943886770681986,1292,1531943886770191623,map,-221.068756104,81.238571167,50.7704658508,-0.0557191615694,-0.0748957934925,-0.669041229915,-0.737339696358
1531943887027257459,1293,1531943887025590214,map,-220.733917236,84.9695205688,50.7925071716,-0.0557191615694,-0.0748957934925,-0.669041229915,-0.737339696358
1531943887277137523,1294,1531943887276336924,map,-220.3306427,89.0038375854,50.8464279175,-0.0168117693244,-0.038412038999,-0.670685183252,-0.740556050977
1531943887507619627,1295,1531943887506983666,map,-219.979980469,92.7551803589,50.8807601929,-0.0168117693244,-0.038412038999,-0.670685183252,-0.740556050977
1531943887768753261,1296,1531943887768002390,map,-219.644744873,96.8223724365,50.8673820496,0.0356131910479,0.00426642842707,-0.665223909706,-0.745781903888
1531943888033218443,1297,1531943888032586866,map,-219.413482666,100.553237915,50.7600784302,0.0542560970585,0.018478994155,-0.678056228183,-0.732771829514
1531943888260483434,1298,1531943888259943312,map,-219.284378052,104.628967285,50.5930404663,0.0542560970585,0.018478994155,-0.678056228183,-0.732771829514
1531943888521733743,1299,1531943888520497661,map,-219.249908447,108.368080139,50.4453163147,0.0611927832221,0.0261029836642,-0.672330450688,-0.737255615511
1531943888748671634,1300,1531943888747438400,map,-219.262084961,111.542808533,50.3153686523,0.0611927832221,0.0261029836642,-0.672330450688,-0.737255615511
1531943889007458770,1301,1531943889006814873,map,-219.372711182,116.300888062,50.1227760315,0.0474562321955,0.0209613840145,-0.694883143857,-0.717248870888
1531943889241871621,1302,1531943889240357014,map,-219.522949219,119.776062012,50.0079956055,0.0314341423953,0.0179875555998,-0.704793161098,-0.708487785784
1531943889477136303,1303,1531943889476416279,map,-219.75088501,123.638183594,49.9640312195,0.0314341423953,0.0179875555998,-0.704793161098,-0.708487785784
1531943889748837924,1304,1531943889748178859,map,-220.045669556,127.805465698,50.0049171448,0.00547077770228,0.00727677407669,-0.700167152426,-0.71392091846
1531943889980956560,1305,1531943889980403062,map,-220.289550781,131.621154785,50.0951652527,0.00547077770228,0.00727677407669,-0.700167152426,-0.71392091846
1531943890218919936,1306,1531943890218361030,map,-220.45539856,135.433410645,50.2344589233,-0.0575572318444,-0.0480776580352,-0.698240624591,-0.711923966467
1531943890471129426,1307,1531943890470225596,map,-220.541137695,139.539794922,50.4358482361,-0.059571272121,-0.0501203230779,-0.688435591374,-0.72110724118
1531943890737416872,1308,1531943890736366867,map,-220.530014038,143.604614258,50.594203949,-0.059571272121,-0.0501203230779,-0.688435591374,-0.72110724118
1531943890989347133,1309,1531943890988909953,map,-220.410079956,147.531799316,50.6733589172,-0.0772407480375,-0.0753469532511,-0.664450742093,-0.739501125632
1531943891241121303,1310,1531943891240530878,map,-220.178543091,151.256622314,50.7386932373,-0.0772407480375,-0.0753469532511,-0.664450742093,-0.739501125632
1531943891499065069,1311,1531943891498630514,map,-219.764343262,155.271636963,50.7370529175,-0.095631371625,-0.0981428833642,-0.638347674928,-0.757452877161
1531943891736056460,1312,1531943891731039011,map,-219.277160645,158.578979492,50.7331008911,-0.0980779137371,-0.0953786685302,-0.630432388999,-0.764093342025
1531943892013018447,1313,1531943892012554836,map,-218.451324463,162.853668213,50.7597541809,-0.0980779137371,-0.0953786685302,-0.630432388999,-0.764093342025
1531943892247962504,1314,1531943892246625207,map,-217.594192505,166.485565186,50.7596893311,-0.100914977797,-0.095099593337,-0.620890211773,-0.771535857578
1531943892511854560,1315,1531943892511277606,map,-216.50869751,170.360473633,50.7324981689,-0.130941647145,-0.116047809802,-0.607729766989,-0.774630054412
1531943892735058362,1316,1531943892733947207,map,-215.310043335,173.922241211,50.646987915,-0.130941647145,-0.116047809802,-0.607729766989,-0.774630054412
1531943892970492558,1317,1531943892969764534,map,-213.906326294,177.460571289,50.422542572,-0.197940737486,-0.175412812338,-0.552220558425,-0.790634090186
1531943893227076634,1318,1531943893225968422,map,-212.267654419,180.983520508,50.0519065857,-0.197940737486,-0.175412812338,-0.552220558425,-0.790634090186
1531943893457338122,1319,1531943893456916878,map,-210.449615479,184.11706543,49.749042511,-0.226085990797,-0.180524962549,-0.464906791573,-0.836754168087
1531943893740067286,1320,1531943893739006850,map,-207.344650269,188.206207275,49.4960479736,-0.226085990797,-0.180524962549,-0.464906791573,-0.836754168087
1531943893975729066,1321,1531943893973458083,map,-204.67918396,190.993652344,49.3725700378,-0.264781524379,-0.160148715284,-0.418668010271,-0.853791678641
1531943894196911521,1322,1531943894190918659,map,-201.551193237,193.750671387,49.2957038879,-0.265030016944,-0.134167786505,-0.354410260773,-0.886651826955
1531943894424129878,1323,1531943894423739450,map,-198.384048462,196.076965332,49.3084907532,-0.265030016944,-0.134167786505,-0.354410260773,-0.886651826955
1531943894695275174,1324,1531943894694220721,map,-194.052825928,198.573028564,49.3951377869,-0.287780446145,-0.125471287711,-0.262444275807,-0.912448559028
1531943894911882288,1325,1531943894911233207,map,-190.452423096,200.099212646,49.523979187,-0.31428866347,-0.0828351980898,-0.214717648917,-0.921008847523
1531943895137043677,1326,1531943895136558883,map,-186.751846313,201.223388672,49.7000579834,-0.31428866347,-0.0828351980898,-0.214717648917,-0.921008847523
1531943895400988833,1327,1531943895399892493,map,-182.251785278,202.077575684,49.9896011353,-0.321340560981,-0.0304981328242,-0.174862436842,-0.930179141856
1531943895647036041,1328,1531943895645930325,map,-178.108016968,202.519989014,50.2575683594,-0.321340560981,-0.0304981328242,-0.174862436842,-0.930179141856
1531943895871420609,1329,1531943895870803559,map,-174.006790161,202.675262451,50.5607299805,-0.232471374629,0.000335936640718,-0.0890781928552,-0.96851537039
1531943896130124927,1330,1531943896129742852,map,-169.604827881,202.599975586,50.9593467712,-0.232471374629,0.000335936640718,-0.0890781928552,-0.96851537039
1531943896391250085,1331,1531943896390215632,map,-165.587005615,202.395080566,51.3365135193,-0.133034884859,0.0141790257986,-0.03530967849,-0.990380685011
1531943896628260692,1332,1531943896627652154,map,-161.386657715,202.11315918,51.6152801514,-0.0602558660353,0.0043152148634,-0.0087274685574,-0.998135482197
1531943896873244011,1333,1531943896871647900,map,-157.462600708,201.819000244,51.697052002,-0.0602558660353,0.0043152148634,-0.0087274685574,-0.998135482197
1531943897123422123,1334,1531943897122869265,map,-153.565246582,201.508514404,51.5968818665,-0.0223178542826,-0.0155979822061,0.00171942749005,-0.999627760669
1531943897373004979,1335,1531943897372532952,map,-149.33430481,201.171691895,51.3168678284,-0.0223178542826,-0.0155979822061,0.00171942749005,-0.999627760669
1531943897682127308,1336,1531943897680499326,map,-144.736221313,200.835571289,50.8450241089,0.0150871941266,-0.0421684958554,-0.013896397094,-0.99889993727
1531943897879112983,1337,1531943897878137954,map,-141.023696899,200.619812012,50.4157714844,0.0150871941266,-0.0421684958554,-0.013896397094,-0.99889993727
1531943898157578308,1338,1531943898156979243,map,-136.204849243,200.433135986,49.9589309692,0.0475667984348,-0.0410072945551,-0.0138159260961,-0.997930319043
1531943898368981043,1339,1531943898368466617,map,-132.388534546,200.342102051,49.6341362,0.0475667984348,-0.0410072945551,-0.0138159260961,-0.997930319043
1531943898619482613,1340,1531943898616438134,map,-128.172286987,200.289703369,49.3288841248,0.0324533611527,-0.0254896731162,-0.0308634950552,-0.998671367662
1531943898834085441,1341,1531943898833397416,map,-124.316230774,200.269439697,49.1227455139,0.0324533611527,-0.0254896731162,-0.0308634950552,-0.998671367662
1531943899056021501,1342,1531943899055045864,map,-120.518997192,200.25680542,48.9924736023,0.0158620936816,-0.00734889981514,-0.0346385556889,-0.99924699555
1531943899323359242,1343,1531943899322708817,map,-116.052337646,200.239868164,48.9103851318,0.0117658174325,0.0103567865207,-0.0381155089761,-0.999150394329
1531943899567522325,1344,1531943899566990459,map,-111.637153625,200.217956543,48.9063148499,0.0117658174325,0.0103567865207,-0.0381155089761,-0.999150394329
1531943899774176188,1345,1531943899773597602,map,-108.296791077,200.204193115,48.9213638306,0.0129506750679,0.0185225377356,-0.0455414358081,-0.998706750371
1531943900025574680,1346,1531943900024888831,map,-104.362724304,200.186401367,48.9420089722,0.0129506750679,0.0185225377356,-0.0455414358081,-0.998706750371
1531943900246486309,1347,1531943900245540527,map,-100.72063446,200.16809082,48.9540100098,0.000129531842044,0.0175230634309,-0.0493966075078,-0.998625505701
1531943900487968689,1348,1531943900486668319,map,-96.4591369629,200.150787354,48.936378479,0.000129531842044,0.0175230634309,-0.0493966075078,-0.998625505701
1531943900707066354,1349,1531943900706300667,map,-92.813293457,200.123657227,48.9029350281,-0.0142805785959,0.00914469174162,-0.0387597741228,-0.999104658981
1531943900943060666,1350,1531943900941722345,map,-89.1809005737,200.061401367,48.8896026611,-0.0142805785959,0.00914469174162,-0.0387597741228,-0.999104658981
1531943901161947424,1351,1531943901161164393,map,-85.1680755615,199.954437256,48.9015960693,-0.0240747826255,0.00412465715033,-0.0313330950012,-0.999210502948
1531943901414140539,1352,1531943901413658368,map,-81.4850158691,199.843261719,48.8937454224,-0.0240747826255,0.00412465715033,-0.0313330950012,-0.999210502948
