%time,field.header.seq,field.header.stamp,field.header.frame_id,field.airspeed,field.groundspeed,field.heading,field.throttle,field.altitude,field.climb
1531943912810779021,904,1531943912810172564,,15.9738016129,18.1413536072,88,0.34999999404,395.470001221,0.799704372883
1531943913146484553,905,1531943913141237794,,15.2014493942,18.1094970703,87,0.379999995232,395.5,-0.460983514786
1531943913597195280,906,1531943913592244517,,15.2163105011,18.215461731,87,0.409999996424,395.359985352,-0.54165905714
1531943913939138283,907,1531943913934579612,,14.9671373367,18.4653301239,90,0.430000007153,395.079986572,-0.191793248057
1531943914434514102,908,1531943914434143386,,14.8922843933,19.1274299622,94,0.479999989271,394.489990234,-2.50499868393
1531943914824836461,909,1531943914822335208,,15.1665744781,19.807346344,101,0.519999980927,393.779998779,-1.91935670376
1531943915269760412,910,1531943915269349120,,17.0147838593,20.9348449707,114,0.5,392.589996338,-4.48125743866
1531943915627480982,911,1531943915623502977,,18.4095573425,21.6374740601,123,0.370000004768,391.910003662,-1.84843063354
1531943915999774963,912,1531943915998503489,,18.9724826813,21.850189209,133,0.389999985695,391.479980469,0.415493279696
1531943916236728611,913,1531943916236410247,,19.3256187439,21.9307823181,139,0.379999995232,391.369995117,-0.23993858695
1531943916538567323,914,1531943916536726862,,19.7791118622,21.9582004547,146,0.360000014305,391.369995117,0.37242820859
1531943916992640815,915,1531943916992342515,,19.5394096375,21.9207725525,161,0.360000014305,391.5,0.817000865936
1531943917397531545,916,1531943917397162109,,19.4675159454,21.7462787628,174,0.340000003576,391.66998291,0.693666934967
1531943917867457417,917,1531943917866979982,,19.3493175507,21.2189083099,185,0.289999991655,392.130004883,0.687536001205
1531943918119035712,918,1531943918118645252,,18.5830097198,20.7298164368,191,0.300000011921,392.519989014,1.8841766119
1531943918443142031,919,1531943918442725684,,17.884141922,20.0850830078,197,0.310000002384,393.089996338,2.68980741501
1531943918826307654,920,1531943918824918197,,17.4018821716,19.3452320099,201,0.300000011921,394.109985352,2.17108488083
1531943919162920145,921,1531943919161635455,,16.0553531647,18.8239822388,202,0.310000002384,395.229980469,2.58046388626
1531943919661229756,922,1531943919660846912,,14.8918399811,18.318862915,201,0.34999999404,396.559997559,2.27264332771
1531943920145615326,923,1531943920145278018,,14.092912674,18.2162361145,197,0.370000004768,397.429992676,1.48136293888
1531943920547920178,924,1531943920547203290,,13.7584562302,18.3174571991,196,0.370000004768,397.649993896,1.31521463394
1531943920869128009,925,1531943920868573231,,13.6370820999,18.4895591736,195,0.40000000596,397.369995117,-0.114010125399
1531943921272531540,926,1531943921271803868,,14.5254249573,18.9302062988,192,0.379999995232,396.779998779,-1.34621489048
1531943921787826455,927,1531943921787571930,,15.3118095398,19.4683017731,189,0.340000003576,396.069976807,-0.99632024765
1531943922187329647,928,1531943922187007955,,15.4690923691,19.6921520233,188,0.34999999404,395.539978027,-1.8649315834
1531943922512692129,929,1531943922511955177,,15.679438591,19.7605686188,186,0.360000014305,395.139984131,-0.874737501144
1531943922996676023,930,1531943922988510062,,15.9326620102,19.7471351624,184,0.34999999404,394.809997559,-0.890476703644
1531943923412205516,931,1531943923411939951,,15.8659353256,19.5857791901,183,0.360000014305,394.759979248,0.497780144215
1531943923902996351,932,1531943923902628995,,16.1580123901,19.344871521,183,0.34999999404,394.889984131,-1.06664597988
1531943924288094811,933,1531943924287670688,,16.1370754242,19.0865364075,181,0.360000014305,395.089996338,0.24573969841
1531943924782645259,934,1531943924773917608,,16.342010498,18.7505550385,181,0.310000002384,395.41998291,0.809576392174
1531943925260115637,935,1531943925259306142,,16.0487689972,18.3784885406,182,0.300000011921,395.819976807,1.22724890709
1531943925714281818,936,1531943925713458563,,15.6874790192,18.0997886658,185,0.330000013113,396.069976807,0.633308887482
1531943926203543277,937,1531943926202709877,,15.5953569412,18.0294322968,190,0.330000013113,396.029998779,0.157455220819
1531943926623005415,938,1531943926622622539,,16.2282619476,18.088312149,196,0.360000014305,395.630004883,-0.690951168537
1531943927090916768,939,1531943927090601444,,16.7027130127,18.2081203461,205,0.0,394.799987793,-1.73222255707
1531943927516072899,940,1531943927515428298,,17.2986373901,18.1721782684,216,0.0,393.779998779,-2.36245846748
1531943927830966103,941,1531943927830390045,,17.482925415,17.9024810791,224,0.0,392.910003662,-0.220681086183
1531943928284068245,942,1531943928282763875,,17.1067657471,17.4595756531,238,0.0,391.779998779,-1.98389053345
1531943928668975207,943,1531943928668583051,,17.6478004456,17.1541004181,252,0.0,390.809997559,-3.17877650261
1531943929066682418,944,1531943929066333398,,17.4421730042,16.9163570404,263,0.0,390.119995117,-1.78533065319
1531943929364674464,945,1531943929364435778,,16.7425613403,16.6523933411,272,0.0,389.759979248,-1.29723072052
1531943929831995342,946,1531943929828556626,,16.1053028107,16.0173110962,281,0.0,389.459991455,-1.64887678623
1531943930202877915,947,1531943930202112771,,15.4680051804,15.3757648468,286,0.0,389.429992676,-0.662173032761
1531943930506026486,948,1531943930505626938,,14.7660007477,14.9383125305,288,0.0,389.509979248,0.479352474213
1531943930854754159,949,1531943930854502706,,13.9218626022,14.4511938095,289,0.0,389.609985352,0.219392687082
1531943931201431008,950,1531943931198202690,,13.155591011,14.0828046799,289,0.0,389.609985352,0.321196049452
1531943931590302837,951,1531943931590016536,,12.5464859009,13.8442583084,286,0.0,389.449981689,-0.89572429657
1531943931952384741,952,1531943931952166055,,12.087395668,13.7751893997,284,0.0,389.069976807,-1.45731210709
1531943932398269156,953,1531943932397461901,,11.8738002777,13.9864902496,282,0.0,388.509979248,-1.18815696239
1531943932839296663,954,1531943932838871068,,11.9781513214,14.1846036911,276,0.0,387.880004883,-1.91477119923
1531943933169597597,955,1531943933167494867,,12.4561624527,14.3071622849,272,0.0,387.339996338,-1.9777764082
1531943933682775772,956,1531943933682371488,,13.1482162476,14.3967704773,269,0.0,386.66998291,-1.90867555141
1531943933983709369,957,1531943933983166398,,13.7913532257,14.3574924469,269,0.0,386.470001221,-1.90745782852
1531943934358344335,958,1531943934358012595,,13.3280973434,14.028968811,270,0.0,386.5,0.553737521172
1531943934725281879,959,1531943934724768668,,12.9267807007,13.5317773819,272,0.0,386.519989014,-0.102396383882
1531943935013477852,960,1531943935012608901,,12.8926496506,13.0511703491,273,0.0,386.549987793,-0.396256446838
1531943935319995331,961,1531943935319094828,,12.7181739807,12.4958133698,276,0.0,386.579986572,0.0218689460307
1531943935782388130,962,1531943935782107013,,11.6422357559,11.8561820984,281,0.0,386.5,-0.0489819049835
1531943936228903723,963,1531943936227725848,,11.1579456329,11.4402179718,285,0.0,386.199981689,0.0594818592072
1531943936713287465,964,1531943936712866125,,10.5456094742,11.2952003479,289,0.0,385.559997559,-1.22900021076
1531943937189781916,965,1531943937189120514,,10.6196546555,11.3905515671,289,0.0,384.720001221,-1.7862020731
1531943937677070016,966,1531943937676628581,,11.0779256821,11.6788463593,287,0.0,383.690002441,-2.73704433441
1531943937908942078,967,1531943937908615361,,11.2548122406,11.8013343811,286,0.0,383.199981689,-2.29879975319
1531943938278652216,968,1531943938278358843,,11.1410293579,11.9387550354,282,0.0,382.449981689,-1.54215097427
1531943938634724514,969,1531943938633499374,,11.1631698608,12.0323486328,277,0.0,381.829986572,-2.26958966255
1531943939014522675,970,1531943939013504766,,11.0946741104,11.9709148407,272,0.0,381.269989014,-1.91303944588
1531943939419429985,971,1531943939418940486,,10.7998428345,11.8857622147,267,0.0,380.600006104,-2.09702301025
1531943939768695830,972,1531943939768339162,,10.4069929123,11.7599439621,264,0.0,379.949981689,-1.55064129829
1531943940263284731,973,1531943940262178183,,10.1695308685,11.5960426331,261,0.0,379.049987793,-1.2958830595
1531943940728127737,974,1531943940727128836,,10.0332574844,11.3513565063,259,0.0,378.16998291,-2.57128858566
1531943941068323025,975,1531943941066747329,,9.67945957184,11.1995172501,259,0.0,377.389984131,-1.33134484291
1531943941489330206,976,1531943941488895587,,9.78339004517,11.1772117615,262,0.0,376.299987793,-3.01520633698
1531943942065969169,977,1531943942065603477,,10.6834144592,11.0250654221,270,0.0,374.869995117,-2.34778213501
1531943942468422629,978,1531943942468215655,,11.287571907,10.8426828384,276,0.0,374.029998779,-1.9226616621
1531943942832389131,979,1531943942831794033,,11.4335584641,10.5526189804,280,0.0,373.41998291,-2.3346657753
1531943943193215348,980,1531943943192778553,,11.3116512299,10.0473527908,286,0.0,372.899993896,-1.68385982513
