time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.framing_status,.magic,.len,.incompat_flags,.compat_flags,.seq,.sysid,.compid,.msgid,.checksum,.payload64,.signature
2018/07/18/15:57:08.408282,38564,1531943828,407738955,,1,254,21,0,0,43,1,1,36,1990,"(433759382496574234, 440515060276397500, 4719772409617712604)",
2018/07/18/15:57:08.410375,38565,1531943828,409939375,,1,254,22,0,0,44,1,1,35,3106,"(436855670731326061, 573091397803378222, 4719772409617712095)",
2018/07/18/15:57:08.411265,38566,1531943828,410821605,,1,254,42,0,0,45,1,1,65,4603,"(436855670731326061, 573091397803378222, 426159617453851615, 426159617419642346, 99223018, 4709508753005740048)",
2018/07/18/15:57:08.424414,38567,1531943828,414208283,,1,254,31,0,0,46,1,1,1,54120,"(99638014348753983, 1125305678911, 65535, 432064089250856960)",
2018/07/18/15:57:08.424444,38568,1531943828,416176451,,1,254,6,0,0,47,1,1,125,18789,"(99360697174332315,)",
2018/07/18/15:57:08.424458,38569,1531943828,422865872,,1,254,4,0,0,48,1,1,152,4130,"(99360699565735936,)",
2018/07/18/15:57:08.424510,38570,1531943828,423921507,,1,254,2,0,0,49,1,1,42,47107,"(99360699565735936,)",
2018/07/18/15:57:08.458686,38571,1531943828,458252413,,1,254,26,0,0,50,1,1,62,28893,"(13867483974967503093L, 4855977868772864164, 25051641229168343, 432064089250857117)",
2018/07/18/15:57:08.467120,38572,1531943828,462547336,,1,254,51,0,0,51,1,1,87,48128,"(1743390163898090155, 4881388308592085572, 4719772410395055004, 4566675285618856825, 13768791182064206863L, 4709508753005740032, 3618418210673917944)",
2018/07/18/15:57:08.467135,38573,1531943828,464354577,,1,254,26,0,0,52,1,1,27,19183,"(934571265, 10692050499534978, 18364552757734604670L, 4566675285618852258)",
2018/07/18/15:57:08.467150,38574,1531943828,465891327,,1,254,22,0,0,53,1,1,116,43171,"(18440270458483786411L, 18429854900801502263L, 18364273078051012789L)",
2018/07/18/15:57:08.470477,38575,1531943828,469022072,,1,254,14,0,0,54,1,1,29,8304,"(4932278221536117437, 18429599200984272834L)",
2018/07/18/15:57:08.470556,38576,1531943828,470204105,,1,254,31,0,0,55,1,1,1,51387,"(99638014348753983, 1121010711615, 65535, 4611404543450677248)",
2018/07/18/15:57:08.472995,38577,1531943828,472216177,,1,254,6,0,0,56,1,1,125,43708,"(99360697177805684,)",
2018/07/18/15:57:08.473468,38578,1531943828,473178309,,1,254,4,0,0,57,1,1,152,8725,"(99360699565735936,)",
2018/07/18/15:57:08.487829,38579,1531943828,487441493,,1,254,2,0,0,58,1,1,42,52865,"(99360699565735936,)",
2018/07/18/15:57:08.489876,38580,1531943828,489261983,,1,254,26,0,0,59,1,1,62,13401,"(13866222968267299881L, 4856061027929701744, 25051641228833848, 4611404543450677405)",
2018/07/18/15:57:08.492516,38581,1531943828,491238214,,1,254,51,0,0,60,1,1,87,64538,"(1743390163898090192, 4881388308592085572, 4719772410395055004, 4572377142467105657, 13765369677972236332L, 4709495447197057024, 3618418210673917944)",
2018/07/18/15:57:08.519917,38582,1531943828,517929918,,1,254,28,0,0,61,1,1,33,11808,"(1743448635582857956, 1693337302097742, 436005168421585186, 4572377142522871758)",
2018/07/18/15:57:08.524318,38583,1531943828,523168733,,1,254,28,0,0,62,1,1,32,51297,"(4847036027087241956, 13998812164971829230L, 4717482080584380267, 4572377145204132524)",
2018/07/18/15:57:08.530062,38584,1531943828,527238155,,1,254,31,0,0,63,1,1,1,36374,"(99638014348753983, 1108125809727, 65535, 4611404543450677248)",
2018/07/18/15:57:08.530102,38585,1531943828,529667821,,1,254,6,0,0,64,1,1,125,5577,"(99360697173545805,)",
2018/07/18/15:57:08.530653,38586,1531943828,530241958,,1,254,4,0,0,65,1,1,152,45841,"(99360699565735936,)",
2018/07/18/15:57:08.534464,38587,1531943828,532595113,,1,254,2,0,0,66,1,1,42,289,"(99360699565735936,)",
2018/07/18/15:57:08.535786,38588,1531943828,535238953,,1,254,30,0,0,67,1,1,24,58507,"(934629000, 15015104542216943972L, 30399550888217202, 4611425451923146267)",
2018/07/18/15:57:08.546816,38589,1531943828,546270337,,1,254,26,0,0,68,1,1,62,4619,"(13866403112080596009L, 4856061027929701744, 25051641228833848, 4611425451923144861)",
2018/07/18/15:57:08.550379,38590,1531943828,548782882,,1,254,51,0,0,69,1,1,87,64720,"(1743390163898090235, 4881388308592085572, 4719772410395055004, 4577400712310166393, 13756591310280059371L, 4709495447197057024, 3618418210673917944)",
2018/07/18/15:57:08.551320,38591,1531943828,550650027,,1,254,26,0,0,70,1,1,27,17778,"(934652911, 65017253581553786, 18362301043821117338L, 4577400712310161821)",
2018/07/18/15:57:08.552928,38592,1531943828,552675378,,1,254,22,0,0,71,1,1,116,45466,"(18439988940557402876L, 18433514152821456099L, 18362021269646606527L)",
2018/07/18/15:57:08.553535,38593,1531943828,553325002,,1,254,14,0,0,72,1,1,29,17999,"(4932278221536117500, 18433258375681511362L)",
2018/07/18/15:57:08.554349,38594,1531943828,554145888,,1,254,42,0,0,73,1,1,150,30616,"(417422475635663, 4342153224053069524, 13600332080634861086L, 13732851688089032766L, 18439988385412266474L, 4709495447197057027)",
2018/07/18/15:57:08.556877,38595,1531943828,556542626,,1,254,20,0,0,74,1,1,74,28308,"(4717723084115377448, 4570957377272357191, 13600332079604498511L)",
2018/07/18/15:57:08.558610,38596,1531943828,558348556,,1,254,28,0,0,75,1,1,30,9862,"(13719859005110502159L, 4589786079992698915, 13675070189545840945L, 13732851688083797314L)",
2018/07/18/15:57:08.559507,38597,1531943828,559257697,,1,254,24,0,0,76,1,1,178,10053,"(4421993959156241044, 1068172128, 0)",
2018/07/18/15:57:08.560280,38598,1531943828,560079159,,1,254,40,0,0,77,1,1,182,54857,"(4395328671878396691, 4883309372021813791, 15015106264498829650L, 0, 0)",
2018/07/18/15:57:08.585602,38599,1531943828,585120867,,1,254,31,0,0,78,1,1,1,4538,"(99638014348753983, 1155370449983, 65535, 71776119061217280)",
2018/07/18/15:57:08.587426,38600,1531943828,587086666,,1,254,6,0,0,79,1,1,125,17130,"(99360697172431711,)",
2018/07/18/15:57:08.588449,38601,1531943828,588176925,,1,254,4,0,0,80,1,1,152,376,"(99360699565735936,)",
2018/07/18/15:57:08.608710,38602,1531943828,608188743,,1,254,2,0,0,81,1,1,42,7302,"(99360699565735936,)",
2018/07/18/15:57:08.610436,38603,1531943828,610058064,,1,254,26,0,0,82,1,1,62,9682,"(13866583255879044301L, 4859181884310992978, 25051641228273562, 71776119061217438)",
2018/07/18/15:57:08.615934,38604,1531943828,612649616,,1,254,51,0,0,83,1,1,87,2372,"(1743390163898090313, 4881388308592085572, 4719772410395055004, 4582851184722580345, 13733825947796785711L, 4708996110004256768, 3618418210673917944)",
2018/07/18/15:57:08.628460,38605,1531943828,627967859,,1,254,31,0,0,84,1,1,1,58153,"(99638014348753983, 1129600646207, 65535, 4611404543450677248)",
2018/07/18/15:57:08.630537,38606,1531943828,630142328,,1,254,6,0,0,85,1,1,125,52694,"(99360697176101761,)",
2018/07/18/15:57:08.634062,38607,1531943828,631471368,,1,254,4,0,0,86,1,1,152,42343,"(99360699565735936,)",
2018/07/18/15:57:08.634094,38608,1531943828,632237822,,1,254,12,0,0,87,1,1,168,13279,"(4650114586575017584, 1129576398848)",
2018/07/18/15:57:08.634112,38609,1531943828,633069588,,1,254,12,0,0,88,1,1,2,2971,"(1531943828521000, 1129577333598)",
2018/07/18/15:57:08.650766,38610,1531943828,650301184,,1,254,26,0,0,89,1,1,27,837,"(934770719, 88098175902417003, 18362301052408758233L, 4611404543450677663)",
2018/07/18/15:57:08.652420,38611,1531943828,652005803,,1,254,22,0,0,90,1,1,116,22186,"(18442522172398125938L, 18423381294183546100L, 18362021295416344768L)",
2018/07/18/15:57:08.653920,38612,1531943828,653378106,,1,254,14,0,0,91,1,1,29,59322,"(4932280738386953074, 18423125272224084505L)",
2018/07/18/15:57:08.671733,38613,1531943828,671235390,,1,254,31,0,0,92,1,1,1,45060,"(99638014348753983, 1138190580799, 65535, 4611404543450677248)",
2018/07/18/15:57:08.674682,38614,1531943828,674307288,,1,254,6,0,0,93,1,1,125,32146,"(99360697172628292,)",
2018/07/18/15:57:08.675853,38615,1531943828,675508842,,1,254,4,0,0,94,1,1,152,55981,"(99360699565735936,)",
2018/07/18/15:57:08.676911,38616,1531943828,676483038,,1,254,2,0,0,95,1,1,42,39591,"(99360699565735936,)",
2018/07/18/15:57:08.688081,38617,1531943828,687626196,,1,254,26,0,0,96,1,1,62,46480,"(13869645698557427056L, 4864645331819629117, 25051641227666585, 4611404543450677407)",
2018/07/18/15:57:08.695825,38618,1531943828,693478732,,1,254,51,0,0,97,1,1,87,784,"(1743390163898090392, 4881388308592085572, 4719772410395055004, 4587655036923679609, 13696204130227892097L, 4708000721268637696, 3618418210673917944)",
2018/07/18/15:57:08.729746,38619,1531943828,729273588,,1,254,31,0,0,98,1,1,1,30993,"(99638014348753983, 1125305678911, 65535, 4611404543450677248)",
2018/07/18/15:57:08.733102,38620,1531943828,732194224,,1,254,6,0,0,99,1,1,125,13621,"(99360697168171924,)",
2018/07/18/15:57:08.733684,38621,1531943828,733230499,,1,254,4,0,0,100,1,1,152,13872,"(99360699565735936,)",
2018/07/18/15:57:08.746534,38622,1531943828,746152324,,1,254,2,0,0,101,1,1,42,42426,"(99360699565735936,)",
2018/07/18/15:57:08.748230,38623,1531943828,747856879,,1,254,30,0,0,102,1,1,24,7987,"(934830000, 15015106131354843508L, 30399550888217332, 4611425451915281955)",
2018/07/18/15:57:08.784154,38624,1531943828,783528344,,1,254,26,0,0,103,1,1,62,32844,"(13870906709558889021L, 4865255766931475005, 25051645521980214, 4611425451915280543)",
2018/07/18/15:57:08.789268,38625,1531943828,788351356,,1,254,51,0,0,104,1,1,87,42519,"(1743390163898090472, 4881388308592085572, 4719772410395055004, 4592042638074319737, 13609754195270385217L, 4707805381861048320, 3618418210673917944)",
2018/07/18/15:57:08.790981,38626,1531943828,790508706,,1,254,28,0,0,105,1,1,33,33316,"(1743448790201680872, 1693466151117100, 438257161508798783, 4592042638122352638)",
2018/07/18/15:57:08.795236,38627,1531943828,794433457,,1,254,28,0,0,106,1,1,32,36604,"(4847148641129743338, 13998844256966934666L, 4717870534610269811, 4592042640775548757)",
2018/07/18/15:57:08.797870,38628,1531943828,796904755,,1,254,26,0,0,107,1,1,27,56780,"(934890587, 88942351725625476, 18369056511977455626L, 4592042640775512494)",
2018/07/18/15:57:08.799602,38629,1531943828,799100440,,1,254,22,0,0,108,1,1,116,7503,"(8726106531054570, 18415500239649242224L, 18368776746397991104L)",
2018/07/18/15:57:08.802505,38630,1531943828,801977973,,1,254,14,0,0,109,1,1,29,17067,"(4932274587993785322, 18415243964286007457L)",
2018/07/18/15:57:08.804221,38631,1531943828,803671488,,1,254,31,0,0,110,1,1,1,22772,"(99638014348753983, 1159665417279, 65535, 4611404543450677248)",
2018/07/18/15:57:08.806471,38632,1531943828,806123618,,1,254,6,0,0,111,1,1,125,32158,"(99360697174528887,)",
2018/07/18/15:57:08.807571,38633,1531943828,807270003,,1,254,4,0,0,112,1,1,152,63041,"(99360699565735936,)",
2018/07/18/15:57:08.808403,38634,1531943828,808152297,,1,254,2,0,0,113,1,1,42,32517,"(99360699565735936,)",
2018/07/18/15:57:08.809587,38635,1531943828,809308762,,1,254,31,0,0,114,1,1,1,10141,"(99638014348753983, 1159665417279, 65535, 4611404543450677248)",
2018/07/18/15:57:08.811042,38636,1531943828,810776872,,1,254,6,0,0,115,1,1,125,63660,"(99360697174659959,)",
2018/07/18/15:57:08.811987,38637,1531943828,811752924,,1,254,4,0,0,116,1,1,152,51620,"(99360699565735936,)",
2018/07/18/15:57:08.812677,38638,1531943828,812409716,,1,254,2,0,0,117,1,1,42,4211,"(99360699565735936,)",
2018/07/18/15:57:08.831825,38639,1531943828,824368897,,1,254,26,0,0,118,1,1,62,26188,"(13871086853372185149L, 4865255766931475005, 25051645521980214, 4611404543450677407)",
2018/07/18/15:57:08.831861,38640,1531943828,825962253,,1,254,51,0,0,119,1,1,87,4121,"(1743390163898090512, 4881388308592085572, 4719772410395055004, 4594389597183415161, 4369849987479725347, 4707805381861048320, 3618418210673917944)",
2018/07/18/15:57:08.831879,38641,1531943828,827587705,,1,254,21,0,0,120,1,1,36,52938,"(432914957566861526, 440515060276397500, 4719772409617712604)",
2018/07/18/15:57:08.831893,38642,1531943828,828721419,,1,254,22,0,0,121,1,1,35,7054,"(436855670731326480, 573091397803378222, 4719772409617712095)",
2018/07/18/15:57:08.831905,38643,1531943828,829653536,,1,254,42,0,0,122,1,1,65,53562,"(436855670731326480, 573091397803378222, 426159617453851615, 426159617419642346, 99223018, 4707805381861048336)",
2018/07/18/15:57:08.831917,38644,1531943828,830476630,,1,254,28,0,0,123,1,1,163,2687,"(13588023269126788250L, 1005157705, 4435386011882618880, 426159618375205490)",
2018/07/18/15:57:08.831929,38645,1531943828,831150221,,1,254,3,0,0,124,1,1,165,23483,"(13588023269126050625L,)",
2018/07/18/15:57:08.834947,38646,1531943828,834615779,,1,254,22,0,0,125,1,1,136,18847,"(15015108467817052537L, 4791880139810297286, 4435202651138818148)",
2018/07/18/15:57:08.856889,38647,1531943828,856496213,,1,254,22,0,0,126,1,1,193,11322,"(4457513929236480186, 4439686580834267239, 4435204777147629568)",
2018/07/18/15:57:08.858179,38648,1531943828,857848197,,1,254,32,0,0,127,1,1,241,27687,"(934970890, 4634147345540892295, 1082190112, 0)",
2018/07/18/15:57:08.860889,38649,1531943828,858841624,,1,254,26,0,0,128,1,1,27,65037,"(934970958, 92882709339766914, 18369056511976210479L, 430)",
2018/07/18/15:57:08.860926,38650,1531943828,860023722,,1,254,22,0,0,129,1,1,116,44651,"(5911318109242426, 18410433806033222724L, 18368776746397991104L)",
2018/07/18/15:57:08.862878,38651,1531943828,861874099,,1,254,14,0,0,130,1,1,29,57017,"(4932274587993785403, 18410458889681926305L)",
2018/07/18/15:57:08.885906,38652,1531943828,885504912,,1,254,31,0,0,131,1,1,1,18126,"(99638014348753983, 1146780515391, 65535, 71776119061217280)",
2018/07/18/15:57:08.888366,38653,1531943828,888033009,,1,254,6,0,0,132,1,1,125,48438,"(99360697172759348,)",
2018/07/18/15:57:08.889349,38654,1531943828,889076580,,1,254,4,0,0,133,1,1,152,44608,"(99360699565735936,)",
2018/07/18/15:57:08.890112,38655,1531943828,889836571,,1,254,2,0,0,134,1,1,42,12108,"(99360699565735936,)",
2018/07/18/15:57:08.891229,38656,1531943828,890964301,,1,254,26,0,0,135,1,1,62,63337,"(13871266997191143588L, 4865722110185486418, 25051645521233166, 71776119061217440)",
2018/07/18/15:57:08.896367,38657,1531943828,895326359,,1,254,51,0,0,136,1,1,87,45382,"(1743390163898090574, 4881388308592085572, 4719772410395055004, 4597695304662127481, 4431109866231811649, 4707656153222348800, 3618418210673917944)",
2018/07/18/15:57:08.898543,38658,1531943828,897511964,,1,254,20,0,0,137,1,1,74,57545,"(4718402504991503444, 4541826752997302927, 4719772409487294541)",
2018/07/18/15:57:08.898581,38659,1531943828,897990422,,1,254,28,0,0,138,1,1,30,28012,"(13692330502421103695L, 4588576312251471371, 4324243726875289211, 4597695307383582909)",
2018/07/18/15:57:08.901946,38660,1531943828,901299214,,1,254,24,0,0,139,1,1,178,15722,"(4400781936013387996, 1067993552, 0)",
2018/07/18/15:57:08.903145,38661,1531943828,902840699,,1,254,40,0,0,140,1,1,182,163,"(4360986422610816524, 4883309372021532120, 15015108785644632448L, 0, 0)",
2018/07/18/15:57:08.904055,38662,1531943828,903791663,,1,254,31,0,0,141,1,1,1,8740,"(99638014348753983, 1142485548095, 65535, 71776119061217280)",
2018/07/18/15:57:08.905491,38663,1531943828,905182142,,1,254,6,0,0,142,1,1,125,34031,"(99360697172759422,)",
2018/07/18/15:57:08.906419,38664,1531943828,906128530,,1,254,4,0,0,143,1,1,152,19056,"(99360699565735936,)",
2018/07/18/15:57:08.909471,38665,1531943828,908564020,,1,254,2,0,0,144,1,1,42,49736,"(99360699565735936,)",
2018/07/18/15:57:08.911855,38666,1531943828,911305586,,1,254,26,0,0,145,1,1,62,4084,"(13871357066950308004L, 4865722110185486418, 25051645521233166, 71776119061217440)",
2018/07/18/15:57:08.917320,38667,1531943828,916583282,,1,254,51,0,0,146,1,1,87,31790,"(1743390163898090612, 4881388308592085572, 4719772410395055004, 4599762743004631929, 4451395967433445528, 4707656153222348800, 3618418210673917944)",
2018/07/18/15:57:08.949831,38668,1531943828,949427389,,1,254,26,0,0,147,1,1,27,57879,"(935070833, 63890657888501878, 18372152749605322737L, 4599762743004627382)",
2018/07/18/15:57:08.950825,38669,1531943828,950588751,,1,254,22,0,0,148,1,1,116,38647,"(18429011493775099038L, 18411840953276365829L, 18371872988323119333L)",
2018/07/18/15:57:08.951638,38670,1531943828,951395173,,1,254,14,0,0,149,1,1,29,27624,"(4932278144226706591, 18411584785293780546L)",
2018/07/18/15:57:08.983951,38671,1531943828,983505370,,1,254,31,0,0,150,1,1,1,26104,"(99638014348753983, 1159665417279, 65535, 4611404543450677248)",
2018/07/18/15:57:08.986285,38672,1531943828,985900476,,1,254,6,0,0,151,1,1,125,16205,"(99360697175315273,)",
2018/07/18/15:57:08.987472,38673,1531943828,987091309,,1,254,4,0,0,152,1,1,152,23558,"(99360699565735936,)",
2018/07/18/15:57:08.988342,38674,1531943828,988031778,,1,254,2,0,0,153,1,1,42,33649,"(99360699565735936,)",
2018/07/18/15:57:08.989719,38675,1531943828,989396145,,1,254,30,0,0,154,1,1,24,23171,"(935029000, 15015107720492743050L, 30399550888217362, 4611425451911087657)",
2018/07/18/15:57:08.991141,38676,1531943828,990764512,,1,254,26,0,0,155,1,1,62,9944,"(13872077646503031603L, 4865634063355897446, 25051645520486118, 4611425451911086241)",
2018/07/18/15:57:08.993454,38677,1531943828,992811079,,1,254,51,0,0,156,1,1,87,45162,"(1743390163898090674, 4881388308592085572, 4719772410395055004, 4602844167291147129, 4464084533481471262, 4707684328207810560, 3618418210673917944)",
2018/07/18/15:57:08.995258,38678,1531943828,994821966,,1,254,28,0,0,157,1,1,33,24957,"(1743448927640634546, 1693294352425628, 440509090171502875, 4602844167328301067)",
2018/07/18/15:57:09.002998,38679,1531943829,64718,,1,254,28,0,0,158,1,1,32,9830,"(4847258575112651972, 13998799967263731274L, 4718296535239134577, 4602844167863063922)",
2018/07/18/15:57:09.008078,38680,1531943829,7612817,,1,254,31,0,0,159,1,1,1,33690,"(99638014348753983, 1159665417279, 65535, 4611404543450677248)",
2018/07/18/15:57:09.008659,38681,1531943829,7969356,,1,254,6,0,0,160,1,1,125,44953,"(99360697173414717,)",
2018/07/18/15:57:09.009834,38682,1531943829,9475930,,1,254,4,0,0,161,1,1,152,26268,"(99360699565735936,)",
2018/07/18/15:57:09.012743,38683,1531943829,12352535,,1,254,2,0,0,162,1,1,42,9145,"(99360699565735936,)",
2018/07/18/15:57:09.014300,38684,1531943829,13928515,,1,254,26,0,0,163,1,1,62,27530,"(13872077646503031603L, 4865634063355897446, 25051645520486118, 4611404543450677409)",
2018/07/18/15:57:09.016459,38685,1531943829,16098377,,1,254,51,0,0,164,1,1,87,835,"(1743390163898090712, 4881388308592085572, 4719772410395055004, 4604503897273144185, 4462174870762608598, 4707684328207810560, 3618418210673917944)",
2018/07/18/15:57:09.018382,38686,1531943829,17483384,,1,254,12,0,0,165,1,1,168,49613,"(4649405423049350414, 4881388305096114176)",
2018/07/18/15:57:09.020201,38687,1531943829,19424160,,1,254,12,0,0,166,1,1,2,21055,"(1531943828899000, 4881388305097049304)",
2018/07/18/15:57:09.031554,38688,1531943829,31055249,,1,254,26,0,0,167,1,1,27,339,"(935149914, 86690109527031931, 18375530419261800403L, 4604503897273139645)",
2018/07/18/15:57:09.034716,38689,1531943829,32985017,,1,254,22,0,0,168,1,1,116,22851,"(18437737145038685421L, 18415781504171899919L, 18375250705224237271L)",
2018/07/18/15:57:09.034750,38690,1531943829,33791855,,1,254,14,0,0,169,1,1,29,58022,"(4932275584426198253, 18415525430672993659L)",
2018/07/18/15:57:09.035687,38691,1531943829,35298813,,1,254,31,0,0,170,1,1,1,61666,"(99638014348753983, 1125305678911, 65535, 4611404543450677248)",
2018/07/18/15:57:09.038417,38692,1531943829,36929641,,1,254,6,0,0,171,1,1,125,25401,"(99360697170531111,)",
2018/07/18/15:57:09.053571,38693,1531943829,53206977,,1,254,4,0,0,172,1,1,152,27470,"(99360699565735936,)",
2018/07/18/15:57:09.054671,38694,1531943829,54316435,,1,254,2,0,0,173,1,1,42,14925,"(99360699565735936,)",
2018/07/18/15:57:09.056757,38695,1531943829,56247931,,1,254,26,0,0,174,1,1,62,19270,"(13872167716262196019L, 4865634063355897446, 25051645520486118, 4611404543450677409)",
2018/07/18/15:57:09.061555,38696,1531943829,60310057,,1,254,51,0,0,175,1,1,87,19956,"(1743390163898090754, 4881388308592085572, 4719772410395055004, 4606673311024157561, 4468847987220218473, 4707684328207810560, 3618418210673917944)",
2018/07/18/15:57:09.073189,38697,1531943829,72325590,,1,254,9,0,0,176,1,1,0,16860,"(349313748927774735, 4881388308592085507)",
2018/07/18/15:57:09.074922,38698,1531943829,74537883,,1,254,31,0,0,177,1,1,1,5123,"(99638014348753983, 1138190580799, 65535, 4611404543450677248)",
2018/07/18/15:57:09.078040,38699,1531943829,76480131,,1,254,6,0,0,178,1,1,125,866,"(99360697173414769,)",
2018/07/18/15:57:09.078075,38700,1531943829,77736435,,1,254,48,0,0,179,1,1,174,35001,"(4718520414700178506, 4814674757378373583, 4608012439475619005, 0, 4812096202906128737, 3856831416898158592)",
2018/07/18/15:57:09.092410,38701,1531943829,91968484,,1,254,4,0,0,180,1,1,152,60176,"(4718520416354697216,)",
2018/07/18/15:57:09.092457,38702,1531943829,92205186,,1,254,2,0,0,181,1,1,42,20840,"(4718520416354697216,)",
2018/07/18/15:57:09.092790,38703,1531943829,92341216,,1,254,26,0,0,182,1,1,62,17203,"(13870546421945005506L, 4860722703828401520, 25051645519692379, 161)",
2018/07/18/15:57:09.098760,38704,1531943829,96780105,,1,254,51,0,0,183,1,1,87,44453,"(1743390163898090792, 4881388308592085572, 4719772410395055004, 4607982326861665145, 4469477874238974798, 4708749578881466368, 3618418210673917944)",
2018/07/18/15:57:09.106742,38705,1531943829,106169622,,1,254,31,0,0,184,1,1,1,60257,"(99638014348753983, 1129600646207, 65535, 4611404543450677248)",
2018/07/18/15:57:09.109398,38706,1531943829,108996851,,1,254,6,0,0,185,1,1,125,606,"(99360697177805623,)",
2018/07/18/15:57:09.136893,38707,1531943829,136494433,,1,254,4,0,0,186,1,1,152,12485,"(99360699565735936,)",
2018/07/18/15:57:09.138042,38708,1531943829,137633555,,1,254,2,0,0,187,1,1,42,55113,"(99360699565735936,)",
2018/07/18/15:57:09.147666,38709,1531943829,139148097,,1,254,26,0,0,188,1,1,62,55436,"(13870546421945005506L, 4860722703828401520, 25051645519692379, 4611404543450677409)",
2018/07/18/15:57:09.149124,38710,1531943829,141841600,,1,254,51,0,0,189,1,1,87,39315,"(1743390163898090834, 4881388308592085572, 4719772410395055004, 4609909972608619385, 4471720603081744354, 4708749578881466368, 3618418210673917944)",
2018/07/18/15:57:09.149152,38711,1531943829,143969926,,1,254,26,0,0,190,1,1,27,46227,"(935250835, 95978740808941706, 18378345199095644094L, 4609909972608614850)",
2018/07/18/15:57:09.152062,38712,1531943829,151629575,,1,254,22,0,0,191,1,1,116,23150,"(18439989052226553170L, 18423662700442352680L, 18378065459287097570L)",
2018/07/18/15:57:09.152121,38713,1531943829,151789733,,1,254,14,0,0,192,1,1,29,38720,"(4932278333205267817, 18423406730022345962L)",
2018/07/18/15:57:09.174428,38714,1531943829,173984309,,1,254,21,0,0,193,1,1,36,8079,"(432352007613800951, 436292871200703940, 18378065279037212124L)",
2018/07/18/15:57:09.175774,38715,1531943829,175446371,,1,254,22,0,0,194,1,1,35,35337,"(436855670731326841, 573091397803378222, 18378064179525583839L)",
2018/07/18/15:57:09.176889,38716,1531943829,176580821,,1,254,42,0,0,195,1,1,65,2643,"(436855670731326841, 573091397803378222, 426159617453851615, 426159617419642346, 99223018, 4708749578881466384)",
2018/07/18/15:57:09.177857,38717,1531943829,177558953,,1,254,31,0,0,196,1,1,1,57063,"(99638014348753983, 1189730188351, 65535, 432064089250856960)",
2018/07/18/15:57:09.179482,38718,1531943829,179143989,,1,254,6,0,0,197,1,1,125,19762,"(99360697172628361,)",
2018/07/18/15:57:09.192455,38719,1531943829,192041783,,1,254,4,0,0,198,1,1,152,40484,"(99360699565735936,)",
2018/07/18/15:57:09.193654,38720,1531943829,193239880,,1,254,2,0,0,199,1,1,42,30623,"(99360699565735936,)",
2018/07/18/15:57:09.195113,38721,1531943829,194698358,,1,254,30,0,0,200,1,1,24,45320,"(935249000, 15015109322515544484L, 30399550888217362, 432084997704517181)",
2018/07/18/15:57:09.196715,38722,1531943829,196337474,,1,254,26,0,0,201,1,1,62,54221,"(13865322242771370639L, 4856121050097642373, 25051645518898640, 432084997704515746)",
2018/07/18/15:57:09.200511,38723,1531943829,198478184,,1,254,51,0,0,202,1,1,87,50578,"(1743390163898090892, 4881388308592085572, 4719772410395055004, 4611745727530275705, 4470718204959548314, 4709485843650183168, 3618418210673917944)",
2018/07/18/15:57:09.207529,38724,1531943829,206829217,,1,254,28,0,0,203,1,1,33,1765,"(1743449108029261218, 1693122553734229, 444168376537891055, 4611745727558057999)",
2018/07/18/15:57:09.229595,38725,1531943829,229092208,,1,254,28,0,0,204,1,1,32,24420,"(4847390860105369012, 13998749157799711546L, 4718898990303823065, 4611745728105665078)",
2018/07/18/15:57:09.231919,38726,1531943829,231468339,,1,254,31,0,0,205,1,1,1,48184,"(99638014348753983, 1146780515391, 65535, 4683462137488605184)",
2018/07/18/15:57:09.234283,38727,1531943829,233832725,,1,254,6,0,0,206,1,1,125,42531,"(99360697175446420,)",
2018/07/18/15:57:09.235812,38728,1531943829,235184229,,1,254,4,0,0,207,1,1,152,44051,"(99360699565735936,)",
2018/07/18/15:57:09.236617,38729,1531943829,236270520,,1,254,2,0,0,208,1,1,42,1358,"(99360699565735936,)",
2018/07/18/15:57:09.258857,38730,1531943829,258345800,,1,254,26,0,0,209,1,1,62,63879,"(13865322242771370639L, 4856121050097642373, 25051645518898640, 4683462137488605346)",
2018/07/18/15:57:09.270162,38731,1531943829,266937183,,1,254,51,0,0,210,1,1,87,9636,"(1743390163898090954, 4881388308592085572, 4719772410395055004, 4612372204344972153, 4480093190853838912, 4709485843650183168, 3618418210673917944)",
2018/07/18/15:57:09.276059,38732,1531943829,267793748,,1,254,26,0,0,211,1,1,27,8201,"(935370711, 107519219149701253, 18382004403859816360L, 4612372204344967627)",
2018/07/18/15:57:09.276096,38733,1531943829,268594826,,1,254,22,0,0,212,1,1,116,17217,"(18440833451386881482L, 18432951250123291658L, 18381724603920810227L)",
2018/07/18/15:57:09.276111,38734,1531943829,269789532,,1,254,14,0,0,213,1,1,29,43315,"(4932278483529123274, 18432695399958831675L)",
2018/07/18/15:57:09.276126,38735,1531943829,273082035,,1,254,9,0,0,150,255,190,0,7244,"(8821862825984, 18432695399958831619L)",
2018/07/18/15:57:09.276138,38736,1531943829,275393015,,1,253,9,0,0,151,255,190,0,7298,"(8821862825984, 18432695399958831619L)",
2018/07/18/15:57:09.279052,38737,1531943829,277439486,,1,254,31,0,0,214,1,1,1,9394,"(99638014348753983, 1159665417279, 65535, 4683462137488605184)",
2018/07/18/15:57:09.283522,38738,1531943829,279905279,,1,254,6,0,0,215,1,1,125,54746,"(99360697173218119,)",
