%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1531943828467413132,2486,1531943828464496528,base_link,-146000.0,293000.0,-418000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828551396194,2487,1531943828550751946,base_link,-126000.0,301000.0,-413000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828651163189,2488,1531943828650479774,base_link,-124000.0,301000.0,-415000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828798330625,2489,1531943828797048209,base_link,-110000.0,277000.0,-430000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828861097885,2490,1531943828858978551,base_link,-110000.0,277000.0,-430000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943828950301458,2491,1531943828949591451,base_link,-107000.0,266000.0,-438000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829031894311,2492,1531943829031233615,base_link,-114000.0,254000.0,-445000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829149166150,2493,1531943829144086020,base_link,-107000.0,244000.0,-450000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829276279468,2494,1531943829267913523,base_link,-100000.0,231000.0,-459000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829357326056,2495,1531943829356645713,base_link,-94000.0,216000.0,-465000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829452629301,2496,1531943829451648385,base_link,-83000.0,202000.0,-471000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829551526326,2497,1531943829550724384,base_link,-88000.0,192000.0,-471000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829641897024,2498,1531943829639473342,base_link,-70000.0,185000.0,-478000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829760828747,2499,1531943829760071348,base_link,-77000.0,175000.0,-477000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829849791750,2500,1531943829848439862,base_link,-67000.0,168000.0,-482000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943829974479210,2501,1531943829973845394,base_link,-70000.0,159000.0,-485000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830048483646,2502,1531943830045834654,base_link,-70000.0,159000.0,-485000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830171252765,2503,1531943830170088203,base_link,-75000.0,144000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830242738000,2504,1531943830242196951,base_link,-82000.0,135000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830363283658,2505,1531943830362743313,base_link,-79000.0,141000.0,-487000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830485794188,2506,1531943830483136909,base_link,-83000.0,143000.0,-484000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830582621097,2507,1531943830579500463,base_link,-93000.0,141000.0,-482000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830666264744,2508,1531943830665714222,base_link,-93000.0,141000.0,-482000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830759268659,2509,1531943830757353131,base_link,-101000.0,137000.0,-484000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830858574962,2510,1531943830858043192,base_link,-101000.0,137000.0,-484000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943830950650089,2511,1531943830950104272,base_link,-109000.0,136000.0,-484000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831059170776,2512,1531943831056875220,base_link,-110000.0,130000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831185601773,2513,1531943831182744016,base_link,-124000.0,122000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831259550244,2514,1531943831258639375,base_link,-124000.0,122000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831353442151,2515,1531943831352651088,base_link,-131000.0,129000.0,-485000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831457092978,2516,1531943831454410451,base_link,-130000.0,139000.0,-485000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831574036763,2517,1531943831572913321,base_link,-133000.0,178000.0,-472000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831665745753,2518,1531943831663202328,base_link,-133000.0,178000.0,-472000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831777493121,2519,1531943831775224605,base_link,-133000.0,211000.0,-459000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831874480798,2520,1531943831873878470,base_link,-133000.0,211000.0,-459000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943831952160104,2521,1531943831949357610,base_link,-126000.0,217000.0,-457000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832069680651,2522,1531943832068964660,base_link,-129000.0,218000.0,-457000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832176084952,2523,1531943832172159944,base_link,-125000.0,217000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832259685755,2524,1531943832258936132,base_link,-127000.0,211000.0,-461000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832378584559,2525,1531943832377562268,base_link,-117000.0,202000.0,-463000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832455665218,2526,1531943832454680622,base_link,-117000.0,202000.0,-463000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832550337374,2527,1531943832547687646,base_link,-128000.0,201000.0,-464000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832649943837,2528,1531943832648776204,base_link,-118000.0,199000.0,-466000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832759239655,2529,1531943832758388881,base_link,-122000.0,193000.0,-467000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832852491380,2530,1531943832851617471,base_link,-118000.0,192000.0,-468000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943832954144763,2531,1531943832949082040,base_link,-113000.0,194000.0,-466000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833056199773,2532,1531943833055014156,base_link,-121000.0,198000.0,-465000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833165214509,2533,1531943833164846481,base_link,-130000.0,202000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833256005018,2534,1531943833252948607,base_link,-130000.0,202000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833354253932,2535,1531943833353519349,base_link,-115000.0,203000.0,-462000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833444791613,2536,1531943833443256848,base_link,-116000.0,198000.0,-463000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833570471265,2537,1531943833569695594,base_link,-106000.0,196000.0,-464000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833713352051,2538,1531943833712654364,base_link,-102000.0,199000.0,-464000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833772008872,2539,1531943833770921782,base_link,-95000.0,208000.0,-463000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833847709742,2540,1531943833847134005,base_link,-95000.0,208000.0,-463000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943833957192439,2541,1531943833956008869,base_link,-102000.0,219000.0,-456000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834055674952,2542,1531943834054755507,base_link,-90000.0,232000.0,-452000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834195207654,2543,1531943834194164147,base_link,-98000.0,232000.0,-450000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834290501855,2544,1531943834287426372,base_link,-89000.0,232000.0,-450000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834349465681,2545,1531943834348751674,base_link,-89000.0,232000.0,-450000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834474737597,2546,1531943834472559032,base_link,-95000.0,232000.0,-450000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834582623420,2547,1531943834581968036,base_link,-104000.0,225000.0,-452000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834666035654,2548,1531943834665346446,base_link,-92000.0,183000.0,-470000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834779116742,2549,1531943834778650155,base_link,-96000.0,168000.0,-472000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834842503490,2550,1531943834839155787,base_link,-96000.0,168000.0,-472000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943834958401088,2551,1531943834957169103,base_link,-105000.0,170000.0,-472000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835054693166,2552,1531943835053386174,base_link,-96000.0,173000.0,-473000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835175763856,2553,1531943835172332186,base_link,-97000.0,174000.0,-474000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835254636947,2554,1531943835253556128,base_link,-97000.0,174000.0,-474000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835405638313,2555,1531943835402637070,base_link,-93000.0,182000.0,-473000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835443779674,2556,1531943835440616385,base_link,-93000.0,182000.0,-473000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835556271525,2557,1531943835554389787,base_link,-94000.0,193000.0,-469000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835677337479,2558,1531943835675401950,base_link,-91000.0,234000.0,-452000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835781983376,2559,1531943835781268633,base_link,-91000.0,234000.0,-452000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835856370441,2560,1531943835854960634,base_link,-102000.0,198000.0,-467000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943835972521511,2561,1531943835964204780,base_link,-102000.0,198000.0,-467000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836053611344,2562,1531943836052712250,base_link,-91000.0,188000.0,-472000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836155755834,2563,1531943836154920900,base_link,-94000.0,193000.0,-473000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836294778725,2564,1531943836294018862,base_link,-114000.0,213000.0,-464000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836378006612,2565,1531943836377159039,base_link,-114000.0,213000.0,-464000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836486395699,2566,1531943836484326572,base_link,-96000.0,223000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836558753062,2567,1531943836557957072,base_link,-96000.0,223000.0,-460000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836673645686,2568,1531943836672888383,base_link,-96000.0,205000.0,-468000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836802312830,2569,1531943836801647718,base_link,-86000.0,203000.0,-470000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836851689352,2570,1531943836849535170,base_link,-86000.0,203000.0,-470000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943836951245042,2571,1531943836950615961,base_link,-88000.0,212000.0,-465000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837051595187,2572,1531943837050793660,base_link,-89000.0,228000.0,-456000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837163186925,2573,1531943837159564505,base_link,-89000.0,228000.0,-456000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837311931526,2574,1531943837309977245,base_link,-93000.0,238000.0,-450000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837362322308,2575,1531943837358889710,base_link,-93000.0,238000.0,-450000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837444352004,2576,1531943837442040448,base_link,-100000.0,236000.0,-449000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837559285237,2577,1531943837557707785,base_link,-98000.0,230000.0,-452000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837667580312,2578,1531943837666619043,base_link,-98000.0,218000.0,-457000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837756930079,2579,1531943837755775085,base_link,-98000.0,218000.0,-457000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837839752885,2580,1531943837838057609,base_link,-102000.0,216000.0,-456000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943837980631405,2581,1531943837974079420,base_link,-114000.0,216000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838086713004,2582,1531943838084642021,base_link,-104000.0,214000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838156062662,2583,1531943838154689399,base_link,-104000.0,214000.0,-458000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838235099980,2584,1531943838234422516,base_link,-114000.0,210000.0,-459000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838376756606,2585,1531943838376279811,base_link,-110000.0,204000.0,-462000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838454893966,2586,1531943838453938074,base_link,-112000.0,200000.0,-463000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838556195623,2587,1531943838555497776,base_link,-106000.0,194000.0,-465000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838655185340,2588,1531943838654464805,base_link,-109000.0,187000.0,-469000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838774590682,2589,1531943838773998273,base_link,-112000.0,175000.0,-474000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838851705335,2590,1531943838850165258,base_link,-112000.0,175000.0,-474000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943838990855911,2591,1531943838990273390,base_link,-121000.0,168000.0,-476000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839052354850,2592,1531943839051770185,base_link,-121000.0,168000.0,-476000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839163217098,2593,1531943839156803319,base_link,-136000.0,165000.0,-475000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839249157950,2594,1531943839248402375,base_link,-130000.0,163000.0,-477000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839378080940,2595,1531943839376819163,base_link,-126000.0,161000.0,-477000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839452154864,2596,1531943839451286330,base_link,-126000.0,158000.0,-480000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839588505156,2597,1531943839587615919,base_link,-106000.0,152000.0,-478000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839655982007,2598,1531943839655073122,base_link,-106000.0,152000.0,-478000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839752483468,2599,1531943839751773941,base_link,-114000.0,147000.0,-481000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839853961637,2600,1531943839852168219,base_link,-114000.0,147000.0,-481000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943839950362011,2601,1531943839949392231,base_link,-108000.0,131000.0,-484000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840050720547,2602,1531943840050104618,base_link,-108000.0,123000.0,-486000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840199313992,2603,1531943840191125290,base_link,-108000.0,115000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840284801923,2604,1531943840283321397,base_link,-109000.0,105000.0,-490000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840351812285,2605,1531943840350337295,base_link,-109000.0,105000.0,-490000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840476909116,2606,1531943840475949640,base_link,-119000.0,85000.0,-492000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840553195751,2607,1531943840552630605,base_link,-115000.0,61000.0,-494000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840716948725,2608,1531943840715781155,base_link,-121000.0,25000.0,-495000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840775725426,2609,1531943840774521696,base_link,-135000.0,17000.0,-494000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840909808965,2610,1531943840908940783,base_link,-143000.0,9000.0,-493000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943840946785224,2611,1531943840946226831,base_link,-143000.0,9000.0,-493000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841043259649,2612,1531943841039532365,base_link,-136000.0,-6.01301578381e-11,-491000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841145566612,2613,1531943841143195153,base_link,-149000.0,-7000.0,-490000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841272340706,2614,1531943841271299439,base_link,-146000.0,-25000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841344830588,2615,1531943841344340610,base_link,-146000.0,-25000.0,-488000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841450860835,2616,1531943841450141099,base_link,-144000.0,-37000.0,-486000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841565505282,2617,1531943841561065847,base_link,-138000.0,-49000.0,-485000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841657345043,2618,1531943841656461374,base_link,-147000.0,-59000.0,-483000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841758370390,2619,1531943841757723390,base_link,-151000.0,-73000.0,-477000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841875826260,2620,1531943841874717601,base_link,-161000.0,-99000.0,-468000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943841958229463,2621,1531943841957374401,base_link,-161000.0,-99000.0,-468000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842070274007,2622,1531943842069741117,base_link,-171000.0,-114000.0,-461000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842174172474,2623,1531943842172845354,base_link,-185000.0,-133000.0,-449000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842270657942,2624,1531943842270028957,base_link,-185000.0,-133000.0,-449000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842368011239,2625,1531943842367297295,base_link,-196000.0,-141000.0,-438000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842516109912,2626,1531943842514440492,base_link,-197000.0,-172000.0,-423000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842585337338,2627,1531943842583734221,base_link,-202000.0,-175000.0,-420000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842647942572,2628,1531943842647076342,base_link,-202000.0,-175000.0,-420000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842778454736,2629,1531943842777295038,base_link,-198000.0,-183000.0,-420000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842856883780,2630,1531943842854251075,base_link,-198000.0,-183000.0,-420000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943842956218461,2631,1531943842955304552,base_link,-198000.0,-190000.0,-414000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843076909753,2632,1531943843075289420,base_link,-196000.0,-207000.0,-403000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843152736366,2633,1531943843152352690,base_link,-196000.0,-207000.0,-403000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843272959696,2634,1531943843272244024,base_link,-210000.0,-221000.0,-387000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843359171784,2635,1531943843358407025,base_link,-210000.0,-221000.0,-387000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843444257934,2636,1531943843443527063,base_link,-220000.0,-229000.0,-379000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843555653402,2637,1531943843554721925,base_link,-243000.0,-235000.0,-362000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843667853180,2638,1531943843663981930,base_link,-243000.0,-235000.0,-362000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843771321638,2639,1531943843770689422,base_link,-245000.0,-227000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843853870763,2640,1531943843853204915,base_link,-245000.0,-227000.0,-358000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943843952321777,2641,1531943843951610778,base_link,-255000.0,-225000.0,-354000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844063241668,2642,1531943844052923839,base_link,-246000.0,-229000.0,-348000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844153191346,2643,1531943844152611864,base_link,-248000.0,-233000.0,-344000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844249456852,2644,1531943844248854619,base_link,-250000.0,-231000.0,-343000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844373411020,2645,1531943844372621142,base_link,-267000.0,-222000.0,-342000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844445602382,2646,1531943844443135724,base_link,-267000.0,-222000.0,-342000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844534189997,2647,1531943844533286807,base_link,-279000.0,-223000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844667285591,2648,1531943844665509197,base_link,-293000.0,-225000.0,-333000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844734316055,2649,1531943844733717598,base_link,-299000.0,-219000.0,-333000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844859785181,2650,1531943844855646734,base_link,-299000.0,-206000.0,-343000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943844958706272,2651,1531943844957516014,base_link,-303000.0,-188000.0,-350000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845051574796,2652,1531943845049221288,base_link,-310000.0,-167000.0,-361000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845177116308,2653,1531943845176070465,base_link,-312000.0,-125000.0,-380000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845247994727,2654,1531943845238410170,base_link,-312000.0,-125000.0,-380000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845372578171,2655,1531943845371685733,base_link,-314000.0,-104000.0,-386000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845465290666,2656,1531943845464650801,base_link,-311000.0,-82000.0,-394000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845571619543,2657,1531943845570932831,base_link,-305000.0,-64000.0,-399000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845654094368,2658,1531943845650007569,base_link,-316000.0,-42000.0,-404000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845759454744,2659,1531943845758736033,base_link,-308000.0,-24000.0,-407000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845866572092,2660,1531943845865908612,base_link,-313000.0,-10000.0,-410000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943845960499068,2661,1531943845957489280,base_link,-311000.0,1000.0,-412000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943846071436756,2662,1531943846070835035,base_link,-317000.0,9000.0,-416000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531943846177270057,2663,1531943846174266893,base_link,-321000.0,24000.0,-417000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
