%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.des_x,field.des_y,field.des_z,field.meas_x,field.meas_y,field.meas_z
1531943829062296209,2396,1531943829060459688,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.86086940765,15.6880884171,0.129431024194
1531943829098797297,2397,1531943829097597279,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.89720189571,15.7136974335,0.131616383791
1531943829149288196,2398,1531943829141971678,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.950704813,15.7265338898,0.139397412539
1531943829200545550,2399,1531943829198622086,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.00331449509,15.7743167877,0.135919645429
1531943829276539465,2400,1531943829267202395,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.03809094429,15.8301391602,0.168445661664
1531943829292191528,2401,1531943829290980727,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.07104849815,15.8485946655,0.159906938672
1531943829353010365,2402,1531943829352084713,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.07991909981,15.8951807022,0.156823262572
1531943829401596808,2403,1531943829397587354,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.12403655052,15.9481678009,0.12912556529
1531943829451129032,2404,1531943829450558863,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.14283466339,15.9887037277,0.105179592967
1531943829499016027,2405,1531943829498423043,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.16978120804,16.0383167267,0.119121521711
1531943829542596580,2406,1531943829541701999,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.18477916718,16.0434303284,0.122522704303
1531943829562979978,2407,1531943829562471376,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.18950009346,16.0892829895,0.16837580502
1531943829619170743,2408,1531943829618155332,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.18834614754,16.1323490143,0.264808237553
1531943829637578389,2409,1531943829637022396,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.17788147926,16.157409668,0.281090348959
1531943829694618616,2410,1531943829694155390,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.17735886574,16.1967182159,0.356205582619
1531943829757289462,2411,1531943829756658398,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.16364359856,16.256072998,0.376978993416
1531943829812088565,2412,1531943829806061439,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.16210985184,16.2791385651,0.365128457546
1531943829848019803,2413,1531943829844986017,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.14341640472,16.3202171326,0.288211524487
1531943829942650609,2414,1531943829940447084,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.10792088509,16.3839092255,0.150141492486
1531943829969099788,2415,1531943829967119940,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.09745454788,16.4187641144,0.234222620726
1531943829992774793,2416,1531943829992311759,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.09488296509,16.438949585,0.350993067026
1531943830045621761,2417,1531943830045181414,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.11595487595,16.4483661652,0.523968756199
1531943830114191384,2418,1531943830111785526,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.08941507339,16.4866008759,0.534602940083
1531943830211954698,2419,1531943830211274962,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,2.00475001335,16.5474720001,0.342050135136
1531943830238085065,2420,1531943830237243732,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.96507322788,16.5734424591,0.217452198267
1531943830281697459,2421,1531943830280382531,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.91973912716,16.6076011658,0.166554763913
1531943830303469576,2422,1531943830299921107,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.90177297592,16.6134853363,0.157178506255
1531943830346268283,2423,1531943830345429253,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.86199831963,16.6381168365,0.11489212513
1531943830418259592,2424,1531943830416668636,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.74988853931,16.7060165405,0.116000197828
1531943830485955498,2425,1531943830482398934,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.67530298233,16.7334442139,0.128223761916
1531943830517593414,2426,1531943830516690801,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.6229121685,16.7478523254,0.149986505508
1531943830578290590,2427,1531943830577494344,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.52426290512,16.790435791,0.216787040234
1531943830619600932,2428,1531943830618410994,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.50711297989,16.7912902832,0.23697912693
1531943830641464152,2429,1531943830640181639,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.43954122066,16.8075695038,0.310361206532
1531943830730198584,2430,1531943830728180881,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.30911970139,16.8324604034,0.444453775883
1531943830761546968,2431,1531943830756878897,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.23787903786,16.8487911224,0.47828540206
1531943830803956656,2432,1531943830802896285,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.15512788296,16.8634319305,0.484883159399
1531943830853497200,2433,1531943830853043414,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,1.0636421442,16.8827514648,0.476458579302
1531943830895534253,2434,1531943830894430842,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.941100597382,16.8945407867,0.510308563709
1531943830946009506,2435,1531943830943001703,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.849363207817,16.9098300934,0.492708772421
1531943831024791933,2436,1531943831023845224,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.664258599281,16.9404964447,0.476066440344
1531943831057964487,2437,1531943831056395322,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.613444685936,16.9555187225,0.48650214076
1531943831133947493,2438,1531943831133339532,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.390576452017,16.973897934,0.339873969555
1531943831219854794,2439,1531943831219214609,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.196406826377,17.0127601624,0.187507525086
1531943831299009761,2440,1531943831296930586,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0596586130559,17.0226421356,0.000999476178549
1531943831317562526,2441,1531943831316936005,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0157496016473,17.0400981903,-0.0552410446107
1531943831377728381,2442,1531943831377232964,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0829890519381,17.0710163116,-0.245132625103
1531943831406061155,2443,1531943831405410923,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0994738712907,17.0685272217,-0.296487867832
1531943831456107006,2444,1531943831453930233,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.149986714125,17.0822467804,-0.442455291748
1531943831528754917,2445,1531943831527514260,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.180138722062,17.0953159332,-0.618047833443
1531943831570757251,2446,1531943831570227818,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.171508878469,17.0990962982,-0.723540663719
1531943831648459660,2447,1531943831647142716,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.139310985804,17.1077594757,-0.917901694775
1531943831697611283,2448,1531943831696915611,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0898405015469,17.0949001312,-1.00856983662
1531943831774873761,2449,1531943831771871526,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0344728007913,17.0877876282,-0.992503762245
1531943831826374987,2450,1531943831823579853,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.00129594630562,17.0880508423,-0.911252498627
1531943831872114363,2451,1531943831871249958,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.02232122235,17.0913085938,-0.871939659119
1531943831921395584,2452,1531943831918195815,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.026453319937,17.0946941376,-0.729105710983
1531943831952131304,2453,1531943831948893968,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0282111018896,17.1014766693,-0.698684692383
1531943832007084168,2454,1531943832004040397,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0394568741322,17.105922699,-0.582437515259
1531943832046847490,2455,1531943832046215466,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0349599309266,17.1134166718,-0.565501391888
1531943832129143733,2456,1531943832128284256,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.00552929379046,17.1277141571,-0.474810391665
1531943832168903856,2457,1531943832167718142,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.00830702390522,17.1338119507,-0.421692937613
1531943832255837546,2458,1531943832255161138,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0273115057498,17.1397914886,-0.251365989447
1531943832332360036,2459,1531943832331488910,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0550524890423,17.1603736877,-0.0584022067487
1531943832409627988,2460,1531943832409126906,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0744473189116,17.1807556152,-0.00988375395536
1531943832431373162,2461,1531943832429676223,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0668199807405,17.173166275,-0.0139035219327
1531943832473726661,2462,1531943832472679122,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0747311860323,17.1849117279,-0.0202629957348
1531943832524828885,2463,1531943832524296220,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0803183019161,17.1868648529,-0.0668118298054
1531943832594486339,2464,1531943832593550958,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.08961250633,17.2109794617,-0.134127959609
1531943832613002080,2465,1531943832612024396,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0883603915572,17.2160282135,-0.181691870093
1531943832703294514,2466,1531943832698017330,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.10336920619,17.2399349213,-0.30257371068
1531943832748089455,2467,1531943832747210426,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.109416104853,17.2474555969,-0.343033671379
1531943832776867087,2468,1531943832775810972,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.112828865647,17.2514743805,-0.385325878859
1531943832814965150,2469,1531943832813626863,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.114592820406,17.2513141632,-0.423456072807
1531943832919876509,2470,1531943832918675052,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.124073527753,17.2547225952,-0.464795559645
1531943832966956414,2471,1531943832965582511,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.132161155343,17.2669067383,-0.483928233385
1531943833023048242,2472,1531943833022314779,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.13268686831,17.2647628784,-0.514541447163
1531943833054840398,2473,1531943833053451679,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.125045523047,17.2543430328,-0.546386301517
1531943833132893719,2474,1531943833130631826,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.131821557879,17.2514820099,-0.602773845196
1531943833147210792,2475,1531943833146523217,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.134010478854,17.2441444397,-0.596945166588
1531943833224793398,2476,1531943833220493515,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.155164092779,17.2375984192,-0.620104849339
1531943833255889627,2477,1531943833252438245,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.168988391757,17.2442684174,-0.631921231747
1531943833288348368,2478,1531943833287825878,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.176467180252,17.2275562286,-0.633856415749
1531943833326925018,2479,1531943833323582050,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.189677581191,17.2345542908,-0.624519586563
1531943833382426933,2480,1531943833381562240,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.195430606604,17.2319812775,-0.586893320084
1531943833418020259,2481,1531943833417437226,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.202509537339,17.2309265137,-0.541281342506
1531943833474604369,2482,1531943833474006393,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.218768119812,17.237531662,-0.414812237024
1531943833551828292,2483,1531943833546560868,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.237123057246,17.2205638885,-0.29048421979
1531943833616986602,2484,1531943833612247652,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.236980199814,17.2080593109,-0.127404883504
1531943833710887281,2485,1531943833709837150,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.212413787842,17.2011032104,-0.095263004303
1531943833770012897,2486,1531943833769466279,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.165038302541,17.192407608,-0.100793801248
1531943833818233365,2487,1531943833817836634,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.141110107303,17.1905918121,-0.0969840735197
1531943833844771025,2488,1531943833843878844,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.105854406953,17.1873168945,-0.104793325067
1531943833910355154,2489,1531943833909545564,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0504178069532,17.178899765,-0.0770771801472
1531943833945564325,2490,1531943833942657384,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0395163446665,17.1859054565,-0.063510030508
1531943834039687242,2491,1531943834036625616,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0267433878034,17.1772022247,0.00267837382853
1531943834119090180,2492,1531943834116921055,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0918185189366,17.171037674,-0.0427579432726
1531943834166782752,2493,1531943834164757753,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.120013430715,17.1766357422,-0.046731159091
1531943834225870193,2494,1531943834225175289,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.160715639591,17.175157547,-0.0314033851027
1531943834284842436,2495,1531943834283718833,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.18277195096,17.1861743927,0.0130386231467
1531943834316736255,2496,1531943834316208614,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.187324389815,17.1786346436,0.0289815142751
1531943834341324788,2497,1531943834338850546,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.20108422637,17.1855506897,0.0510277487338
1531943834463185546,2498,1531943834462213493,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.237313404679,17.1894989014,0.0519306287169
1531943834493608023,2499,1531943834491325395,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.243729129434,17.1871128082,-0.0498177483678
1531943834579788607,2500,1531943834577145343,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.213723704219,17.1950492859,-0.112840570509
1531943834632221089,2501,1531943834626526982,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.173492953181,17.1954841614,-0.127474427223
1531943834653532734,2502,1531943834653153858,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.135555535555,17.2012271881,-0.152114719152
1531943834767158455,2503,1531943834765020049,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0423914901912,17.2074108124,-0.180122405291
1531943834810862883,2504,1531943834810270187,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.00602251943201,17.2055168152,-0.0866355448961
1531943834838395604,2505,1531943834838089752,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.00525146955624,17.2117500305,-0.0450230389833
1531943834872009084,2506,1531943834871548353,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0233499035239,17.2020015717,-0.00355189060792
1531943834947560644,2507,1531943834946567088,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0527381449938,17.2073783875,0.0570390969515
1531943834986903334,2508,1531943834984319205,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.059700652957,17.2009754181,0.0688897892833
1531943835013801471,2509,1531943835013390212,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0735460147262,17.1992874146,0.102231018245
1531943835053536412,2510,1531943835052762502,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0889757424593,17.2038345337,0.117889739573
1531943835074943256,2511,1531943835074572061,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.1091189906,17.2034378052,0.113890022039
1531943835136274416,2512,1531943835135769814,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.137396782637,17.2004680634,0.116697229445
1531943835197954211,2513,1531943835196269303,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.169075444341,17.2074356079,0.0419043600559
1531943835244494126,2514,1531943835243224797,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.195097848773,17.2116088867,-0.00180903240107
1531943835310303535,2515,1531943835307123541,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.246835902333,17.2272377014,-0.108263172209
1531943835421501865,2516,1531943835418739210,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.274813473225,17.2503509521,-0.128995344043
1531943835440134215,2517,1531943835439810090,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.283354818821,17.2648735046,-0.105878725648
1531943835477890076,2518,1531943835476234384,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.27955326438,17.2688560486,-0.025297164917
1531943835556164326,2519,1531943835553065067,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.308596342802,17.292350769,0.0229024160653
1531943835577338789,2520,1531943835574621542,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.314576894045,17.2952804565,0.0352197289467
1531943835608462763,2521,1531943835606877214,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.336765825748,17.3082199097,0.0779681801796
1531943835674930820,2522,1531943835670304316,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.384464859962,17.3356456757,0.256745159626
1531943835712549147,2523,1531943835711760453,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.409801661968,17.3401222229,0.571378648281
1531943835763806349,2524,1531943835759310755,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.428423404694,17.3501701355,0.78096473217
1531943835820206304,2525,1531943835818209336,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.453436553478,17.3684749603,1.08888626099
1531943835853679882,2526,1531943835852883955,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.460487276316,17.3727493286,1.28229212761
1531943835931217308,2527,1531943835930804385,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.45482057333,17.3627204895,1.46667826176
1531943835958470386,2528,1531943835955606516,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.46029868722,17.3781108856,1.49687862396
1531943835995828652,2529,1531943835994690970,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.454314142466,17.3789405823,1.559065938
1531943836048922472,2530,1531943836048389071,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.454097151756,17.3949508667,1.56642019749
1531943836103281750,2531,1531943836101459532,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.433853626251,17.4148349762,1.59734725952
1531943836122250192,2532,1531943836121486265,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.423011064529,17.4267272949,1.622158885
1531943836186875521,2533,1531943836186636388,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.382940739393,17.4683933258,1.62948715687
1531943836291008339,2534,1531943836290710198,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.30865201354,17.556230545,1.58513271809
1531943836356229564,2535,1531943836355098538,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.240595847368,17.6147289276,1.57012617588
1531943836389858821,2536,1531943836389352331,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.20542691648,17.6627960205,1.54262280464
1531943836423775594,2537,1531943836423359471,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.161033645272,17.7051868439,1.53369152546
1531943836496157597,2538,1531943836495631491,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.116137176752,17.7661380768,1.51950228214
1531943836555300048,2539,1531943836554193597,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.08768812567,17.8386745453,1.49342596531
1531943836579023024,2540,1531943836578433368,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.067959010601,17.857881546,1.47964143753
1531943836596810137,2541,1531943836595792581,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.069082506001,17.9108829498,1.41773808002
1531943836657677399,2542,1531943836656444582,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0563656128943,17.9792251587,1.32122159004
1531943836712456127,2543,1531943836711172047,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0364009998739,18.0392971039,1.21473276615
1531943836784956305,2544,1531943836783540482,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,-0.0128464540467,18.1023426056,1.12314331532
1531943836818478043,2545,1531943836817824610,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.00353221828118,18.1128540039,1.08136594296
1531943836837693426,2546,1531943836835972455,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0263238176703,18.1556720734,1.00726652145
1531943836912320873,2547,1531943836909861575,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.0799813643098,18.2000236511,0.90677267313
1531943836950363036,2548,1531943836949714564,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.128737702966,18.2208118439,0.875485301018
1531943836998661459,2549,1531943836998265752,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.195916026831,18.2644538879,0.812712371349
1531943837030797870,2550,1531943837030193877,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.25315669179,18.2785739899,0.741109788418
1531943837093587511,2551,1531943837092920575,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.322798967361,18.306810379,0.648346424103
1531943837160387567,2552,1531943837157076247,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.36975133419,18.325553894,0.567717671394
1531943837183957234,2553,1531943837181199347,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.40404433012,18.353061676,0.486431598663
1531943837217719513,2554,1531943837217370525,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.433923721313,18.373336792,0.417606174946
1531943837300858027,2555,1531943837299942455,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.484499335289,18.389465332,0.28288897872
1531943837327910884,2556,1531943837327602312,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.502740561962,18.408372879,0.218386262655
1531943837356953157,2557,1531943837356434155,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.52357262373,18.4059181213,0.18144787848
1531943837405523289,2558,1531943837404731107,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.53999876976,18.423833847,0.108051598072
1531943837441518278,2559,1531943837437159483,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.554999530315,18.4307479858,0.0549702048302
1531943837524961109,2560,1531943837524175550,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.584534287453,18.4326267242,-0.071614138782
1531943837555953246,2561,1531943837554114356,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.601128995419,18.439207077,-0.136060670018
1531943837596509747,2562,1531943837594277358,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.623084306717,18.448884964,-0.219893142581
1531943837656552829,2563,1531943837655938724,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.658992350101,18.4366016388,-0.349333047867
1531943837723642449,2564,1531943837722376417,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.682013332844,18.4214439392,-0.462882369757
1531943837754220928,2565,1531943837753542760,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.693600833416,18.4082870483,-0.536828815937
1531943837819171822,2566,1531943837817835390,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.716804206371,18.3730983734,-0.643653154373
1531943837839570839,2567,1531943837836242655,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.720200896263,18.3713302612,-0.673716187477
1531943837923269539,2568,1531943837921523768,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.745471417904,18.3289146423,-0.732969820499
1531943837972467824,2569,1531943837971574266,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.749920964241,18.3184204102,-0.718365013599
1531943838012790056,2570,1531943838011933362,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.748526751995,18.3018302917,-0.696459472179
1531943838079383748,2571,1531943838078366960,NED,5,3.00000010611e-06,16.0,3.67394031065e-22,0.749076664448,18.2654380798,-0.676926255226
1531943838120152600,2572,1531943838119676254,NED,5,-0.000694999995176,16.0,-8.51129494614e-20,0.74981200695,18.2463684082,-0.660793066025
1531943838154092606,2573,1531943838152057687,NED,5,-0.000694999995176,16.0,-8.51129494614e-20,0.745031237602,18.2485561371,-0.647838592529
1531943838190514086,2574,1531943838189934989,NED,5,-0.000694999995176,16.0,-8.51129494614e-20,0.752864301205,18.2218055725,-0.647310137749
1531943838213062390,2575,1531943838211667495,NED,5,-0.000694999995176,16.0,-8.51129494614e-20,0.746391117573,18.2244739532,-0.647683739662
1531943838317792262,2576,1531943838316436022,NED,5,-0.101274006069,15.9996795654,-1.24024880243e-17,0.763765573502,18.1739559174,-0.669910728931
1531943838397658529,2577,1531943838397364069,NED,5,-0.101274006069,15.9996795654,-1.24024880243e-17,0.773521721363,18.1564044952,-0.626137375832
1531943838426572004,2578,1531943838423913540,NED,5,-0.101274006069,15.9996795654,-1.24024880243e-17,0.775235414505,18.1381416321,-0.556642174721
1531943838489073106,2579,1531943838488764117,NED,5,-0.101274006069,15.9996795654,-1.24024880243e-17,0.764853596687,18.1226177216,-0.412126868963
1531943838528077979,2580,1531943838527393251,NED,5,-0.101274006069,15.9996795654,-1.24024880243e-17,0.767003953457,18.0904960632,-0.30614221096
1531943838583663995,2581,1531943838583237569,NED,5,-0.279970020056,15.9975500107,-3.4286437867e-17,0.76007682085,18.0788097382,-0.249007701874
1531943838619758856,2582,1531943838618382328,NED,5,-0.279970020056,15.9975500107,-3.4286437867e-17,0.747936606407,18.065076828,-0.215539425611
1531943838714112340,2583,1531943838713696537,NED,5,-0.279970020056,15.9975500107,-3.4286437867e-17,0.670451700687,18.0351295471,-0.171053141356
1531943838797440966,2584,1531943838796853741,NED,5,-0.279970020056,15.9975500107,-3.4286437867e-17,0.598371326923,18.0204544067,-0.198991045356
1531943838824042629,2585,1531943838823461388,NED,5,-0.279970020056,15.9975500107,-3.4286437867e-17,0.578161239624,18.0227184296,-0.230414643884
1531943838897311793,2586,1531943838896591737,NED,5,-1.06249594688,15.964682579,-1.30118236742e-16,0.527534782887,17.9991264343,-0.268818944693
1531943838963294036,2587,1531943838962632220,NED,5,-1.06249594688,15.964682579,-1.30118236742e-16,0.459032744169,17.9808063507,-0.309019893408
1531943839018341948,2588,1531943839016892685,NED,5,-1.06249594688,15.964682579,-1.30118236742e-16,0.393503844738,17.9763851166,-0.338622391224
1531943839079571770,2589,1531943839077783855,NED,5,-1.06249594688,15.964682579,-1.30118236742e-16,0.348626732826,17.9659862518,-0.373270690441
1531943839136482572,2590,1531943839134295654,NED,5,-1.70538306236,15.9088554382,-2.08849181566e-16,0.219012215734,17.9483776093,-0.470308721066
1531943839213367597,2591,1531943839211645954,NED,5,-1.70538306236,15.9088554382,-2.08849181566e-16,0.12417832762,17.9445457458,-0.508807778358
1531943839233676184,2592,1531943839232624837,NED,5,-1.70538306236,15.9088554382,-2.08849181566e-16,0.0624735765159,17.9393844604,-0.549381613731
1531943839301084588,2593,1531943839297560759,NED,5,-2.97870612144,15.7202835083,-3.64786279559e-16,-0.0198427829891,17.9414672852,-0.542571306229
