time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2018/07/18/15:57:14.157144,1402,1531943834,156467773,base_link,0,1,40.592862,-79.8979646,362.903201952,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:14.335942,1403,1531943834,335322077,base_link,0,1,40.592862,-79.8979236,362.943243818,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:14.569199,1404,1531943834,568521192,base_link,0,1,40.5928622,-79.8978828,362.9532854,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:14.748966,1405,1531943834,748664024,base_link,0,1,40.5928623,-79.8978421,363.013326924,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:14.920197,1406,1531943834,919494298,base_link,0,1,40.5928624,-79.8978015,363.093368349,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:15.116833,1407,1531943835,115947622,base_link,0,1,40.5928623,-79.897761,363.173409757,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:15.378011,1408,1531943835,377768092,base_link,0,1,40.592862,-79.8977204,363.183451352,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:15.545677,1409,1531943835,545049069,base_link,0,1,40.5928616,-79.8976795,363.213493297,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:15.739524,1410,1531943835,738959547,base_link,0,1,40.592861,-79.8976385,363.22353543,"(0.4760999967098236, 0.0, 0.0, 0.0, 0.4760999967098236, 0.0, 0.0, 0.0, 1.9043999868392945)",1
2018/07/18/15:57:15.949963,1411,1531943835,949413183,base_link,0,1,40.5928599,-79.8975972,363.163578079,"(0.39689999399185183, 0.0, 0.0, 0.0, 0.39689999399185183, 0.0, 0.0, 0.0, 1.5875999759674073)",1
2018/07/18/15:57:16.182511,1412,1531943836,182032187,base_link,0,1,40.5928591,-79.8975559,362.913620607,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:16.349274,1413,1531943836,348542105,base_link,0,1,40.5928584,-79.8975143,362.613663403,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:16.545249,1414,1531943836,544727536,base_link,0,1,40.5928579,-79.8974722,362.323706631,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:16.777198,1415,1531943836,776513079,base_link,0,1,40.5928577,-79.8974299,362.043749942,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:16.926077,1416,1531943836,925651432,base_link,0,1,40.5928577,-79.8973869,361.813793889,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:17.146705,1417,1531943837,146074044,base_link,0,1,40.5928579,-79.8973435,361.703838166,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:17.350940,1418,1531943837,350515635,base_link,0,1,40.5928583,-79.8972997,361.623882773,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:17.542030,1419,1531943837,541790569,base_link,0,1,40.592859,-79.8972558,361.653927361,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:17.743643,1420,1531943837,739254997,base_link,0,1,40.5928599,-79.8972119,361.71397187,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:17.968641,1421,1531943837,967957126,base_link,0,1,40.5928608,-79.8971677,361.864016689,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:18.149313,1422,1531943838,149040987,base_link,0,1,40.592862,-79.8971241,362.054060774,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:18.370555,1423,1531943838,369984079,base_link,0,1,40.5928632,-79.8970806,362.234104759,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:18.572329,1424,1531943838,571963689,base_link,0,1,40.5928643,-79.8970372,362.414148687,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:18.796345,1425,1531943838,796027287,base_link,0,1,40.5928654,-79.896994,362.534192413,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:18.929358,1426,1531943838,928979698,base_link,0,1,40.5928664,-79.8969509,362.614236081,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:19.112652,1427,1531943839,111588344,base_link,0,1,40.5928671,-79.8969079,362.694279774,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:19.366695,1428,1531943839,366221275,base_link,0,1,40.5928675,-79.8968652,362.784323287,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:19.538574,1429,1531943839,538203234,base_link,0,1,40.5928674,-79.8968224,362.904367112,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:19.736599,1430,1531943839,736086450,base_link,0,1,40.592867,-79.8967797,362.894410962,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:19.941985,1431,1531943839,941231273,base_link,0,1,40.5928661,-79.8967368,362.894455225,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:20.169295,1432,1531943840,168934005,base_link,0,1,40.592865,-79.8966942,362.854499268,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:20.340359,1433,1531943840,339880845,base_link,0,1,40.5928633,-79.8966516,362.774543562,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:20.538243,1434,1531943840,538030973,base_link,0,1,40.5928608,-79.8966091,362.624588087,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:20.751189,1435,1531943840,750594880,base_link,0,1,40.5928572,-79.8965666,362.474633071,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:20.942823,1436,1531943840,942593723,base_link,0,1,40.5928521,-79.8965242,362.344678575,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:21.170309,1437,1531943841,169157625,base_link,0,1,40.5928455,-79.8964818,362.224724704,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:21.375595,1438,1531943841,375038833,base_link,0,1,40.5928373,-79.8964395,362.084771396,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:21.532107,1439,1531943841,531797943,base_link,0,1,40.5928274,-79.8963974,361.94481859,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:21.735241,1440,1531943841,734706355,base_link,0,1,40.592816,-79.8963558,361.714865898,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:21.941940,1441,1531943841,941372641,base_link,0,1,40.5928025,-79.896315,361.424913261,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:22.166070,1442,1531943842,165562177,base_link,0,1,40.5927864,-79.896275,361.244960885,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:22.342071,1443,1531943842,341782625,base_link,0,1,40.5927673,-79.8962368,361.075007915,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:22.573213,1444,1531943842,572853200,base_link,0,1,40.5927451,-79.8962004,361.025054391,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:22.741719,1445,1531943842,740753684,base_link,0,1,40.5927215,-79.8961657,360.885099712,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:22.951151,1446,1531943842,950794558,base_link,0,1,40.5926965,-79.8961329,360.645143675,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:23.146822,1447,1531943843,146415033,base_link,0,1,40.5926694,-79.8961024,360.355186159,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:23.342196,1448,1531943843,340933858,base_link,0,1,40.5926397,-79.8960751,360.145226451,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:23.552615,1449,1531943843,552183811,base_link,0,1,40.592608,-79.8960517,359.945263585,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:23.710474,1450,1531943843,709465802,base_link,0,1,40.5925751,-79.8960326,359.655296818,"(0.4356000346183784, 0.0, 0.0, 0.0, 0.4356000346183784, 0.0, 0.0, 0.0, 1.7424001384735135)",1
2018/07/18/15:57:23.945517,1451,1531943843,945226470,base_link,0,1,40.5925406,-79.8960182,359.595325908,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:24.138718,1452,1531943844,138278308,base_link,0,1,40.5925052,-79.8960086,359.69535046,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:24.340641,1453,1531943844,340326583,base_link,0,1,40.5924697,-79.8960022,359.795371782,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:57:24.570950,1454,1531943844,570523803,base_link,0,1,40.5924346,-79.8959988,359.795389869,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:24.751202,1455,1531943844,750975024,base_link,0,1,40.5923996,-79.8959982,359.855405051,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:24.947973,1456,1531943844,947143530,base_link,0,1,40.592365,-79.8960003,360.005417305,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:25.150691,1457,1531943845,148450794,base_link,0,1,40.5923302,-79.8960046,360.455427394,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:25.319682,1458,1531943845,317547051,base_link,0,1,40.5922979,-79.8960114,360.635433883,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:25.512960,1459,1531943845,512182267,base_link,0,1,40.5922657,-79.8960186,361.005439926,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:25.741408,1460,1531943845,741077651,base_link,0,1,40.5922343,-79.8960263,361.305445127,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:25.925999,1461,1531943845,923568564,base_link,0,1,40.5922032,-79.8960337,361.635450515,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:26.168788,1462,1531943846,168467506,base_link,0,1,40.5921725,-79.8960409,361.885455945,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:26.365222,1463,1531943846,364716467,base_link,0,1,40.592142,-79.8960474,362.095462014,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:26.535634,1464,1531943846,535329190,base_link,0,1,40.5921118,-79.8960533,362.255468577,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:26.790603,1465,1531943846,790282605,base_link,0,1,40.5920818,-79.8960583,362.325475983,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:26.930912,1466,1531943846,930415146,base_link,0,1,40.5920516,-79.8960623,362.405484503,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:27.169326,1467,1531943847,169152406,base_link,0,1,40.5920212,-79.8960651,362.53549434,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:27.336174,1468,1531943847,335532895,base_link,0,1,40.5919906,-79.8960668,362.675505394,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:27.574627,1469,1531943847,574375307,base_link,0,1,40.5919602,-79.8960674,362.665517496,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:27.717830,1470,1531943847,717060525,base_link,0,1,40.5919296,-79.8960673,362.665530404,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:27.960136,1471,1531943847,955641788,base_link,0,1,40.5918987,-79.8960667,362.565543956,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:28.141204,1472,1531943848,133595838,base_link,0,1,40.5918677,-79.8960658,362.365557862,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:28.337068,1473,1531943848,336766582,base_link,0,1,40.5918364,-79.8960646,362.195572206,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:28.538306,1474,1531943848,537975141,base_link,0,1,40.5918047,-79.8960635,362.02558662,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:28.787238,1475,1531943848,786916222,base_link,0,1,40.5917728,-79.8960623,361.845601226,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:28.937662,1476,1531943848,934162156,base_link,0,1,40.5917406,-79.8960612,361.69561586,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:29.135398,1477,1531943849,135126977,base_link,0,1,40.5917081,-79.8960603,361.58563042,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:29.343867,1478,1531943849,343436256,base_link,0,1,40.5916754,-79.8960593,361.515645172,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:29.544530,1479,1531943849,544109978,base_link,0,1,40.5916425,-79.8960586,361.465659706,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:29.726802,1480,1531943849,725284986,base_link,0,1,40.5916095,-79.8960583,361.455673877,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:29.934797,1481,1531943849,933856887,base_link,0,1,40.5915765,-79.8960587,361.565687336,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:30.117026,1482,1531943850,116719398,base_link,0,1,40.5915435,-79.8960597,361.735700184,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:30.304895,1483,1531943850,304662106,base_link,0,1,40.5915104,-79.896061,361.965712772,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:30.510787,1484,1531943850,510092512,base_link,0,1,40.5914774,-79.8960626,362.205725016,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:30.760134,1485,1531943850,759391616,base_link,0,1,40.5914446,-79.8960644,362.385736975,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:30.945650,1486,1531943850,945115919,base_link,0,1,40.591412,-79.8960663,362.495748753,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:31.123961,1487,1531943851,123587478,base_link,0,1,40.5913796,-79.8960683,362.53576035,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:31.348721,1488,1531943851,348112670,base_link,0,1,40.5913471,-79.8960701,362.615772198,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:31.577048,1489,1531943851,575774018,base_link,0,1,40.5913146,-79.8960716,362.71578436,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:31.737266,1490,1531943851,736576570,base_link,0,1,40.5912821,-79.8960728,362.835796835,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:31.947259,1491,1531943851,945751000,base_link,0,1,40.5912497,-79.8960738,362.925809478,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:32.122587,1492,1531943852,121661440,base_link,0,1,40.5912173,-79.8960744,363.035822537,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:32.357772,1493,1531943852,357493449,base_link,0,1,40.5911851,-79.896075,363.175835516,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:32.538625,1494,1531943852,538118235,base_link,0,1,40.591153,-79.8960755,363.325848561,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:32.750295,1495,1531943852,748591566,base_link,0,1,40.5911208,-79.8960764,363.475861243,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:32.935932,1496,1531943852,935488151,base_link,0,1,40.5910887,-79.8960779,363.605873272,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:33.117092,1497,1531943853,113561673,base_link,0,1,40.5910565,-79.8960803,363.735884424,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:33.388197,1498,1531943853,387454359,base_link,0,1,40.5910244,-79.8960836,363.765894616,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:33.554057,1499,1531943853,553072605,base_link,0,1,40.5909923,-79.896088,363.705903683,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:33.731629,1500,1531943853,730820917,base_link,0,1,40.5909601,-79.8960938,363.495911361,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:33.968489,1501,1531943853,968180752,base_link,0,1,40.5909279,-79.8961018,363.245916785,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:34.138376,1502,1531943854,137950568,base_link,0,1,40.5908958,-79.8961123,362.985919605,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:34.343292,1503,1531943854,342869381,base_link,0,1,40.590864,-79.8961253,362.715919736,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:34.515046,1504,1531943854,514568199,base_link,0,1,40.5908326,-79.8961412,362.435916725,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:34.749657,1505,1531943854,749193832,base_link,0,1,40.5908021,-79.8961603,362.155910052,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:34.916327,1506,1531943854,916013443,base_link,0,1,40.5907726,-79.8961827,361.905899571,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:35.152302,1507,1531943855,148243523,base_link,0,1,40.5907445,-79.8962083,361.685885214,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:35.364976,1508,1531943855,364659037,base_link,0,1,40.5907182,-79.8962368,361.50586712,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:35.567919,1509,1531943855,567533525,base_link,0,1,40.5906942,-79.8962683,361.365844974,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:35.722036,1510,1531943855,721018032,base_link,0,1,40.5906727,-79.8963025,361.285818997,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:35.928376,1511,1531943855,924141286,base_link,0,1,40.5906538,-79.8963388,361.215789763,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:36.159150,1512,1531943856,158851501,base_link,0,1,40.5906375,-79.8963767,361.185757786,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:36.350407,1513,1531943856,347288306,base_link,0,1,40.5906238,-79.8964158,361.155723475,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:36.539921,1514,1531943856,539510763,base_link,0,1,40.5906129,-79.8964557,361.125687156,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:36.737960,1515,1531943856,737740670,base_link,0,1,40.5906047,-79.8964961,361.165649179,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:36.917354,1516,1531943856,917103533,base_link,0,1,40.5905993,-79.8965367,361.215609811,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:37.143128,1517,1531943857,142754978,base_link,0,1,40.5905963,-79.8965771,361.305569631,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:57:37.339641,1518,1531943857,338354488,base_link,0,1,40.5905954,-79.8966171,361.375528972,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
