time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.voltage,.current,.charge,.capacity,.design_capacity,.percentage,.power_supply_status,.power_supply_health,.power_supply_technology,.present,.cell_voltage,.location,.serial_number
2018/07/18/15:57:11.186902,5241,1531943831,185522574,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.226268,5242,1531943831,226045406,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.275199,5243,1531943831,274764842,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.299304,5244,1531943831,298226826,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.356595,5245,1531943831,356267428,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.393333,5246,1531943831,393058274,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.444387,5247,1531943831,443564696,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.486880,5248,1531943831,485987185,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.536169,5249,1531943831,535730032,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.581366,5250,1531943831,580517132,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.656533,5251,1531943831,656101039,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.669383,5252,1531943831,668935346,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.706376,5253,1531943831,705853198,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.793697,5254,1531943831,793478174,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.833214,5255,1531943831,832686590,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.893292,5256,1531943831,892823678,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.921716,5257,1531943831,920504747,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:11.994585,5258,1531943831,994234181,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.034022,5259,1531943832,33573092,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.077312,5260,1531943832,76787701,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.145389,5261,1531943832,144052511,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.210189,5262,1531943832,205483505,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.258789,5263,1531943832,258581289,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.273012,5264,1531943832,272262753,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.367271,5265,1531943832,366831487,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.382592,5266,1531943832,382271170,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.423933,5267,1531943832,423468139,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.458797,5268,1531943832,458373537,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.487333,5269,1531943832,485089114,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.579495,5270,1531943832,579118910,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.595615,5271,1531943832,595195290,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.669445,5272,1531943832,669186642,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.713612,5273,1531943832,713189273,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.766626,5274,1531943832,765858678,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.795954,5275,1531943832,793256167,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.865976,5276,1531943832,865685491,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.922600,5277,1531943832,922158305,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:12.956368,5278,1531943832,955815974,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.004620,5279,1531943833,3906043,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.040094,5280,1531943833,38940560,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.086314,5281,1531943833,85894004,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.134142,5282,1531943833,131683621,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.197878,5283,1531943833,197656705,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.229556,5284,1531943833,229133634,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.268812,5285,1531943833,268515298,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.316200,5286,1531943833,315287111,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.356825,5287,1531943833,356529553,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.402843,5288,1531943833,402570335,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.449516,5289,1531943833,449201287,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.507579,5290,1531943833,507220772,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.565566,5291,1531943833,565245249,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.585309,5292,1531943833,585001328,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.626899,5293,1531943833,626410231,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.723263,5294,1531943833,723000158,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.734824,5295,1531943833,734586672,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.804750,5296,1531943833,804203968,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.831718,5297,1531943833,828449432,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.896139,5298,1531943833,889752909,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.913597,5299,1531943833,913023377,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:13.993005,5300,1531943833,992715430,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.041502,5301,1531943834,38832277,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.083829,5302,1531943834,83588884,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.130217,5303,1531943834,129688355,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.202132,5304,1531943834,201420475,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.235243,5305,1531943834,234791940,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.315692,5306,1531943834,310350125,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.320856,5307,1531943834,320349908,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.385222,5308,1531943834,384886818,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.469475,5309,1531943834,469156353,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.482560,5310,1531943834,481749512,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.538727,5311,1531943834,537904061,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.586127,5312,1531943834,585874869,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.644122,5313,1531943834,642045641,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.742692,5314,1531943834,742171943,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.806379,5315,1531943834,791608302,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.813138,5316,1531943834,812926442,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.849159,5317,1531943834,848625400,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.914424,5318,1531943834,912860170,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.965222,5319,1531943834,964851058,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:14.989202,5320,1531943834,988975404,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.043468,5321,1531943835,43027772,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.062853,5322,1531943835,59674194,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.111530,5323,1531943835,111185056,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.176558,5324,1531943835,173111952,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.234156,5325,1531943835,233796240,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.270962,5326,1531943835,270493874,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.370039,5327,1531943835,369505632,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.410983,5328,1531943835,410641517,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.429835,5329,1531943835,429356681,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.452275,5330,1531943835,451794745,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.506702,5331,1531943835,506478273,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.568204,5332,1531943835,567563131,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.578533,5333,1531943835,578371192,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.633268,5334,1531943835,633018625,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.696964,5335,1531943835,696315232,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.733748,5336,1531943835,733509725,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.783921,5337,1531943835,783423999,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.824141,5338,1531943835,823842100,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.889157,5339,1531943835,888843967,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.942309,5340,1531943835,941929370,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:15.972788,5341,1531943835,968421849,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.011209,5342,1531943836,10934293,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.065374,5343,1531943836,64996614,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.115675,5344,1531943836,115396931,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.160474,5345,1531943836,160100389,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.250668,5346,1531943836,250220417,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.303619,5347,1531943836,298329786,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.312388,5348,1531943836,312013844,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.380364,5349,1531943836,380134811,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.415460,5350,1531943836,415123219,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.493021,5351,1531943836,490802461,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.509504,5352,1531943836,509192671,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.564226,5353,1531943836,563253711,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.585438,5354,1531943836,585209861,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.624917,5355,1531943836,624679175,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.677065,5356,1531943836,676593938,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.757615,5357,1531943836,757257312,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.806969,5358,1531943836,806507020,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.826644,5359,1531943836,826402842,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.866717,5360,1531943836,865991227,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.920737,5361,1531943836,919909517,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:16.967947,5362,1531943836,965698946,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.009145,5363,1531943837,8903191,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.074912,5364,1531943837,74509949,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.099069,5365,1531943837,98496987,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.166522,5366,1531943837,166307591,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.187167,5367,1531943837,186236310,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.290549,5368,1531943837,290176717,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.317170,5369,1531943837,316838026,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.337091,5370,1531943837,336799001,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.377262,5371,1531943837,365494110,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.412848,5372,1531943837,412631811,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.473469,5373,1531943837,470725893,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.535804,5374,1531943837,535387959,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.569264,5375,1531943837,567209974,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.625470,5376,1531943837,625178904,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.695152,5377,1531943837,694611825,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.732225,5378,1531943837,729067664,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.790148,5379,1531943837,789500565,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.823522,5380,1531943837,821265589,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.891725,5381,1531943837,890714860,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:17.938111,5382,1531943837,937834099,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.003003,5383,1531943838,2638499,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.026097,5384,1531943838,25887018,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.099597,5385,1531943838,98828793,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.122552,5386,1531943838,120386773,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.177936,5387,1531943838,172299138,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.192795,5388,1531943838,192457263,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.273545,5389,1531943838,273241951,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.329386,5390,1531943838,320061130,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.387411,5391,1531943838,387091553,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.415868,5392,1531943838,415548297,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.462138,5393,1531943838,459025116,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.499373,5394,1531943838,495997982,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.558840,5395,1531943838,558615306,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.605149,5396,1531943838,604748637,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.665153,5397,1531943838,664388493,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.717870,5398,1531943838,716195259,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.779823,5399,1531943838,779203907,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.814453,5400,1531943838,812883756,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.884378,5401,1531943838,883809268,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:18.914142,5402,1531943838,913866505,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.005596,5403,1531943839,5206394,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.044750,5404,1531943839,44354210,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.070107,5405,1531943839,69641425,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.087395,5406,1531943839,87000224,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.136670,5407,1531943839,136106544,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.203070,5408,1531943839,201833528,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.219174,5409,1531943839,218960298,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.268501,5410,1531943839,268225848,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.333628,5411,1531943839,333395399,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.402115,5412,1531943839,401463506,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.440297,5413,1531943839,440043169,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.468506,5414,1531943839,468297677,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.566957,5415,1531943839,566252528,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.614588,5416,1531943839,614321837,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.648789,5417,1531943839,648427506,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.665785,5418,1531943839,665393830,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.718660,5419,1531943839,718394183,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.796053,5420,1531943839,795133706,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.843231,5421,1531943839,842960522,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.888392,5422,1531943839,886821465,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.924803,5423,1531943839,923826427,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:19.969296,5424,1531943839,968963611,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.007966,5425,1531943840,7423660,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.088305,5426,1531943840,87484841,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.158408,5427,1531943840,158051608,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.199687,5428,1531943840,194404707,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.274732,5429,1531943840,274091044,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.317951,5430,1531943840,316176010,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.332430,5431,1531943840,332110282,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.386025,5432,1531943840,385761285,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.438168,5433,1531943840,437852594,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.492685,5434,1531943840,492381282,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
2018/07/18/15:57:20.516594,5435,1531943840,516273091,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,True,(),,
